ID_POBLACION,NOMBRE_POBLACION,ID_PROVINCIA,NOMBRE_PROVINCIA,ID_CCAA,NOMBRE_CCAA,ID_PAIS,NOMBRE_PAIS,FECHA_CARGA
333,Zamora,1110,Provincia de Haití,1691,Región de Haití,49,Haití,2021-04-23
334,Barcelona,1025,Provincia de Polonia,1634,Región de Polonia,62,Polonia,2023-02-23
335,Girona,1937,Provincia de Burkina Faso,1624,Región de Burkina Faso,43,Burkina Faso,2021-03-29
336,Tarragona,1064,Provincia de Côte d'Ivoire,1650,Región de Côte d'Ivoire,84,Côte d'Ivoire,2022-08-08
337,Valladolid,1309,Provincia de Palau,1664,Región de Palau,91,Palau,2022-04-16
338,León,1143,Provincia de Jamaica,1046,Región de Jamaica,16,Jamaica,2020-03-17
339,Ávila,1504,Provincia de República Popu...,1118,Región de República Popular Democrática de Corea,40,República Popular Democrática de Corea,2020-07-18
340,Córdoba,1908,Provincia de Timor-Leste,1550,Región de Timor-Leste,32,Timor-Leste,2020-10-04
341,Burgos,1464,Provincia de Países Bajos,1379,Región de Países Bajos,51,Países Bajos,2023-10-05
342,Baleares,1713,Provincia de Liechtenstein,1968,Región de Liechtenstein,97,Liechtenstein,2023-01-11
343,Ciudad,1601,Provincia de Saint Kitts y ...,1760,Región de Saint Kitts y Nevis,55,Saint Kitts y Nevis,2020-11-12
344,Baleares,1670,Provincia de Saint Kitts y ...,1101,Región de Saint Kitts y Nevis,55,Saint Kitts y Nevis,2022-09-29
345,Ciudad,1417,Provincia de Micronesia,1961,Región de Micronesia,80,Micronesia,2021-07-26
346,Santa Cruz de Tenerife,1706,Provincia de Bolivia,1379,Región de Bolivia,5,Bolivia,2021-03-20
347,Asturias,1455,Provincia de República Demo...,1973,Región de República Democrática del Congo,58,República Democrática del Congo,2021-04-28
348,Madrid,1101,Provincia de Zimbabwe,1702,Región de Zimbabwe,48,Zimbabwe,2022-01-22
349,Santa Cruz de Tenerife,1923,Provincia de Panamá,1660,Región de Panamá,71,Panamá,2022-01-04
350,Teruel,1407,Provincia de El Salvador,1282,Región de El Salvador,9,El Salvador,2021-01-23
351,Girona,1971,Provincia de Austria,1868,Región de Austria,17,Austria,2022-07-20
352,Álava,1678,Provincia de Italia,1217,Región de Italia,13,Italia,2023-08-07
353,Ciudad,1611,Provincia de Andorra,1994,Región de Andorra,83,Andorra,2020-02-13
354,Cádiz,1805,Provincia de Samoa,1341,Región de Samoa,7,Samoa,2021-05-13
355,Melilla,1805,Provincia de Qatar,1578,Región de Qatar,18,Qatar,2021-02-24
356,Asturias,1849,Provincia de Maldivas,1783,Región de Maldivas,10,Maldivas,2023-02-09
357,Jaén,1600,Provincia de San Marino,1221,Región de San Marino,28,San Marino,2021-04-22
358,Alicante,1792,Provincia de Tayikistán,1151,Región de Tayikistán,44,Tayikistán,2023-05-05
359,Huesca,1283,Provincia de Singapur,1879,Región de Singapur,1,Singapur,2020-10-23
360,Valencia,1553,Provincia de Qatar,1256,Región de Qatar,18,Qatar,2020-12-23
361,Huelva,1676,Provincia de Jamaica,1887,Región de Jamaica,16,Jamaica,2020-02-22
362,Huelva,1015,Provincia de Qatar,1366,Región de Qatar,18,Qatar,2021-05-02
363,Toledo,1331,Provincia de Bahamas,1016,Región de Bahamas,77,Bahamas,2020-12-22
364,Vizcaya,1053,Provincia de Eslovenia,1129,Región de Eslovenia,35,Eslovenia,2022-05-12
365,Barcelona,1116,Provincia de Albania,1763,Región de Albania,69,Albania,2020-05-10
366,Huelva,1459,Provincia de Polonia,1796,Región de Polonia,62,Polonia,2022-01-11
367,Segovia,1607,Provincia de Cabo Verde,1111,Región de Cabo Verde,67,Cabo Verde,2022-07-14
368,Vizcaya,1226,Provincia de Mauritania,1968,Región de Mauritania,66,Mauritania,2023-06-13
369,Tarragona,1744,Provincia de Argentina,1802,Región de Argentina,6,Argentina,2023-09-11
370,Santa Cruz de Tenerife,1308,Provincia de Antigua y Barbuda,1469,Región de Antigua y Barbuda,68,Antigua y Barbuda,2023-08-10
371,Zaragoza,1062,Provincia de Tailandia,1490,Región de Tailandia,4,Tailandia,2022-04-02
372,Asturias,1702,Provincia de Angola,1110,Región de Angola,56,Angola,2022-10-01
373,Alicante,1931,Provincia de República Fede...,1454,Región de República Federal Democrática de Nepal,93,República Federal Democrática de Nepal,2020-05-30
374,Cantabria,1329,Provincia de Congo,1622,Región de Congo,12,Congo,2020-10-30
375,Zamora,1129,Provincia de Maldivas,1281,Región de Maldivas,10,Maldivas,2023-07-02
376,Alicante,1599,Provincia de Andorra,1561,Región de Andorra,83,Andorra,2023-12-29
377,Granada,1390,Provincia de Burkina Faso,1611,Región de Burkina Faso,43,Burkina Faso,2022-12-22
378,Murcia,1464,Provincia de Zambia,1517,Región de Zambia,39,Zambia,2023-05-24
379,Córdoba,1101,Provincia de Filipinas,1812,Región de Filipinas,57,Filipinas,2023-12-08
380,Valladolid,1873,Provincia de Jamaica,1670,Región de Jamaica,16,Jamaica,2023-08-26
381,Girona,1564,Provincia de País desconocido,1738,Región de País desconocido,100,País desconocido,2021-03-16
382,Vizcaya,1462,Provincia de Filipinas,1909,Región de Filipinas,57,Filipinas,2021-04-12
383,Segovia,1347,Provincia de Reino Unido de...,1847,Región de Reino Unido de Gran Bretaña e Irlanda...,54,Reino Unido de Gran Bretaña e Irlanda del ...,2022-07-17
384,Cuenca,1425,Provincia de Comoras,1747,Región de Comoras,53,Comoras,2020-07-13
385,Zaragoza,1437,Provincia de Bosnia y Herze...,1320,Región de Bosnia y Herzegovina,42,Bosnia y Herzegovina,2023-09-24
386,Las Palmas,1383,Provincia de Lituania,1976,Región de Lituania,34,Lituania,2020-11-08
387,Valencia,1945,Provincia de Bahrein,1485,Región de Bahrein,89,Bahrein,2020-05-17
388,Jaén,1851,Provincia de Italia,1087,Región de Italia,13,Italia,2020-07-09
389,Cádiz,1098,Provincia de Filipinas,1762,Región de Filipinas,57,Filipinas,2022-02-02
390,Tarragona,1569,Provincia de Qatar,1061,Región de Qatar,18,Qatar,2023-04-16
391,Huesca,1575,Provincia de Canadá,1337,Región de Canadá,73,Canadá,2023-10-04
392,Zaragoza,1420,Provincia de Austria,1362,Región de Austria,17,Austria,2023-09-24
393,Toledo,1433,Provincia de Montenegro,1888,Región de Montenegro,98,Montenegro,2020-04-15
394,Ávila,1614,Provincia de Ghana,1319,Región de Ghana,38,Ghana,2021-12-21
395,Pontevedra,1591,Provincia de Letonia,1519,Región de Letonia,15,Letonia,2021-03-11
396,Murcia,1672,Provincia de República Domi...,1493,Región de República Dominicana,21,República Dominicana,2021-04-04
397,Guadalajara,1358,Provincia de Letonia,1865,Región de Letonia,15,Letonia,2023-02-13
398,Ávila,1117,Provincia de Haití,1780,Región de Haití,49,Haití,2021-07-24
399,Sevilla,1231,Provincia de Ecuador,1826,Región de Ecuador,75,Ecuador,2022-05-28
400,Granada,1997,Provincia de Canadá,1785,Región de Canadá,73,Canadá,2023-06-27
401,Pontevedra,1691,Provincia de Micronesia,1658,Región de Micronesia,80,Micronesia,2023-02-14
402,Cáceres,1623,Provincia de Tailandia,1951,Región de Tailandia,4,Tailandia,2023-09-09
403,Huelva,1273,Provincia de Irán,1029,Región de Irán,90,Irán,2021-01-04
404,Alicante,1719,Provincia de Sudán,1780,Región de Sudán,36,Sudán,2021-09-24
405,Salamanca,1359,Provincia de Barbados,1006,Región de Barbados,45,Barbados,2021-01-06
406,Cuenca,1579,Provincia de Serbia,1673,Región de Serbia,20,Serbia,2022-03-31
407,Asturias,1145,Provincia de Maldivas,1758,Región de Maldivas,10,Maldivas,2023-07-20
408,Huesca,1093,Provincia de Tailandia,1764,Región de Tailandia,4,Tailandia,2022-12-22
409,Albacete,1385,Provincia de Portugal,1429,Región de Portugal,29,Portugal,2022-07-18
410,Pontevedra,1161,Provincia de Barbados,1378,Región de Barbados,45,Barbados,2021-09-30
411,Alicante,1332,Provincia de San Vicente y ...,1795,Región de San Vicente y las Granadinas,94,San Vicente y las Granadinas,2023-03-08
412,Asturias,1086,Provincia de Bangladesh,1904,Región de Bangladesh,78,Bangladesh,2020-04-17
413,Vizcaya,1161,Provincia de República Domi...,1772,Región de República Dominicana,21,República Dominicana,2023-06-19
414,Huesca,1690,Provincia de Samoa,1083,Región de Samoa,7,Samoa,2021-07-11
415,Ourense,1677,Provincia de República Demo...,1434,Región de República Democrática del Congo,58,República Democrática del Congo,2022-09-21
416,Pontevedra,1452,Provincia de Francia,1424,Región de Francia,79,Francia,2021-07-13
417,Soria,1773,Provincia de Portugal,1524,Región de Portugal,29,Portugal,2020-08-21
418,Huesca,1440,Provincia de Rwanda,1113,Región de Rwanda,46,Rwanda,2021-08-03
419,León,1694,Provincia de Ucrania,1607,Región de Ucrania,88,Ucrania,2022-09-23
420,Ourense,1683,Provincia de Albania,1315,Región de Albania,69,Albania,2020-04-03
421,Melilla,1404,Provincia de Mozambique,1613,Región de Mozambique,30,Mozambique,2020-04-22
422,La Coruña,1209,Provincia de Singapur,1308,Región de Singapur,1,Singapur,2021-03-08
423,Segovia,1140,Provincia de País desconocido,1782,Región de País desconocido,100,País desconocido,2021-06-07
424,Ciudad,1335,Provincia de Zambia,1122,Región de Zambia,39,Zambia,2020-01-16
425,Albacete,1764,Provincia de Suriname,1440,Región de Suriname,65,Suriname,2020-12-25
426,Madrid,1389,Provincia de Qatar,1545,Región de Qatar,18,Qatar,2023-12-12
427,Navarra,1512,Provincia de Togo,1572,Región de Togo,31,Togo,2023-09-30
428,Córdoba,1073,Provincia de Gabón,1406,Región de Gabón,47,Gabón,2020-03-27
429,Teruel,1019,Provincia de Filipinas,1470,Región de Filipinas,57,Filipinas,2020-06-08
430,Castellón,1589,Provincia de Bosnia y Herze...,1439,Región de Bosnia y Herzegovina,42,Bosnia y Herzegovina,2023-03-20
431,Tarragona,1726,Provincia de Comoras,1655,Región de Comoras,53,Comoras,2022-05-05
432,Cantabria,1117,Provincia de Zambia,1414,Región de Zambia,39,Zambia,2020-02-12
433,Barcelona,1175,Provincia de Burkina Faso,1820,Región de Burkina Faso,43,Burkina Faso,2023-06-19
434,León,1851,Provincia de Camerún,1706,Región de Camerún,60,Camerún,2022-01-11
435,Teruel,1447,Provincia de Italia,1864,Región de Italia,13,Italia,2020-08-04
436,Ávila,1446,Provincia de Etiopía,1603,Región de Etiopía,33,Etiopía,2022-03-31
437,Sevilla,1080,Provincia de Albania,1405,Región de Albania,69,Albania,2021-09-27
438,Teruel,1347,Provincia de Liechtenstein,1226,Región de Liechtenstein,97,Liechtenstein,2021-11-13
439,Navarra,1078,Provincia de Federación de ...,1522,Región de Federación de Rusia,23,Federación de Rusia,2023-07-20
440,Granada,1543,Provincia de Jamaica,1522,Región de Jamaica,16,Jamaica,2021-02-01
441,Teruel,1359,Provincia de Rwanda,1744,Región de Rwanda,46,Rwanda,2023-08-14
442,Zamora,1241,Provincia de Serbia,1105,Región de Serbia,20,Serbia,2020-10-26
443,Málaga,1202,Provincia de Lituania,1177,Región de Lituania,34,Lituania,2023-05-18
444,Baleares,1778,Provincia de República Domi...,1777,Región de República Dominicana,21,República Dominicana,2023-09-04
445,Zamora,1181,Provincia de República Unid...,1974,Región de República Unida de Tanzanía,11,República Unida de Tanzanía,2023-07-10
446,Ciudad,1475,Provincia de Suriname,1772,Región de Suriname,65,Suriname,2023-02-28
447,Albacete,1593,Provincia de Alemania,1459,Región de Alemania,99,Alemania,2023-10-26
448,Navarra,1658,Provincia de Nauru,1650,Región de Nauru,74,Nauru,2023-07-03
449,Lleida,1884,Provincia de Burkina Faso,1994,Región de Burkina Faso,43,Burkina Faso,2023-07-08
450,Salamanca,1154,Provincia de Bosnia y Herze...,1450,Región de Bosnia y Herzegovina,42,Bosnia y Herzegovina,2020-05-19
451,Asturias,1452,Provincia de Polonia,1646,Región de Polonia,62,Polonia,2021-09-12
452,La Coruña,1605,Provincia de Somalia,1057,Región de Somalia,37,Somalia,2021-12-21
453,Melilla,1075,Provincia de Mauritania,1317,Región de Mauritania,66,Mauritania,2022-08-03
454,Vizcaya,1038,Provincia de Vanuatu,1058,Región de Vanuatu,59,Vanuatu,2022-01-25
455,Ourense,1078,Provincia de Ghana,1660,Región de Ghana,38,Ghana,2020-07-03
456,Barcelona,1608,Provincia de Micronesia,1519,Región de Micronesia,80,Micronesia,2022-02-26
457,Segovia,1594,Provincia de República Cent...,1567,Región de República Centroafricana,61,República Centroafricana,2020-03-25
458,León,1930,Provincia de Vanuatu,1829,Región de Vanuatu,59,Vanuatu,2023-03-16
459,Soria,1192,Provincia de Niger,1329,Región de Niger,85,Niger,2023-05-24
460,Barcelona,1513,Provincia de Polonia,1154,Región de Polonia,62,Polonia,2020-05-06
461,Vizcaya,1105,Provincia de Vanuatu,1830,Región de Vanuatu,59,Vanuatu,2021-12-04
462,Las Palmas,1086,Provincia de República Fede...,1516,Región de República Federal Democrática de Nepal,93,República Federal Democrática de Nepal,2023-08-16
463,Baleares,1040,Provincia de Guinea,1253,Región de Guinea,24,Guinea,2023-12-20
464,Granada,1449,Provincia de República Demo...,1536,Región de República Democrática del Congo,58,República Democrática del Congo,2022-12-06
465,Cáceres,1162,Provincia de Micronesia,1372,Región de Micronesia,80,Micronesia,2022-02-02
466,Teruel,1396,Provincia de Ghana,1418,Región de Ghana,38,Ghana,2021-11-23
467,Huelva,1612,Provincia de Ucrania,1053,Región de Ucrania,88,Ucrania,2023-07-16
468,Ávila,1342,Provincia de Côte d'Ivoire,1067,Región de Côte d'Ivoire,84,Côte d'Ivoire,2021-11-06
469,Cantabria,1571,Provincia de Israel,1694,Región de Israel,14,Israel,2022-03-02
470,Barcelona,1258,Provincia de Ghana,1741,Región de Ghana,38,Ghana,2023-09-06
471,Salamanca,1894,Provincia de Francia,1153,Región de Francia,79,Francia,2021-11-13
472,Málaga,1596,Provincia de Congo,1679,Región de Congo,12,Congo,2020-10-16
473,Palencia,1317,Provincia de Rwanda,1990,Región de Rwanda,46,Rwanda,2023-09-05
474,Cáceres,1678,Provincia de Palau,1401,Región de Palau,91,Palau,2020-09-21
475,Ourense,1725,Provincia de Bangladesh,1960,Región de Bangladesh,78,Bangladesh,2020-06-22
476,Albacete,1572,Provincia de Estados Unidos...,1385,Región de Estados Unidos de América,41,Estados Unidos de América,2023-08-10
477,Alicante,1832,Provincia de Tayikistán,1130,Región de Tayikistán,44,Tayikistán,2023-10-04
478,Segovia,1848,Provincia de Palau,1969,Región de Palau,91,Palau,2023-11-04
479,Vizcaya,1095,Provincia de Albania,1661,Región de Albania,69,Albania,2023-10-05
480,Salamanca,1520,Provincia de Angola,1370,Región de Angola,56,Angola,2020-02-07
481,Madrid,1316,Provincia de Zimbabwe,1184,Región de Zimbabwe,48,Zimbabwe,2021-03-14
482,Segovia,1970,Provincia de Barbados,1784,Región de Barbados,45,Barbados,2022-09-22
483,Lugo,1231,Provincia de Eslovaquia,1140,Región de Eslovaquia,26,Eslovaquia,2020-11-13
484,Zaragoza,1302,Provincia de República Unid...,1864,Región de República Unida de Tanzanía,11,República Unida de Tanzanía,2020-07-26
485,Granada,1789,Provincia de Mauritania,1552,Región de Mauritania,66,Mauritania,2022-12-14
486,Asturias,1677,Provincia de Bolivia,1344,Región de Bolivia,5,Bolivia,2023-06-19
487,Cáceres,1611,Provincia de Qatar,1385,Región de Qatar,18,Qatar,2020-11-11
488,La Rioja,1185,Provincia de Suecia,1851,Región de Suecia,22,Suecia,2023-11-19
489,Lleida,1639,Provincia de País desconocido,1828,Región de País desconocido,100,País desconocido,2020-12-05
490,Guipúzcoa,1448,Provincia de San Vicente y ...,1044,Región de San Vicente y las Granadinas,94,San Vicente y las Granadinas,2022-04-21
491,Guadalajara,1692,Provincia de Zimbabwe,1736,Región de Zimbabwe,48,Zimbabwe,2021-05-01
492,Toledo,1625,Provincia de República Demo...,1291,Región de República Democrática del Congo,58,República Democrática del Congo,2022-07-08
493,La Coruña,1546,Provincia de Togo,1244,Región de Togo,31,Togo,2021-09-25
494,Valladolid,1925,Provincia de Polonia,1855,Región de Polonia,62,Polonia,2021-02-01
495,Málaga,1694,Provincia de Haití,1969,Región de Haití,49,Haití,2023-03-14
496,Guadalajara,1472,Provincia de República Demo...,1787,Región de República Democrática del Congo,58,República Democrática del Congo,2021-07-31
497,Lleida,1514,Provincia de Mongolia,1540,Región de Mongolia,50,Mongolia,2022-05-07
498,Cuenca,1836,Provincia de Suecia,1204,Región de Suecia,22,Suecia,2023-05-23
499,Ciudad,1893,Provincia de Benin,1256,Región de Benin,19,Benin,2020-04-16
500,Badajoz,1492,Provincia de Côte d'Ivoire,1895,Región de Côte d'Ivoire,84,Côte d'Ivoire,2022-01-30
