ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_ALUMNO_NIP_NK,ID_SOLICITUD_MOVILIDAD_NK,ID_CURSO_ACADEMICO,ID_EXPEDIENTE_ACADEMICO,ID_ALUMNO,ID_CENTRO,ID_PLAN_ESTUDIO,ID_TIPO_ESTUDIO,ID_UNIVERSIDAD_DESTINO,ID_PAIS_UNIVERSIDAD_DESTINO,ID_TUTOR,ID_AREA_ESTUDIOS_MOVILIDAD,ID_NIVEL_ESTUDIOS_MOVILIDAD,ID_TIPO_ACCESO,ID_RANGO_CRED_SUPERADOS,ID_RANGO_CRED_SUPERADOS_PREVIO,ID_FECHA_INICIO_ESTANCIA,ID_FECHA_FIN_ESTANCIA,ID_SEXO,ID_PAIS_NACIONALIDAD,ID_RANGO_NOTA_ADMISION,EDAD,ORDEN_PREFERENCIA,FLG_ACCESO_DIRECTO_MOVILIDAD,DURACION_ESTANCIA,ANOS_CURSADOS,CURSO_MAS_ALTO_MATRICULADO,CREDITOS_SUPERADOS_PREVIO,CREDITOS_SUPERA_DESTINO,NOTA_ADMISION,FECHA_CARGA,ID_POBLACION_FAMILIAR,ID_PROGRAMA_MOVILIDAD_NK,ID_PROGRAMA_MOVILIDAD,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_FECHA_CARGA,FLG_NUM_ACCESO_DIRECTO_MOVI,ID_EDAD_EST
2012,600122,800122,1000122,20120,700122,900122,16,89,6,90,16,203,12,1,12,4,7,20221115,20230718,2,94,4,25,1,N,8,3,3,60,53,8.62,2022-02-04,7,40,4,43,12,20230407,0,4
2017,600123,800123,1000123,20170,700123,900123,31,67,2,54,88,134,5,4,15,2,4,20220611,20230117,2,42,4,27,4,S,7,3,2,170,21,5.48,2023-05-07,88,60,6,49,11,20220608,1,7
2017,600124,800124,1000124,20170,700124,900124,22,52,6,24,81,193,5,8,3,2,3,20220604,20230925,2,92,5,22,2,N,15,4,3,176,13,5.11,2022-05-30,403,100,10,43,12,20221206,0,3
2012,600125,800125,1000125,20120,700125,900125,45,50,1,60,77,99,6,7,3,1,4,20220913,20220725,2,15,4,22,5,S,-1,4,1,136,58,11.32,2023-08-23,20,30,3,47,1,20220512,1,2
2024,600126,800126,1000126,20240,700126,900126,38,65,6,11,64,26,12,3,7,7,2,20220228,20230628,2,5,4,23,2,N,16,3,4,144,42,5.57,2023-07-06,483,80,8,14,14,20230317,0,8
2021,600127,800127,1000127,20210,700127,900127,5,17,10,76,78,886,3,1,9,6,5,20210930,20220119,1,96,4,20,2,S,3,3,1,86,28,5.35,2022-02-04,384,100,10,34,14,20230527,1,7
2023,600128,800128,1000128,20230,700128,900128,14,3,2,75,76,428,18,7,2,6,7,20211228,20221101,1,81,2,25,1,S,10,4,2,113,21,8.75,2023-06-02,186,70,7,43,6,20220103,1,9
2015,600129,800129,1000129,20150,700129,900129,3,50,6,89,94,324,15,1,8,1,2,20220102,20230507,2,22,1,25,5,N,16,1,1,143,21,7.24,2022-02-10,88,90,9,5,6,20230512,0,1
2010,600130,800130,1000130,20100,700130,900130,9,58,5,58,33,878,9,2,11,5,1,20210427,20230930,2,19,3,20,5,N,29,3,1,94,35,10.56,2022-01-05,366,50,5,8,7,20220905,0,3
2022,600131,800131,1000131,20220,700131,900131,3,25,3,14,15,877,7,4,1,2,7,20220628,20230603,1,98,2,19,3,S,11,1,1,143,45,5.18,2023-08-05,145,70,7,46,8,20221003,1,8
2015,600132,800132,1000132,20150,700132,900132,23,78,7,65,72,234,3,3,11,3,5,20210926,20220921,1,56,3,19,5,N,12,4,2,88,18,8.93,2022-03-28,475,20,2,2,11,20230528,0,5
2020,600133,800133,1000133,20200,700133,900133,25,84,10,93,97,878,18,7,6,7,2,20221022,20220117,2,3,1,24,5,S,-9,1,2,138,43,6.25,2023-08-07,439,50,5,3,14,20221103,1,4
2014,600134,800134,1000134,20140,700134,900134,41,15,8,11,72,159,11,5,7,3,7,20210110,20230427,1,33,5,29,2,S,27,1,4,109,45,13.28,2023-07-19,128,90,9,23,12,20220224,1,3
2011,600135,800135,1000135,20110,700135,900135,28,45,10,65,34,973,8,8,14,4,1,20210422,20220722,2,99,2,29,2,S,15,1,1,50,14,10.91,2022-05-11,72,40,4,3,11,20230602,1,4
2023,600136,800136,1000136,20230,700136,900136,36,63,4,39,94,53,15,2,1,6,4,20220807,20220814,2,75,3,24,1,N,0,3,2,131,59,7.24,2022-10-30,103,50,5,48,1,20220604,0,1
2012,600137,800137,1000137,20120,700137,900137,34,28,1,92,11,901,18,5,10,6,3,20220530,20230918,1,63,4,24,5,S,15,3,3,97,32,7.53,2022-07-02,281,70,7,4,3,20230405,1,5
2024,600138,800138,1000138,20240,700138,900138,49,38,1,58,80,481,17,2,1,1,7,20210309,20220116,1,80,3,28,4,N,10,3,4,79,22,7.16,2023-07-20,68,20,2,4,4,20230517,0,10
2011,600139,800139,1000139,20110,700139,900139,36,7,2,48,69,923,5,2,2,7,7,20221212,20220121,2,67,3,26,2,S,-10,4,4,102,55,6.96,2022-03-31,379,30,3,47,1,20230726,1,3
2011,600140,800140,1000140,20110,700140,900140,31,47,8,100,44,240,7,1,14,7,5,20220425,20230527,1,77,5,24,2,S,13,3,2,166,54,9.13,2023-06-25,48,80,8,46,11,20230124,1,6
2015,600141,800141,1000141,20150,700141,900141,35,29,1,73,21,824,6,7,2,6,2,20210604,20220914,1,25,2,27,3,N,15,4,3,48,34,5.36,2023-10-31,373,50,5,6,15,20220827,0,1
2012,600142,800142,1000142,20120,700142,900142,26,12,3,13,24,116,16,7,7,4,4,20210514,20231211,2,25,2,21,1,N,31,3,2,49,56,9.81,2022-08-11,296,10,1,19,11,20230628,0,5
2020,600143,800143,1000143,20200,700143,900143,23,44,7,88,4,521,19,7,12,3,4,20220424,20220628,2,78,3,30,1,S,2,2,2,157,11,13.69,2023-04-12,199,30,3,31,4,20221111,1,2
2014,600144,800144,1000144,20140,700144,900144,28,54,3,49,93,675,19,6,2,6,7,20210803,20220921,2,86,3,22,5,N,13,4,2,171,52,13.51,2023-02-11,188,90,9,6,4,20220616,0,8
2022,600145,800145,1000145,20220,700145,900145,8,48,1,87,90,447,11,8,4,2,5,20220411,20230514,1,15,4,26,3,N,13,2,1,125,47,10.1,2023-10-16,190,60,6,36,13,20230728,0,4
2019,600146,800146,1000146,20190,700146,900146,48,44,8,35,93,421,17,1,14,7,6,20211205,20220127,1,25,1,30,4,S,1,3,2,119,58,9.21,2023-02-26,214,30,3,7,1,20231025,1,4
2014,600147,800147,1000147,20140,700147,900147,37,26,2,13,7,592,9,3,12,1,3,20220918,20220803,2,80,4,29,5,N,-1,1,2,140,60,9.18,2023-07-09,93,90,9,20,12,20230614,0,5
2011,600148,800148,1000148,20110,700148,900148,25,48,3,40,57,797,7,6,9,2,6,20220502,20220427,1,60,2,18,2,S,0,1,2,106,21,11.1,2022-08-28,362,50,5,20,9,20220722,1,8
2021,600149,800149,1000149,20210,700149,900149,46,88,4,63,41,102,4,8,11,5,6,20220621,20220315,1,29,2,29,1,N,-3,1,3,71,28,13.46,2023-09-28,8,80,8,9,1,20230418,0,3
2024,600150,800150,1000150,20240,700150,900150,13,12,9,99,20,733,4,3,2,7,3,20221030,20230327,1,66,4,21,3,N,4,1,1,128,52,12.97,2023-01-30,286,20,2,31,4,20231106,0,3
2017,600151,800151,1000151,20170,700151,900151,39,79,9,3,99,420,6,5,4,6,2,20210826,20230110,1,92,5,29,1,S,16,4,3,116,38,13.58,2022-10-23,378,60,6,50,15,20230724,1,1
2024,600152,800152,1000152,20240,700152,900152,34,25,3,47,6,307,11,3,11,1,5,20221204,20221031,1,48,5,27,1,S,-1,3,1,137,26,12.35,2022-07-01,83,60,6,24,6,20220910,1,4
2019,600153,800153,1000153,20190,700153,900153,9,91,8,57,69,154,7,3,11,1,2,20210719,20231111,2,57,2,18,1,N,28,4,1,31,58,11.62,2023-01-28,48,60,6,28,9,20221205,0,6
2011,600154,800154,1000154,20110,700154,900154,28,69,3,48,56,168,8,2,5,3,6,20221227,20230426,2,36,2,26,4,S,4,4,2,61,50,5.25,2023-12-17,38,70,7,5,4,20230629,1,9
2020,600155,800155,1000155,20200,700155,900155,15,76,7,65,17,676,18,7,10,7,5,20220510,20220105,2,84,4,27,4,N,-4,3,2,56,53,5.32,2022-01-17,313,30,3,48,1,20230812,0,7
2016,600156,800156,1000156,20160,700156,900156,30,21,10,92,13,538,9,3,9,4,7,20220417,20220308,1,99,4,25,4,N,-1,4,2,117,12,12.2,2022-06-30,152,30,3,42,13,20220705,0,4
2017,600157,800157,1000157,20170,700157,900157,9,27,1,68,100,744,9,1,6,1,1,20220915,20220801,1,91,5,29,3,N,-1,3,3,95,52,8.47,2023-02-13,243,30,3,12,11,20230206,0,6
2024,600158,800158,1000158,20240,700158,900158,43,35,6,63,7,308,1,1,6,7,6,20220428,20231207,1,47,1,25,4,S,19,4,4,173,20,9.84,2023-08-04,418,80,8,31,3,20231215,1,9
2014,600159,800159,1000159,20140,700159,900159,3,53,1,40,16,65,11,5,10,1,1,20211220,20230102,1,95,3,18,2,N,12,2,3,54,43,11.6,2022-08-04,422,100,10,28,14,20230820,0,3
2014,600160,800160,1000160,20140,700160,900160,17,21,8,6,67,890,1,3,2,3,4,20211204,20220825,1,42,5,26,3,S,8,4,4,54,34,13.09,2022-05-05,365,100,10,39,1,20220105,1,10
2018,600161,800161,1000161,20180,700161,900161,1,29,7,82,67,736,6,2,6,7,3,20220817,20230609,1,60,2,27,1,N,9,3,1,32,10,7.21,2023-08-30,198,80,8,48,3,20231130,0,8
2013,600162,800162,1000162,20130,700162,900162,4,85,4,20,31,658,5,5,4,3,5,20211101,20220222,2,75,2,23,4,N,3,4,4,92,23,7.06,2023-03-14,181,80,8,12,3,20221010,0,10
2018,600163,800163,1000163,20180,700163,900163,22,68,1,97,26,710,17,5,1,7,5,20210613,20221211,2,30,5,29,4,S,18,1,3,112,45,9.26,2022-09-16,8,100,10,10,7,20230912,1,5
2024,600164,800164,1000164,20240,700164,900164,23,15,5,57,51,788,3,1,15,3,1,20221221,20220626,2,38,5,28,2,N,-5,1,3,60,12,7.29,2022-01-06,354,10,1,42,10,20231130,0,1
2014,600165,800165,1000165,20140,700165,900165,34,49,3,4,19,508,4,1,7,2,4,20221218,20220702,1,52,4,19,2,N,-5,2,4,65,35,10.14,2023-09-28,317,30,3,45,12,20220323,0,7
2020,600166,800166,1000166,20200,700166,900166,45,73,6,62,68,513,1,2,9,2,3,20210315,20220404,2,51,4,19,1,N,12,2,4,78,20,11.54,2022-07-07,226,50,5,4,8,20221221,0,8
2014,600167,800167,1000167,20140,700167,900167,39,35,6,6,26,34,12,3,10,2,7,20220706,20230916,1,66,3,18,2,N,14,3,1,131,44,8.02,2022-08-13,255,40,4,22,15,20220208,0,3
2018,600168,800168,1000168,20180,700168,900168,47,46,8,50,50,203,9,4,10,6,1,20220412,20221024,2,21,5,23,2,N,6,2,2,150,50,12.53,2023-08-16,316,80,8,41,14,20230131,0,7
2017,600169,800169,1000169,20170,700169,900169,9,55,3,79,64,300,15,8,6,7,1,20211209,20220306,2,56,4,30,4,N,2,3,1,86,51,12.7,2023-02-04,221,100,10,38,10,20220227,0,10
2023,600170,800170,1000170,20230,700170,900170,2,25,4,8,66,743,20,8,3,7,5,20220225,20221119,1,26,5,30,1,S,8,2,1,122,31,12.48,2023-11-11,253,30,3,47,9,20231215,1,8
2013,600171,800171,1000171,20130,700171,900171,11,70,4,68,82,405,9,4,11,7,3,20220521,20220530,1,34,3,19,4,N,0,4,2,118,17,12.72,2022-10-21,11,50,5,2,3,20220408,0,4
2012,600172,800172,1000172,20120,700172,900172,45,42,1,45,39,295,7,6,7,7,7,20221028,20230407,2,83,4,20,2,N,5,2,1,76,51,12.04,2022-04-28,81,100,10,38,9,20221024,0,6
2010,600173,800173,1000173,20100,700173,900173,45,31,3,7,75,501,11,8,7,6,4,20210312,20220309,1,77,1,28,2,N,12,3,1,123,30,8.54,2022-05-29,11,70,7,40,15,20230708,0,7
2014,600174,800174,1000174,20140,700174,900174,6,91,7,57,22,610,3,8,7,2,4,20211110,20230429,2,82,4,23,2,S,17,2,1,34,11,13.87,2022-05-03,400,90,9,12,12,20230611,1,2
2011,600175,800175,1000175,20110,700175,900175,7,76,7,61,68,878,5,8,3,2,7,20221011,20230220,1,100,5,27,2,N,4,1,4,164,33,6.51,2022-01-15,347,20,2,8,4,20221121,0,5
2016,600176,800176,1000176,20160,700176,900176,50,37,6,29,49,484,6,2,3,6,2,20210819,20220228,2,10,2,21,5,N,6,3,2,175,36,7.4,2023-11-22,56,60,6,17,11,20230420,0,10
2011,600177,800177,1000177,20110,700177,900177,14,40,2,64,52,181,2,4,15,2,7,20210831,20221011,2,11,2,21,1,N,13,2,1,89,49,7.73,2022-02-03,498,40,4,15,9,20230709,0,2
2019,600178,800178,1000178,20190,700178,900178,8,88,3,86,83,95,13,3,6,1,6,20220504,20220323,2,28,1,26,2,N,-1,1,2,54,18,7.98,2022-09-26,119,10,1,8,2,20220225,0,10
2010,600179,800179,1000179,20100,700179,900179,45,10,1,76,22,473,11,4,10,5,3,20220604,20231027,1,8,3,28,4,N,17,2,4,43,41,9.38,2023-01-10,16,40,4,36,14,20221029,0,3
2018,600180,800180,1000180,20180,700180,900180,17,70,8,20,66,526,3,5,15,6,3,20210614,20220501,1,42,5,26,5,N,10,2,2,171,39,7.13,2023-09-20,284,40,4,4,10,20220618,0,2
2011,600181,800181,1000181,20110,700181,900181,9,24,10,22,96,252,18,3,12,6,3,20220827,20220705,1,9,4,27,5,N,-1,3,2,87,21,5.02,2022-06-13,8,20,2,25,14,20221016,0,7
2019,600182,800182,1000182,20190,700182,900182,33,20,7,85,25,158,17,6,6,6,2,20220103,20221103,1,11,5,24,4,N,10,3,4,101,21,8.12,2023-06-25,34,80,8,27,8,20230126,0,6
2014,600183,800183,1000183,20140,700183,900183,48,60,8,47,78,482,11,2,1,2,6,20220827,20220209,2,52,4,25,1,S,-6,1,2,52,30,13.13,2023-09-05,308,100,10,10,9,20220801,1,1
2010,600184,800184,1000184,20100,700184,900184,19,70,1,2,9,445,6,7,7,6,4,20210203,20230530,1,74,4,19,4,S,28,2,1,59,28,10.21,2023-04-29,353,30,3,32,10,20231111,1,8
2021,600185,800185,1000185,20210,700185,900185,26,56,5,69,60,53,17,7,5,4,5,20210627,20220531,2,23,2,27,2,N,11,4,2,77,60,12.25,2023-02-25,434,70,7,7,9,20220416,0,2
2015,600186,800186,1000186,20150,700186,900186,42,52,9,29,70,446,3,1,12,6,4,20210328,20231225,2,71,4,23,3,N,33,1,3,169,28,9.62,2023-08-03,164,50,5,46,11,20220714,0,7
2022,600187,800187,1000187,20220,700187,900187,14,36,10,73,58,813,13,5,10,1,3,20210614,20230602,2,49,3,23,3,S,23,1,2,155,60,5.04,2023-07-26,145,60,6,26,4,20231129,1,10
2017,600188,800188,1000188,20170,700188,900188,35,65,7,86,99,663,19,5,15,6,4,20220925,20230923,2,56,5,18,5,N,12,3,4,150,29,8.62,2023-08-25,78,30,3,19,2,20231216,0,9
2011,600189,800189,1000189,20110,700189,900189,48,46,10,78,6,508,4,7,7,6,3,20221013,20231113,1,33,2,30,5,N,13,2,3,164,42,11.52,2022-04-04,103,30,3,1,10,20231122,0,7
2011,600190,800190,1000190,20110,700190,900190,18,72,1,32,8,97,4,7,5,3,3,20221013,20231207,1,98,4,22,2,N,14,1,4,45,13,11.21,2022-09-02,247,40,4,6,11,20230525,0,7
2013,600191,800191,1000191,20130,700191,900191,12,33,3,28,31,827,18,1,6,3,4,20220121,20221226,1,57,4,18,5,N,11,2,3,110,43,13.69,2023-02-08,391,50,5,41,9,20221019,0,5
2024,600192,800192,1000192,20240,700192,900192,13,66,3,55,39,123,10,8,12,4,4,20221231,20230220,2,7,4,24,3,N,1,1,2,137,55,7.21,2023-02-21,107,60,6,27,15,20220204,0,5
2014,600193,800193,1000193,20140,700193,900193,22,72,6,75,59,434,14,1,8,2,6,20220103,20231128,2,93,2,18,2,N,23,4,4,90,26,13.05,2023-07-31,477,90,9,48,10,20230809,0,6
2013,600194,800194,1000194,20130,700194,900194,32,57,10,61,88,852,7,3,14,1,5,20221016,20221017,1,58,2,23,1,N,0,4,1,136,18,10.92,2023-07-14,244,50,5,25,9,20230904,0,10
2017,600195,800195,1000195,20170,700195,900195,11,65,2,97,80,694,14,3,10,3,1,20210412,20230624,1,9,4,27,3,N,26,1,2,31,27,6.39,2022-10-11,304,60,6,26,2,20220811,0,5
2013,600196,800196,1000196,20130,700196,900196,36,69,2,44,4,321,18,3,15,2,4,20210216,20220324,2,96,5,28,1,S,13,3,1,125,24,6.7,2023-06-23,349,80,8,11,15,20230827,1,1
2024,600197,800197,1000197,20240,700197,900197,5,89,6,1,97,18,15,5,5,2,1,20221226,20220911,1,68,4,28,5,N,-3,4,3,71,12,6.56,2022-10-25,465,90,9,12,15,20230524,0,8
2010,600198,800198,1000198,20100,700198,900198,32,85,7,77,98,176,15,2,2,3,5,20210305,20230606,1,6,2,26,5,S,27,2,4,175,23,6.61,2023-11-24,112,60,6,24,15,20230411,1,4
2012,600199,800199,1000199,20120,700199,900199,25,69,8,3,5,766,4,6,12,6,5,20220618,20220101,1,24,4,24,2,S,-5,2,4,122,15,13.52,2022-01-08,325,10,1,17,7,20221214,1,4
2014,600200,800200,1000200,20140,700200,900200,38,58,4,36,14,999,14,6,7,4,1,20210124,20220714,1,69,2,28,4,N,17,2,2,78,60,11.17,2022-08-05,491,90,9,38,4,20220508,0,7
2018,600201,800201,1000201,20180,700201,900201,20,81,4,41,100,547,6,8,7,6,6,20210604,20230205,1,63,1,21,5,N,20,3,3,70,17,10.58,2023-04-14,203,30,3,13,5,20220531,0,1
2022,600202,800202,1000202,20220,700202,900202,7,34,4,43,58,909,6,5,4,6,2,20220105,20220726,2,14,5,28,1,S,6,4,2,89,29,6.61,2022-08-13,58,10,1,4,5,20221106,1,6
2018,600203,800203,1000203,20180,700203,900203,8,4,8,61,17,29,11,7,6,7,7,20220117,20220307,1,79,2,27,3,S,1,1,1,74,30,7.1,2023-03-12,67,50,5,17,13,20221202,1,6
2017,600204,800204,1000204,20170,700204,900204,19,37,10,95,31,712,6,6,6,3,3,20210915,20230302,2,61,5,26,1,S,17,2,3,92,38,5.55,2023-09-21,385,100,10,10,14,20220819,1,5
2015,600205,800205,1000205,20150,700205,900205,31,1,3,80,6,744,7,7,10,3,2,20210627,20230412,1,46,1,30,3,S,21,1,4,118,40,10.26,2022-04-16,347,80,8,26,8,20230819,1,4
2011,600206,800206,1000206,20110,700206,900206,44,70,3,10,28,733,9,1,2,6,2,20220731,20230718,1,63,4,25,2,N,11,2,4,166,58,11.15,2022-06-25,359,70,7,34,4,20230112,0,5
2019,600207,800207,1000207,20190,700207,900207,27,28,6,67,59,142,7,1,2,7,7,20210205,20221201,1,1,4,25,2,N,22,2,1,82,19,12.39,2022-05-18,354,70,7,39,13,20220811,0,3
2024,600208,800208,1000208,20240,700208,900208,6,93,2,15,60,265,11,6,4,2,6,20210924,20230611,1,15,2,30,1,N,20,2,1,36,38,10.66,2022-11-29,248,30,3,23,6,20220622,0,7
2017,600209,800209,1000209,20170,700209,900209,6,16,6,79,25,107,18,8,6,4,5,20210107,20220623,1,64,1,19,2,N,17,1,4,101,46,6.63,2022-08-13,54,30,3,23,15,20230111,0,10
2011,600210,800210,1000210,20110,700210,900210,24,97,8,39,65,881,11,7,4,4,4,20210613,20220430,2,71,5,30,4,N,10,4,4,58,31,13.79,2022-01-26,216,20,2,40,1,20230906,0,6
2013,600211,800211,1000211,20130,700211,900211,10,96,2,62,9,985,6,3,7,7,3,20220806,20220412,2,76,2,25,4,N,-3,2,1,117,57,7.53,2022-01-11,98,60,6,2,15,20221026,0,3
2021,600212,800212,1000212,20210,700212,900212,1,51,8,45,16,131,11,2,6,1,7,20210323,20231015,1,45,5,18,5,N,31,4,1,72,42,12.0,2022-07-03,394,80,8,27,3,20221228,0,4
2016,600213,800213,1000213,20160,700213,900213,30,25,1,94,67,412,10,1,13,5,4,20220930,20230407,2,9,2,18,5,S,6,1,1,78,56,7.55,2023-05-09,396,90,9,5,11,20220913,1,1
2024,600214,800214,1000214,20240,700214,900214,23,24,10,4,16,864,12,7,12,2,5,20220112,20220409,1,2,5,25,5,S,2,2,2,36,12,7.06,2023-01-01,6,100,10,5,6,20230216,1,1
2021,600215,800215,1000215,20210,700215,900215,2,70,5,65,35,476,9,4,1,5,4,20210910,20230107,2,2,3,21,1,S,16,3,3,65,37,13.43,2022-12-11,222,30,3,1,11,20220901,1,7
2011,600216,800216,1000216,20110,700216,900216,16,8,4,6,74,918,17,5,8,4,6,20221203,20230619,1,97,5,22,5,S,6,1,4,157,13,13.03,2022-05-11,384,10,1,8,9,20221130,1,9
2023,600217,800217,1000217,20230,700217,900217,27,70,4,88,59,864,9,5,15,5,2,20210630,20221213,2,41,3,26,5,S,17,1,2,68,15,9.99,2023-09-24,108,50,5,9,8,20220304,1,3
2015,600218,800218,1000218,20150,700218,900218,31,96,7,70,92,262,4,7,2,6,6,20220812,20230530,1,89,1,28,3,S,9,1,4,171,14,10.7,2023-01-01,234,40,4,30,9,20220331,1,10
2017,600219,800219,1000219,20170,700219,900219,37,38,3,87,22,998,2,6,14,7,4,20221214,20220820,2,37,1,27,2,S,-3,2,1,81,11,13.88,2023-07-19,94,80,8,26,9,20220228,1,9
2010,600220,800220,1000220,20100,700220,900220,17,36,3,17,78,988,7,3,9,7,5,20220909,20231021,2,35,2,26,2,N,13,2,3,54,31,8.97,2022-02-07,396,20,2,45,2,20231226,0,9
2020,600221,800221,1000221,20200,700221,900221,1,51,2,76,3,949,17,6,9,1,2,20220505,20220112,2,30,1,23,2,S,-3,3,4,136,47,9.9,2022-09-01,91,50,5,45,15,20220617,1,5
2024,600222,800222,1000222,20240,700222,900222,33,96,3,14,12,868,16,6,8,3,7,20210807,20220605,1,55,2,22,1,S,10,4,4,108,47,8.96,2023-09-14,27,50,5,45,3,20230125,1,7
2021,600223,800223,1000223,20210,700223,900223,29,72,2,9,45,616,20,2,10,6,1,20211002,20221115,1,44,3,22,3,N,13,4,2,167,11,7.44,2022-03-28,476,40,4,22,4,20230511,0,4
2010,600224,800224,1000224,20100,700224,900224,16,37,4,77,7,787,8,8,12,5,3,20210621,20220513,1,23,5,28,5,S,10,1,2,113,49,7.71,2023-04-30,294,80,8,48,11,20231207,1,9
2014,600225,800225,1000225,20140,700225,900225,26,37,4,53,88,477,9,1,14,3,4,20210408,20231031,1,75,3,21,5,S,31,4,3,169,26,12.33,2022-06-19,297,10,1,24,2,20221107,1,2
2018,600226,800226,1000226,20180,700226,900226,15,68,9,55,89,297,12,8,10,3,2,20220401,20231026,1,27,2,30,1,N,19,3,4,68,14,6.8,2023-06-21,333,40,4,31,14,20231002,0,2
2011,600227,800227,1000227,20110,700227,900227,26,88,10,61,34,596,13,2,5,3,5,20210219,20230606,2,56,2,30,5,S,27,1,1,104,41,5.56,2023-10-02,429,80,8,37,3,20220822,1,9
2015,600228,800228,1000228,20150,700228,900228,19,41,5,9,67,464,17,7,14,2,2,20210623,20220309,1,41,5,22,4,N,8,1,4,131,10,12.0,2023-06-29,328,80,8,43,13,20230705,0,5
2011,600229,800229,1000229,20110,700229,900229,47,51,2,97,54,490,17,2,15,3,5,20210827,20220120,1,49,1,30,3,S,4,2,2,89,31,6.38,2022-01-06,348,70,7,19,2,20230407,1,4
2022,600230,800230,1000230,20220,700230,900230,12,50,3,29,35,109,4,2,3,2,5,20210313,20230217,2,75,5,21,5,S,23,3,3,173,30,5.56,2022-05-31,188,40,4,38,3,20220115,1,6
2021,600231,800231,1000231,20210,700231,900231,14,94,3,57,65,281,15,3,14,6,2,20220109,20220308,1,37,5,25,2,S,1,1,1,50,33,8.25,2022-04-23,46,80,8,14,6,20230811,1,5
2024,600232,800232,1000232,20240,700232,900232,19,44,7,62,98,519,17,3,15,6,4,20220805,20231119,2,92,5,21,1,S,15,4,2,169,40,12.34,2022-05-24,413,90,9,26,1,20220604,1,7
2024,600233,800233,1000233,20240,700233,900233,47,31,8,34,95,444,2,3,9,1,3,20220508,20230113,1,20,3,29,2,N,8,4,3,53,31,6.6,2023-11-05,2,10,1,8,12,20220313,0,6
2019,600234,800234,1000234,20190,700234,900234,24,74,6,36,82,485,11,5,8,1,5,20220604,20230620,1,97,4,24,3,N,12,4,4,50,38,6.82,2022-11-15,395,10,1,25,3,20231121,0,9
2013,600235,800235,1000235,20130,700235,900235,5,23,3,7,6,475,16,4,10,2,4,20220708,20221221,1,5,3,25,1,N,5,3,1,74,35,8.34,2022-10-13,386,70,7,32,12,20221019,0,7
2013,600236,800236,1000236,20130,700236,900236,14,6,8,94,21,383,13,7,15,6,2,20210623,20220423,1,84,4,18,2,S,10,4,3,148,49,5.49,2022-02-08,426,100,10,17,7,20231107,1,1
2018,600237,800237,1000237,20180,700237,900237,36,79,9,64,53,611,15,4,13,5,6,20220126,20230309,1,100,4,24,1,N,13,4,1,168,40,8.17,2023-11-19,248,90,9,47,2,20221105,0,5
2019,600238,800238,1000238,20190,700238,900238,19,27,6,86,84,526,7,4,11,6,1,20220512,20221022,1,95,4,28,2,N,5,3,1,123,52,6.22,2023-05-16,210,40,4,33,2,20230206,0,1
2010,600239,800239,1000239,20100,700239,900239,43,1,10,81,24,706,13,4,1,7,1,20210702,20230614,2,36,4,27,1,S,23,3,4,144,36,10.67,2023-05-13,30,30,3,46,4,20230131,1,10
2015,600240,800240,1000240,20150,700240,900240,22,31,9,29,10,890,6,3,14,7,3,20210619,20220712,2,33,5,19,2,N,12,2,1,103,50,11.02,2023-11-12,350,70,7,41,10,20231112,0,6
2011,600241,800241,1000241,20110,700241,900241,23,74,4,9,52,532,7,1,10,5,5,20220315,20220626,1,53,4,23,5,S,3,1,4,118,46,10.92,2022-07-13,37,20,2,21,14,20220811,1,10
2021,600242,800242,1000242,20210,700242,900242,23,3,5,73,10,151,11,5,7,7,6,20211126,20230714,1,13,4,20,3,N,19,2,1,73,45,8.73,2022-07-09,407,90,9,44,10,20231126,0,1
2021,600243,800243,1000243,20210,700243,900243,48,75,8,11,75,648,18,1,9,3,1,20220505,20230301,2,32,2,28,2,N,10,1,4,83,36,13.47,2022-11-19,183,90,9,47,7,20230819,0,6
2010,600244,800244,1000244,20100,700244,900244,39,25,1,91,90,728,1,3,9,1,7,20220705,20231127,1,18,4,21,5,N,17,4,1,152,57,7.48,2022-11-10,98,40,4,34,11,20220101,0,4
2023,600245,800245,1000245,20230,700245,900245,27,48,6,70,26,5,5,5,8,3,6,20220906,20220217,1,59,5,21,4,N,-6,1,1,97,28,6.99,2023-03-18,124,90,9,29,14,20220607,0,3
2020,600246,800246,1000246,20200,700246,900246,15,41,7,35,13,591,9,7,6,2,7,20210327,20220724,2,82,5,26,1,N,16,4,3,91,43,7.43,2023-05-19,350,70,7,35,5,20230601,0,7
2018,600247,800247,1000247,20180,700247,900247,26,89,8,37,100,894,10,7,7,3,2,20220729,20220830,2,5,3,30,3,N,1,4,3,116,22,12.5,2022-04-21,6,100,10,32,11,20230421,0,3
2013,600248,800248,1000248,20130,700248,900248,15,67,3,96,17,59,10,5,5,2,3,20211212,20221003,1,20,3,18,2,S,9,4,4,118,46,5.73,2023-09-09,405,20,2,23,12,20230413,1,9
2022,600249,800249,1000249,20220,700249,900249,41,34,8,37,28,793,9,6,12,2,6,20220710,20230709,1,83,3,23,1,N,12,3,2,157,57,8.56,2023-08-25,274,10,1,35,1,20220123,0,9
