ID_CURSO_ACADEMICO_NK,ESTADO_INSCRIPCION,ID_SOLICITUD_NK,ID_EXPEDIENTE_ACADEMICO_NK,SN_MATRICULADO,FECHA_REFERENCIA,ID_CURSO_ACADEMICO,ID_PLAN_ESTUDIO,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_CENTRO,ID_ALUMNO,SEXO_ALUMNO,ID_PAIS_NACIONALIDAD_ALUMNO,FECHA_CARGA,ID_FECHA_CARGA,ID_PERSONA_NIP_NK,ID_CENTRO_NK,ID_PLAN_ESTUDIO_NK,SN_NUEVO_INGRESO,ID_ESTADO_SOL_DOCTORADO,SN_COMPLEMENTO_FORMACION,FLG_MATRICULADO,FLG_NUEVO_INGRESO,FLG_COMPLEMENTO_FORMACION,FLG_TIEMPO_PARCIAL,ID_DEDICACION_NK,ID_DEDICACION,FLG_EXTRANJERO,ID_PAIS_NACIONALIDAD_ALUMNO_NK,FLG_OTRA_UNIVERSIDAD,ID_UNIVERSIDAD_ORIGEN,FLG_OTRA_UNIVERSIDAD_DENOM,ID_ESTUDIO_NK,ID_UNIVERSIDAD_ORIGEN_NK,ID_SEXO_ALUMNO
2014,CE,10112,20112,S,2024-06-27 13:47:03.559603,20140,4,28,10,25,69,H,21,2025-05-24 13:47:04.285016,20250524,56269520,2500,10004,S,7,N,1,1,0,1,TP,2,1,VNM,0,86,0,2800,860,1
2015,RE,10113,20113,S,2024-08-01 13:47:03.559603,20150,5,11,1,24,47,H,78,2025-05-24 13:47:04.291017,20250524,29888974,2400,10005,N,2,S,1,0,1,0,TC,1,1,GNQ,0,95,0,1100,950,1
2014,DP,10114,20114,S,2025-01-11 13:47:03.559603,20140,68,11,5,11,47,H,72,2025-05-24 13:47:04.297651,20250524,29888974,1100,10068,S,5,S,1,1,1,0,PH,3,1,GNB,0,77,0,1100,770,1
2019,AD,10115,20115,N,2024-10-16 13:47:03.559603,20190,46,45,7,1,64,H,82,2025-05-24 13:47:04.304654,20250524,25297417,100,10046,S,3,S,0,1,1,1,TP,2,1,PAN,0,10,0,4500,100,1
2022,AD,10116,20116,N,2025-04-18 13:47:03.559603,20220,64,41,7,26,3,H,46,2025-05-24 13:47:04.310744,20250524,2921981,2600,10064,N,3,S,0,0,1,0,CR,4,1,MDV,0,91,0,4100,910,1
2014,AD,10117,20117,N,2024-12-01 13:47:03.559603,20140,59,34,2,14,78,H,89,2025-05-24 13:47:04.318641,20250524,59920305,1400,10059,N,3,N,0,0,0,1,TP,2,1,KEN,0,32,0,3400,320,1
2017,CE,10118,20118,S,2025-01-09 13:47:03.559603,20170,14,28,4,47,41,M,64,2025-05-24 13:47:04.324641,20250524,23954324,4700,10014,S,7,S,1,1,1,0,SD,5,1,FSM,0,56,0,2800,560,2
2010,AD,10119,20119,N,2024-11-20 13:47:03.559603,20100,44,9,4,39,30,H,61,2025-05-24 13:47:04.331642,20250524,60201634,3900,10044,S,3,S,0,1,1,1,CR,4,1,CHN,1,42,1,900,420,1
2020,RE,10120,20120,S,2025-01-19 13:47:03.559603,20200,42,28,4,18,93,M,88,2025-05-24 13:47:04.338641,20250524,67631755,1800,10042,S,2,N,1,1,0,0,CR,4,1,ESP,0,89,0,2800,890,2
2011,P1,10121,20121,N,2024-06-19 13:47:03.559603,20110,18,35,1,48,2,M,53,2025-05-24 13:47:04.345645,20250524,97077009,4800,10018,N,1,N,0,0,0,1,SD,5,1,KGZ,0,45,0,3500,450,2
2017,CA,10122,20122,S,2025-02-27 13:47:03.559603,20170,85,49,8,25,22,H,78,2025-05-24 13:47:04.351671,20250524,24156684,2500,10085,S,10,N,1,1,0,1,TC,1,1,GNQ,1,57,1,4900,570,1
2014,AD,10123,20123,S,2025-05-08 13:47:03.559603,20140,20,19,9,11,86,H,48,2025-05-24 13:47:04.358670,20250524,53991141,1100,10020,S,3,S,1,1,1,1,TC,1,1,ATG,0,12,0,1900,120,1
2020,DC,10124,20124,N,2024-12-17 13:47:03.559603,20200,84,33,5,28,24,H,5,2025-05-24 13:47:04.365002,20250524,86104027,2800,10084,N,6,N,0,0,0,1,SD,5,1,SWZ,0,30,0,3300,300,1
2021,RZ,10125,20125,N,2024-09-21 13:47:03.559603,20210,100,10,4,41,37,M,34,2025-05-24 13:47:04.372752,20250524,17849589,4100,10100,S,4,N,0,1,0,0,TC,1,1,AUS,1,92,1,1000,920,2
2022,CE,10126,20126,N,2025-01-19 13:47:03.559603,20220,31,26,8,44,62,M,13,2025-05-24 13:47:04.378276,20250524,20820038,4400,10031,N,7,S,0,0,1,0,TP,2,1,MCO,0,43,0,2600,430,2
2023,DP,10127,20127,N,2024-08-03 13:47:03.559603,20230,98,49,8,33,57,M,25,2025-05-24 13:47:04.384275,20250524,50905625,3300,10098,S,5,N,0,1,0,1,TP,2,1,PHL,1,40,1,4900,400,2
2023,RZ,10128,20128,N,2024-06-12 13:47:03.559603,20230,88,20,1,26,95,M,19,2025-05-24 13:47:04.390275,20250524,31428626,2600,10088,S,4,N,0,1,0,1,SD,5,1,CMR,1,91,1,2000,910,2
2011,PA,10129,20129,S,2025-04-02 13:47:03.559603,20110,80,43,6,35,37,M,38,2025-05-24 13:47:04.396276,20250524,17849589,3500,10080,S,8,S,1,1,1,1,CR,4,1,PAK,1,53,1,4300,530,2
2020,CE,10130,20130,S,2025-01-28 13:47:03.559603,20200,31,3,1,35,43,M,61,2025-05-24 13:47:04.402275,20250524,52755436,3500,10031,S,7,S,1,1,1,1,TC,1,1,CHN,0,39,0,300,390,2
2017,RZ,10131,20131,S,2024-09-24 13:47:03.559603,20170,98,46,5,6,10,H,99,2025-05-24 13:47:04.409283,20250524,6078694,600,10098,S,4,N,1,1,0,1,PH,3,1,KWT,0,63,0,4600,630,1
2013,DC,10132,20132,S,2025-03-19 13:47:03.559603,20130,77,40,10,45,29,H,7,2025-05-24 13:47:04.415291,20250524,51335545,4500,10077,S,6,S,1,1,1,1,PH,3,1,AUT,0,88,0,4000,880,1
2010,RZ,10133,20133,S,2025-05-16 13:47:03.559603,20100,40,20,4,4,37,M,24,2025-05-24 13:47:04.421282,20250524,17849589,400,10040,N,4,S,1,0,1,0,TP,2,1,BLZ,0,8,0,2000,80,2
2023,RE,10134,20134,S,2024-11-16 13:47:03.559603,20230,24,22,9,10,21,H,67,2025-05-24 13:47:04.428278,20250524,54877191,1000,10024,N,2,N,1,0,0,0,PH,3,1,SVN,0,22,0,2200,220,1
2022,DP,10135,20135,N,2025-03-02 13:47:03.559603,20220,47,36,7,27,10,H,6,2025-05-24 13:47:04.435271,20250524,6078694,2700,10047,S,5,S,0,1,1,1,TC,1,1,UKR,1,98,1,3600,980,1
2021,RE,10136,20136,S,2024-08-21 13:47:03.559603,20210,54,8,1,14,35,M,1,2025-05-24 13:47:04.441271,20250524,88824290,1400,10054,N,2,S,1,0,1,0,SD,5,0,ESP,0,21,0,800,210,2
2011,MC,10137,20137,N,2024-06-13 13:47:03.559603,20110,29,44,4,25,94,M,75,2025-05-24 13:47:04.446271,20250524,38824283,2500,10029,N,9,S,0,0,1,0,PH,3,1,PRY,1,14,1,4400,140,2
2016,RE,10138,20138,S,2024-11-27 13:47:03.559603,20160,87,11,9,40,75,H,56,2025-05-24 13:47:04.452290,20250524,13542127,4000,10087,N,2,S,1,0,1,0,TC,1,1,LIE,0,55,0,1100,550,1
2011,CA,10139,20139,S,2025-05-05 13:47:03.559603,20110,63,42,8,27,79,H,73,2025-05-24 13:47:04.458320,20250524,80233330,2700,10063,N,10,N,1,0,0,1,SD,5,1,GHA,1,76,1,4200,760,1
2014,P1,10140,20140,S,2024-09-20 13:47:03.559603,20140,21,27,5,17,52,M,24,2025-05-24 13:47:04.464322,20250524,90395620,1700,10021,S,1,S,1,1,1,1,SD,5,1,BLZ,1,82,1,2700,820,2
2014,P1,10141,20141,N,2025-03-11 13:47:03.559603,20140,100,50,3,23,37,M,94,2025-05-24 13:47:04.470322,20250524,17849589,2300,10100,S,1,N,0,1,0,0,CR,4,1,UGA,0,11,0,5000,110,2
2023,PA,10142,20142,N,2025-02-19 13:47:03.559603,20230,62,16,2,8,89,H,52,2025-05-24 13:47:04.476303,20250524,72445335,800,10062,N,8,N,0,0,0,0,SD,5,1,EST,0,57,0,1600,570,1
2018,P1,10143,20143,S,2024-06-04 13:47:03.559603,20180,24,22,2,49,37,M,66,2025-05-24 13:47:04.482684,20250524,17849589,4900,10024,S,1,N,1,1,0,1,TP,2,1,CAF,1,93,1,2200,930,2
2024,PA,10144,20144,N,2025-05-17 13:47:03.559603,20240,46,40,6,15,57,M,12,2025-05-24 13:47:04.490288,20250524,50905625,1500,10046,N,8,S,0,0,1,0,TC,1,1,ITA,0,39,0,4000,390,2
2011,RE,10145,20145,S,2025-02-04 13:47:03.559603,20110,24,38,1,32,76,M,63,2025-05-24 13:47:04.496269,20250524,79717834,3200,10024,S,2,N,1,1,0,0,TP,2,1,UZB,1,73,1,3800,730,2
2011,MC,10146,20146,S,2024-05-31 13:47:03.559603,20110,97,49,9,36,20,M,35,2025-05-24 13:47:04.502279,20250524,38532662,3600,10097,N,9,S,1,0,1,0,TP,2,1,IRQ,0,38,0,4900,380,2
2019,DP,10147,20147,N,2024-07-28 13:47:03.559603,20190,34,42,1,38,44,M,98,2025-05-24 13:47:04.508288,20250524,70980044,3800,10034,N,5,S,0,0,1,0,TC,1,1,COL,1,58,1,4200,580,2
2012,DP,10148,20148,N,2025-04-21 13:47:03.559603,20120,94,25,8,43,98,M,17,2025-05-24 13:47:04.514927,20250524,42802529,4300,10094,S,5,N,0,1,0,0,SD,5,1,URY,0,77,0,2500,770,2
2018,RZ,10149,20149,N,2025-02-04 13:47:03.559603,20180,41,50,1,48,92,M,68,2025-05-24 13:47:04.521965,20250524,18808678,4800,10041,S,4,S,0,1,1,0,PH,3,1,GRC,1,81,1,5000,810,2
2015,PA,10150,20150,S,2025-05-16 13:47:03.559603,20150,71,10,1,39,90,M,20,2025-05-24 13:47:04.527974,20250524,29161379,3900,10071,S,8,N,1,1,0,0,PH,3,1,TGO,0,9,0,1000,90,2
2013,CE,10151,20151,N,2024-12-28 13:47:03.559603,20130,97,11,6,45,30,H,12,2025-05-24 13:47:04.534999,20250524,60201634,4500,10097,S,7,N,0,1,0,0,PH,3,1,ITA,0,50,0,1100,500,1
2017,PA,10152,20152,S,2024-10-03 13:47:03.559603,20170,99,34,8,27,45,M,69,2025-05-24 13:47:04.541013,20250524,17092236,2700,10099,N,8,S,1,0,1,0,PH,3,1,TZA,1,11,1,3400,110,2
2015,P1,10153,20153,S,2025-04-15 13:47:03.559603,20150,58,28,7,12,97,M,64,2025-05-24 13:47:04.547554,20250524,77324220,1200,10058,S,1,S,1,1,1,1,SD,5,1,FSM,1,80,1,2800,800,2
2022,PA,10154,20154,N,2025-05-18 13:47:03.559603,20220,87,11,1,36,63,M,28,2025-05-24 13:47:04.554573,20250524,36997080,3600,10087,N,8,N,0,0,0,1,SD,5,1,KAZ,1,95,1,1100,950,2
2017,CE,10155,20155,N,2024-10-12 13:47:03.559603,20170,85,20,4,34,59,H,84,2025-05-24 13:47:04.560573,20250524,33220503,3400,10085,N,7,S,0,0,1,0,SD,5,1,BWA,0,14,0,2000,140,1
2024,CA,10156,20156,N,2024-07-27 13:47:03.559603,20240,40,23,9,6,100,H,4,2025-05-24 13:47:04.567216,20250524,80251151,600,10040,N,10,S,0,0,1,1,TC,1,1,CUB,1,97,1,2300,970,1
2016,AD,10157,20157,N,2024-11-30 13:47:03.559603,20160,59,12,7,9,11,H,84,2025-05-24 13:47:04.597259,20250524,56867700,900,10059,S,3,N,0,1,0,0,SD,5,1,BWA,1,70,1,1200,700,1
2018,AD,10158,20158,N,2024-08-28 13:47:03.559603,20180,80,17,6,25,86,H,83,2025-05-24 13:47:04.604255,20250524,53991141,2500,10080,N,3,N,0,0,0,1,TP,2,1,BEL,1,14,1,1700,140,1
2018,AD,10159,20159,N,2025-01-09 13:47:03.559603,20180,84,26,9,44,40,H,2,2025-05-24 13:47:04.610256,20250524,15922674,4400,10084,N,3,N,0,0,0,0,TP,2,1,COG,1,75,1,2600,750,1
2022,PA,10160,20160,N,2024-12-19 13:47:03.559603,20220,82,6,4,1,53,H,69,2025-05-24 13:47:04.616253,20250524,96515159,100,10082,N,8,N,0,0,0,1,TC,1,1,TZA,0,11,0,600,110,1
2022,RZ,10161,20161,N,2024-06-16 13:47:03.559603,20220,49,14,5,27,99,M,20,2025-05-24 13:47:04.623261,20250524,77507357,2700,10049,N,4,S,0,0,1,0,SD,5,1,TGO,0,31,0,1400,310,2
2016,CE,10162,20162,S,2024-09-01 13:47:03.559603,20160,89,31,2,34,52,M,69,2025-05-24 13:47:04.629261,20250524,90395620,3400,10089,S,7,S,1,1,1,0,TP,2,1,TZA,1,20,1,3100,200,2
2011,AD,10163,20163,S,2024-08-05 13:47:03.559603,20110,92,47,4,42,90,M,48,2025-05-24 13:47:04.636675,20250524,29161379,4200,10092,N,3,N,1,0,0,0,CR,4,1,ATG,0,2,0,4700,20,2
2020,RE,10164,20164,S,2025-04-27 13:47:03.559603,20200,40,39,2,44,44,M,55,2025-05-24 13:47:04.643683,20250524,70980044,4400,10040,N,2,N,1,0,0,0,CR,4,1,SMR,1,66,1,3900,660,2
2014,DC,10165,20165,N,2025-02-20 13:47:03.559603,20140,50,15,8,43,79,H,1,2025-05-24 13:47:04.650676,20250524,80233330,4300,10050,N,6,S,0,0,1,1,TP,2,0,ESP,0,66,0,1500,660,1
2021,AD,10166,20166,N,2024-07-04 13:47:03.559603,20210,14,25,4,49,58,H,99,2025-05-24 13:47:04.656686,20250524,30824989,4900,10014,S,3,N,0,1,0,1,TC,1,1,KWT,0,96,0,2500,960,1
2016,RE,10167,20167,N,2024-07-14 13:47:03.559603,20160,90,30,7,31,8,H,93,2025-05-24 13:47:04.663667,20250524,77619624,3100,10090,N,2,S,0,0,1,0,PH,3,1,CHL,1,59,1,3000,590,1
2013,RZ,10168,20168,N,2025-01-31 13:47:03.559603,20130,3,45,6,7,83,M,79,2025-05-24 13:47:04.669667,20250524,32847661,700,10003,S,4,N,0,1,0,1,PH,3,1,NAM,0,27,0,4500,270,2
2013,RZ,10169,20169,N,2024-09-22 13:47:03.559603,20130,85,14,5,26,26,M,37,2025-05-24 13:47:04.675668,20250524,86688655,2600,10085,N,4,N,0,0,0,0,TC,1,1,SLB,0,52,0,1400,520,2
2010,PA,10170,20170,S,2024-08-19 13:47:03.559603,20100,78,33,1,48,64,H,30,2025-05-24 13:47:04.684667,20250524,25297417,4800,10078,S,8,N,1,1,0,0,PH,3,1,HND,0,68,0,3300,680,1
2011,RZ,10171,20171,S,2024-12-09 13:47:03.559603,20110,65,8,6,7,5,H,1,2025-05-24 13:47:04.691667,20250524,34152669,700,10065,N,4,S,1,0,1,0,SD,5,0,ESP,0,64,0,800,640,1
2024,DP,10172,20172,S,2025-01-11 13:47:03.559603,20240,2,26,4,7,77,M,60,2025-05-24 13:47:04.697315,20250524,4506531,700,10002,S,5,S,1,1,1,1,TP,2,1,RUS,1,93,1,2600,930,2
2022,CA,10173,20173,S,2024-07-10 13:47:03.559603,20220,80,20,6,2,11,H,16,2025-05-24 13:47:04.703872,20250524,56867700,200,10080,N,10,S,1,0,1,1,CR,4,1,BLR,0,73,0,2000,730,1
2020,MC,10174,20174,S,2025-05-18 13:47:03.559603,20200,78,30,5,43,59,H,31,2025-05-24 13:47:04.709482,20250524,33220503,4300,10078,S,9,N,1,1,0,1,SD,5,1,MUS,1,44,1,3000,440,1
2013,DC,10175,20175,N,2024-09-04 13:47:03.559603,20130,79,11,8,25,51,H,35,2025-05-24 13:47:04.715483,20250524,62143331,2500,10079,N,6,S,0,0,1,1,CR,4,1,IRQ,1,33,1,1100,330,1
2015,P1,10176,20176,S,2025-02-26 13:47:03.559603,20150,24,10,5,25,14,H,79,2025-05-24 13:47:04.721482,20250524,8557710,2500,10024,N,1,S,1,0,1,0,CR,4,1,NAM,0,71,0,1000,710,1
2017,PA,10177,20177,S,2024-08-16 13:47:03.559603,20170,60,49,9,30,79,H,98,2025-05-24 13:47:04.727444,20250524,80233330,3000,10060,N,8,S,1,0,1,1,TC,1,1,COL,1,88,1,4900,880,1
2014,AD,10178,20178,N,2025-04-23 13:47:03.559603,20140,26,10,6,13,88,H,67,2025-05-24 13:47:04.733481,20250524,31452485,1300,10026,N,3,N,0,0,0,1,PH,3,1,SVN,1,94,1,1000,940,1
2022,RZ,10179,20179,N,2025-01-25 13:47:03.559603,20220,11,19,10,37,56,H,87,2025-05-24 13:47:04.739459,20250524,71394920,3700,10011,S,4,N,0,1,0,1,CR,4,1,MWI,0,41,0,1900,410,1
2020,DP,10180,20180,N,2024-11-16 13:47:03.559603,20200,50,18,4,6,76,M,63,2025-05-24 13:47:04.746457,20250524,79717834,600,10050,N,5,S,0,0,1,0,TP,2,1,UZB,0,100,0,1800,1000,2
2012,RZ,10181,20181,S,2024-06-24 13:47:03.559603,20120,37,29,10,44,39,M,37,2025-05-24 13:47:04.753505,20250524,46676884,4400,10037,S,4,S,1,1,1,0,CR,4,1,SLB,1,11,1,2900,110,2
2012,P1,10182,20182,S,2024-06-11 13:47:03.559603,20120,94,24,1,40,11,H,11,2025-05-24 13:47:04.760089,20250524,56867700,4000,10094,S,1,S,1,1,1,0,TC,1,1,GIN,0,76,0,2400,760,1
2013,DC,10183,20183,S,2024-10-23 13:47:03.559603,20130,50,49,5,49,77,M,34,2025-05-24 13:47:04.766378,20250524,4506531,4900,10050,N,6,N,1,0,0,0,TP,2,1,AUS,0,51,0,4900,510,2
2022,DP,10184,20184,N,2024-10-25 13:47:03.559603,20220,99,43,9,50,56,H,88,2025-05-24 13:47:04.773355,20250524,71394920,5000,10099,S,5,N,0,1,0,1,PH,3,1,ESP,0,39,0,4300,390,1
2010,RE,10185,20185,N,2024-09-09 13:47:03.559603,20100,80,22,7,29,66,M,69,2025-05-24 13:47:04.779368,20250524,15145751,2900,10080,N,2,S,0,0,1,1,TP,2,1,TZA,0,56,0,2200,560,2
2010,DP,10186,20186,N,2024-08-04 13:47:03.559603,20100,13,21,6,50,91,H,76,2025-05-24 13:47:04.786387,20250524,7575790,5000,10013,N,5,N,0,0,0,0,PH,3,1,COM,1,18,1,2100,180,1
2011,CA,10187,20187,N,2025-03-15 13:47:03.559603,20110,93,22,4,44,69,H,86,2025-05-24 13:47:04.792837,20250524,56269520,4400,10093,N,10,N,0,0,0,0,SD,5,1,BHR,1,14,1,2200,140,1
2012,RZ,10188,20188,N,2025-02-14 13:47:03.559603,20120,81,40,2,34,80,H,27,2025-05-24 13:47:04.798728,20250524,90197485,3400,10081,N,4,N,0,0,0,0,SD,5,1,SLV,0,100,0,4000,1000,1
2024,RZ,10189,20189,S,2025-03-06 13:47:03.559603,20240,80,35,10,28,41,M,99,2025-05-24 13:47:04.804640,20250524,23954324,2800,10080,S,4,N,1,1,0,0,TP,2,1,KWT,0,93,0,3500,930,2
2014,MC,10190,20190,N,2024-12-30 13:47:03.559603,20140,12,7,5,36,65,H,72,2025-05-24 13:47:04.811050,20250524,97311066,3600,10012,N,9,N,0,0,0,0,SD,5,1,GNB,1,75,1,700,750,1
2013,RZ,10191,20191,S,2025-04-10 13:47:03.559603,20130,34,40,1,34,30,H,13,2025-05-24 13:47:04.818066,20250524,60201634,3400,10034,S,4,S,1,1,1,1,TC,1,1,MCO,1,86,1,4000,860,1
2018,PA,10192,20192,S,2024-11-29 13:47:03.559603,20180,96,43,8,7,29,H,90,2025-05-24 13:47:04.824479,20250524,51335545,700,10096,N,8,N,1,0,0,0,TC,1,1,TTO,1,72,1,4300,720,1
2010,CE,10193,20193,N,2024-10-27 13:47:03.559603,20100,83,21,4,14,92,M,77,2025-05-24 13:47:04.830931,20250524,18808678,1400,10083,N,7,S,0,0,1,0,TC,1,1,NGA,1,57,1,2100,570,2
2024,CA,10194,20194,N,2024-10-15 13:47:03.559603,20240,90,39,10,27,43,M,18,2025-05-24 13:47:04.836446,20250524,52755436,2700,10090,S,10,S,0,1,1,1,SD,5,1,ZAF,1,95,1,3900,950,2
2012,CE,10195,20195,N,2024-07-09 13:47:03.559603,20120,93,46,5,23,83,M,14,2025-05-24 13:47:04.842447,20250524,32847661,2300,10093,N,7,N,0,0,0,0,CR,4,1,DEU,1,65,1,4600,650,2
2022,CA,10196,20196,N,2024-09-29 13:47:03.559603,20220,88,8,7,27,97,M,27,2025-05-24 13:47:04.849446,20250524,77324220,2700,10088,S,10,S,0,1,1,1,PH,3,1,SLV,0,12,0,800,120,2
2013,AD,10197,20197,N,2025-01-10 13:47:03.559603,20130,70,16,3,45,81,M,66,2025-05-24 13:47:04.855447,20250524,94393484,4500,10070,N,3,N,0,0,0,1,TC,1,1,CAF,1,18,1,1600,180,2
2020,DP,10198,20198,N,2025-04-07 13:47:03.559603,20200,89,8,4,35,91,H,34,2025-05-24 13:47:04.861446,20250524,7575790,3500,10089,S,5,N,0,1,0,1,SD,5,1,AUS,1,22,1,800,220,1
2011,PA,10199,20199,S,2024-06-12 13:47:03.559603,20110,38,13,10,34,54,M,70,2025-05-24 13:47:04.867446,20250524,73074216,3400,10038,N,8,S,1,0,1,1,CR,4,1,BRN,1,49,1,1300,490,2
2015,P1,10200,20200,S,2024-09-16 13:47:03.559603,20150,18,9,1,28,19,M,56,2025-05-24 13:47:04.873460,20250524,4259382,2800,10018,S,1,N,1,1,0,1,PH,3,1,LIE,0,94,0,900,940,2
