ID_SOLICITUD_MOVILIDAD_NK,ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_ALUMNO_NIP_NK,ID_CURSO_ACADEMICO,ID_EXPEDIENTE_ACADEMICO,ID_ALUMNO,ID_PAIS_NACIONALIDAD,ID_SEXO,ID_PLAN_ESTUDIO,ID_TIPO_ESTUDIO,ID_CENTRO,ID_TIPO_ACCESO,ID_AREA_ESTUDIOS_MOVILIDAD,ID_NIVEL_ESTUDIOS_MOVILIDAD,ID_IDIOMA_MOVILIDAD,ID_FECHA_SOLICITUD,ID_RANGO_NOTA_ADMISION,ID_RANGO_CRED_SUPERADOS_PREVIO,ORDEN_PREFERENCIA,FLG_ACEPTADA,FLG_RENUNCIA,ACEPTADA,RENUNCIA,EDAD,DURACION_ESTANCIA,ANOS_CURSADOS,CREDITOS_SUPERADOS,NOTA_ADMISION,FECHA_CARGA,ID_POBLACION_FAMILIAR,ID_PROGRAMA_MOVILIDAD,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_FECHA_CARGA,ID_EDAD_EST,ID_UNIVERSIDAD_DESTINO,ID_PAIS_UNIVERSIDAD_DESTINO
1100130,2024,1200130,1400130,20240,1300130,1500130,11,2,70,5,10,11,15,3,13,20220324,1,6,1,N,N,0,0,30,10,3,62,13.65,2022-10-03,238,7,9,8,20220130,5,61,82
1100131,2024,1200131,1400131,20240,1300131,1500131,14,2,66,2,8,8,16,3,3,20211113,2,7,5,S,N,1,0,28,9,3,72,5.3,2022-06-14,261,9,12,10,20230608,2,15,31
1100132,2016,1200132,1400132,20160,1300132,1500132,16,1,99,9,11,4,5,7,2,20211212,1,3,2,N,N,0,0,22,4,4,58,6.84,2022-08-13,133,10,31,4,20220907,1,29,79
1100133,2024,1200133,1400133,20240,1300133,1500133,11,1,44,4,10,3,8,2,4,20220118,3,2,5,S,N,1,0,28,9,2,125,5.6,2023-11-02,47,6,9,2,20220402,4,80,39
1100134,2011,1200134,1400134,20110,1300134,1500134,97,2,73,2,8,13,3,3,8,20220202,1,2,5,S,N,1,0,26,12,2,177,10.18,2022-11-30,50,3,22,9,20230101,5,7,1
1100135,2013,1200135,1400135,20130,1300135,1500135,60,2,93,3,36,7,10,3,15,20200903,1,4,3,N,N,0,0,29,6,3,171,13.43,2022-01-19,249,6,19,9,20220906,5,70,61
1100136,2011,1200136,1400136,20110,1300136,1500136,21,1,74,8,33,4,18,8,7,20221228,5,2,2,N,N,0,0,30,3,4,46,5.13,2022-07-27,48,3,12,10,20230419,3,96,72
1100137,2012,1200137,1400137,20120,1300137,1500137,37,1,77,6,38,1,8,3,4,20211229,2,3,2,S,N,1,0,19,10,4,155,8.19,2023-05-13,294,9,10,7,20231211,4,68,44
1100138,2023,1200138,1400138,20230,1300138,1500138,36,1,92,7,20,9,12,5,7,20201115,3,6,4,N,N,0,0,27,12,2,169,5.22,2022-08-03,237,8,24,10,20221102,6,14,4
1100139,2012,1200139,1400139,20120,1300139,1500139,77,1,41,1,6,9,2,5,1,20220316,1,1,5,N,N,0,0,24,3,1,152,13.24,2022-02-24,92,7,27,7,20220519,2,60,74
1100140,2012,1200140,1400140,20120,1300140,1500140,56,2,85,7,31,9,18,8,15,20221230,4,3,1,S,N,1,0,29,5,2,180,9.9,2023-11-07,197,10,18,4,20221214,3,51,13
1100141,2011,1200141,1400141,20110,1300141,1500141,70,1,83,7,24,1,18,2,12,20210703,4,7,3,N,N,0,0,28,10,1,118,11.74,2023-09-29,215,8,36,6,20220409,5,91,88
1100142,2019,1200142,1400142,20190,1300142,1500142,33,1,58,7,37,5,9,6,7,20210303,3,3,2,N,N,0,0,30,3,4,167,9.5,2023-12-13,482,7,15,10,20230914,3,65,44
1100143,2012,1200143,1400143,20120,1300143,1500143,71,1,37,2,11,13,17,8,12,20220224,3,7,3,S,N,1,0,24,9,3,72,13.94,2023-04-23,389,7,31,5,20220131,7,31,76
1100144,2019,1200144,1400144,20190,1300144,1500144,82,2,49,8,41,5,20,3,9,20200402,5,6,1,N,N,0,0,22,8,3,78,8.52,2023-04-03,306,2,44,2,20230221,5,72,100
1100145,2023,1200145,1400145,20230,1300145,1500145,96,2,35,3,45,15,4,8,1,20200418,1,6,1,N,N,0,0,22,9,2,141,8.95,2023-11-18,55,4,32,4,20230712,3,33,23
1100146,2010,1200146,1400146,20100,1300146,1500146,83,2,42,3,35,5,11,7,15,20210816,2,5,4,S,N,1,0,23,9,3,60,11.41,2023-07-27,434,3,28,5,20230803,5,57,91
1100147,2012,1200147,1400147,20120,1300147,1500147,69,2,91,4,27,6,2,5,15,20210424,5,3,5,N,N,0,0,24,8,1,69,7.98,2023-11-08,297,8,27,1,20231019,8,31,85
1100148,2013,1200148,1400148,20130,1300148,1500148,61,1,57,10,32,10,6,1,9,20210602,1,2,5,N,N,0,0,25,12,1,136,6.24,2022-09-20,232,8,17,7,20230328,9,78,82
1100149,2018,1200149,1400149,20180,1300149,1500149,53,1,97,10,6,2,20,6,13,20200920,1,4,3,N,N,0,0,18,6,1,99,6.39,2023-04-08,34,10,21,7,20220601,2,36,87
1100150,2018,1200150,1400150,20180,1300150,1500150,61,2,21,8,9,6,6,1,1,20200414,1,6,5,S,N,1,0,23,3,4,95,7.45,2022-01-03,330,2,43,2,20230930,5,4,48
1100151,2023,1200151,1400151,20230,1300151,1500151,3,1,23,8,35,7,18,8,14,20200822,3,7,4,N,N,0,0,27,4,1,113,13.38,2022-04-02,425,3,3,3,20220612,2,38,64
1100152,2024,1200152,1400152,20240,1300152,1500152,66,1,22,1,15,10,8,8,4,20200222,2,3,3,S,N,1,0,20,3,3,137,6.97,2022-07-31,381,8,12,7,20220130,9,60,3
1100153,2023,1200153,1400153,20230,1300153,1500153,11,1,64,6,12,5,1,6,10,20210101,4,6,2,S,N,1,0,18,6,4,100,13.01,2022-04-07,496,4,18,2,20220217,7,47,52
1100154,2014,1200154,1400154,20140,1300154,1500154,100,1,32,6,41,12,15,7,11,20220313,1,1,2,N,N,0,0,30,7,3,70,6.11,2023-03-26,426,8,26,3,20220526,4,33,4
1100155,2021,1200155,1400155,20210,1300155,1500155,23,2,43,8,13,5,7,4,10,20201231,1,1,1,N,N,0,0,28,12,2,89,7.72,2023-04-10,11,1,17,6,20220115,6,26,86
1100156,2017,1200156,1400156,20170,1300156,1500156,97,2,43,10,9,15,12,3,3,20220527,5,2,5,S,S,1,1,20,8,2,136,8.83,2023-08-31,390,5,17,6,20230523,1,48,9
1100157,2019,1200157,1400157,20190,1300157,1500157,70,2,31,3,48,6,12,5,7,20200225,5,4,5,S,N,1,0,21,10,1,139,13.97,2022-06-16,385,10,10,5,20220320,5,54,69
1100158,2010,1200158,1400158,20100,1300158,1500158,43,1,56,10,14,6,6,1,11,20220119,4,7,4,N,N,0,0,25,12,1,56,10.23,2022-02-07,208,8,13,3,20230103,8,41,26
1100159,2020,1200159,1400159,20200,1300159,1500159,63,2,5,8,11,12,17,4,5,20221105,5,5,2,N,N,0,0,27,9,2,118,9.65,2022-01-04,473,8,9,6,20220701,4,94,63
1100160,2021,1200160,1400160,20210,1300160,1500160,18,1,77,3,27,3,11,8,14,20200224,4,2,1,S,N,1,0,27,8,2,72,11.09,2022-02-16,413,1,14,3,20220612,9,100,18
1100161,2023,1200161,1400161,20230,1300161,1500161,34,2,84,7,47,13,17,2,15,20200803,4,5,1,N,N,0,0,27,6,4,124,9.2,2022-01-16,80,1,2,8,20220312,2,42,95
1100162,2024,1200162,1400162,20240,1300162,1500162,22,1,14,1,38,10,7,6,1,20210517,4,3,3,N,N,0,0,21,9,4,144,11.53,2023-02-20,296,3,26,4,20221211,6,12,47
1100163,2023,1200163,1400163,20230,1300163,1500163,97,2,21,2,49,14,10,8,7,20200803,1,7,2,S,N,1,0,22,8,2,180,6.72,2022-03-31,169,3,2,10,20220821,4,20,96
1100164,2024,1200164,1400164,20240,1300164,1500164,17,1,98,7,26,15,11,5,1,20200601,3,6,5,S,N,1,0,30,10,4,72,13.69,2022-03-03,1,7,32,6,20221024,2,44,81
1100165,2014,1200165,1400165,20140,1300165,1500165,99,1,64,2,43,3,17,3,6,20220716,4,4,2,S,N,1,0,19,3,4,145,5.54,2022-10-31,99,1,47,9,20220904,5,4,100
1100166,2022,1200166,1400166,20220,1300166,1500166,58,2,93,5,13,3,8,6,10,20200901,1,1,1,S,N,1,0,18,8,1,148,12.52,2022-03-23,346,6,48,7,20220102,3,75,79
1100167,2013,1200167,1400167,20130,1300167,1500167,92,1,46,7,2,9,18,5,5,20210114,3,5,2,S,N,1,0,25,6,3,80,5.1,2022-10-22,427,4,2,9,20231109,8,35,91
1100168,2012,1200168,1400168,20120,1300168,1500168,31,1,13,6,28,15,8,1,14,20220418,2,1,1,S,N,1,0,28,11,3,169,6.89,2022-12-21,293,9,42,5,20230802,8,62,90
1100169,2024,1200169,1400169,20240,1300169,1500169,53,1,17,6,13,10,15,5,14,20210316,5,3,2,S,N,1,0,27,3,1,74,6.35,2022-09-05,465,10,12,8,20220630,6,41,27
1100170,2017,1200170,1400170,20170,1300170,1500170,92,1,49,9,48,11,14,2,11,20220519,5,1,5,N,N,0,0,29,11,2,58,9.47,2022-11-02,460,2,45,8,20230215,4,60,68
1100171,2019,1200171,1400171,20190,1300171,1500171,92,1,18,3,19,12,12,7,8,20220319,1,3,1,S,N,1,0,30,6,1,164,12.19,2022-01-09,94,8,26,9,20230305,9,90,29
1100172,2019,1200172,1400172,20190,1300172,1500172,69,2,79,3,14,13,7,5,2,20210211,1,6,4,S,N,1,0,28,3,4,57,13.69,2022-09-12,286,10,42,9,20220326,3,57,28
1100173,2023,1200173,1400173,20230,1300173,1500173,23,2,1,4,26,1,9,8,6,20220408,2,6,2,S,N,1,0,25,8,4,104,12.15,2022-04-14,324,2,37,5,20220523,8,54,75
1100174,2012,1200174,1400174,20120,1300174,1500174,38,1,28,3,25,8,7,8,5,20211017,5,4,1,S,N,1,0,27,4,3,117,13.35,2022-06-08,121,10,25,8,20221024,9,10,9
1100175,2023,1200175,1400175,20230,1300175,1500175,85,2,40,5,18,3,10,7,14,20201002,5,1,2,N,N,0,0,29,11,3,92,9.87,2023-12-22,139,8,6,8,20221205,1,31,37
1100176,2020,1200176,1400176,20200,1300176,1500176,79,1,16,9,38,10,8,6,5,20220528,2,7,5,S,N,1,0,25,12,2,118,10.22,2022-06-03,243,5,26,5,20220824,4,53,88
1100177,2011,1200177,1400177,20110,1300177,1500177,11,2,26,9,42,14,10,5,14,20220619,2,7,4,N,N,0,0,21,3,2,83,10.85,2023-02-10,441,5,33,4,20231126,9,67,55
1100178,2011,1200178,1400178,20110,1300178,1500178,77,2,41,5,46,4,5,2,9,20210911,5,1,2,N,N,0,0,25,12,2,158,10.23,2022-09-25,205,10,31,5,20220224,7,10,36
1100179,2011,1200179,1400179,20110,1300179,1500179,80,1,64,1,19,6,11,5,5,20211116,1,5,3,N,N,0,0,20,4,3,151,11.04,2023-11-02,272,7,13,4,20231224,4,100,78
1100180,2023,1200180,1400180,20230,1300180,1500180,69,1,1,9,26,13,13,2,7,20210503,5,5,2,N,N,0,0,30,6,1,118,6.16,2022-04-20,42,5,34,4,20220605,2,49,87
1100181,2021,1200181,1400181,20210,1300181,1500181,50,1,58,3,1,15,8,5,2,20201031,1,2,2,N,N,0,0,19,4,4,85,9.77,2022-06-26,107,10,42,5,20230927,10,75,47
1100182,2015,1200182,1400182,20150,1300182,1500182,2,1,78,3,5,14,5,8,9,20200609,4,2,3,N,N,0,0,19,10,2,75,5.38,2022-11-30,428,4,15,9,20220612,5,12,60
1100183,2016,1200183,1400183,20160,1300183,1500183,44,2,74,5,8,15,16,3,15,20210924,4,6,5,S,N,1,0,18,10,2,169,9.27,2022-03-29,171,10,46,9,20220809,7,3,82
1100184,2023,1200184,1400184,20230,1300184,1500184,69,1,8,3,48,5,10,3,3,20220615,1,1,3,S,N,1,0,28,4,3,176,8.09,2023-11-25,59,6,28,8,20230515,6,89,29
1100185,2010,1200185,1400185,20100,1300185,1500185,97,1,9,7,36,13,13,3,9,20200807,4,5,3,S,S,1,1,20,5,1,41,9.3,2022-08-23,268,7,24,6,20220602,7,94,57
1100186,2022,1200186,1400186,20220,1300186,1500186,60,2,63,7,26,9,15,2,5,20210507,3,7,2,S,N,1,0,20,9,4,87,11.57,2023-11-27,20,10,49,3,20230702,7,48,50
1100187,2015,1200187,1400187,20150,1300187,1500187,18,1,15,1,11,14,15,5,8,20221117,5,1,4,N,N,0,0,25,6,1,151,12.01,2022-05-20,389,1,43,9,20230713,9,79,100
1100188,2022,1200188,1400188,20220,1300188,1500188,53,1,54,10,7,6,18,8,10,20221103,3,5,2,N,N,0,0,29,9,2,159,5.87,2022-09-16,413,5,14,6,20231127,4,100,32
1100189,2013,1200189,1400189,20130,1300189,1500189,66,2,80,10,18,6,18,2,11,20211018,2,1,2,S,N,1,0,18,8,4,101,5.52,2022-10-23,251,7,2,1,20220928,10,81,24
1100190,2019,1200190,1400190,20190,1300190,1500190,16,2,98,10,5,14,20,7,14,20220429,4,4,1,S,N,1,0,30,8,3,161,7.31,2023-11-20,323,5,32,7,20230324,6,43,31
1100191,2023,1200191,1400191,20230,1300191,1500191,54,1,10,4,13,5,17,2,14,20220120,1,3,5,S,N,1,0,24,4,1,112,12.65,2023-03-12,296,4,5,7,20220129,4,72,72
1100192,2018,1200192,1400192,20180,1300192,1500192,45,2,52,10,43,12,7,4,13,20220426,3,1,4,S,N,1,0,28,12,1,67,7.9,2022-06-16,395,5,37,2,20221222,6,33,51
1100193,2011,1200193,1400193,20110,1300193,1500193,54,1,22,9,47,2,6,8,10,20221214,5,1,3,N,N,0,0,24,5,3,174,5.38,2023-12-30,282,6,4,5,20220731,3,32,46
1100194,2023,1200194,1400194,20230,1300194,1500194,78,1,75,1,21,15,1,1,3,20221107,5,1,5,S,N,1,0,26,9,4,54,9.32,2023-10-10,423,10,2,7,20220712,3,25,29
1100195,2023,1200195,1400195,20230,1300195,1500195,17,2,70,4,23,15,16,6,12,20201002,2,5,2,N,N,0,0,30,7,1,59,12.41,2023-05-08,236,4,48,9,20230322,8,95,20
1100196,2013,1200196,1400196,20130,1300196,1500196,13,2,55,5,21,3,13,6,14,20200930,3,5,1,N,N,0,0,25,8,2,162,7.43,2023-09-18,325,7,35,5,20231215,7,74,11
1100197,2014,1200197,1400197,20140,1300197,1500197,93,2,95,5,50,4,14,5,6,20210930,3,1,3,N,N,0,0,23,8,2,140,5.97,2022-04-17,6,10,32,3,20221228,9,31,98
1100198,2012,1200198,1400198,20120,1300198,1500198,38,1,73,5,19,6,12,3,3,20200322,1,7,1,N,N,0,0,25,8,1,73,10.42,2023-08-10,454,6,48,9,20220521,1,44,35
1100199,2022,1200199,1400199,20220,1300199,1500199,91,1,81,6,35,11,4,6,9,20220629,1,5,3,S,N,1,0,29,9,1,77,8.16,2022-01-25,32,9,50,9,20231015,9,47,13
1100200,2021,1200200,1400200,20210,1300200,1500200,54,1,67,6,14,13,6,6,9,20211025,4,4,1,N,N,0,0,28,3,2,165,6.3,2022-08-24,212,9,22,9,20220303,7,7,14
1100201,2011,1200201,1400201,20110,1300201,1500201,6,2,95,2,27,13,7,6,3,20211117,2,7,5,S,N,1,0,25,11,4,118,11.16,2023-02-12,447,2,40,8,20230202,7,78,33
1100202,2024,1200202,1400202,20240,1300202,1500202,2,2,59,7,25,3,20,2,4,20211114,5,1,3,N,N,0,0,25,10,4,107,12.56,2022-11-16,446,8,13,8,20220510,7,1,61
1100203,2018,1200203,1400203,20180,1300203,1500203,60,1,1,3,33,7,18,8,13,20201130,5,7,3,S,N,1,0,18,6,1,155,8.83,2022-03-06,237,2,35,4,20220910,10,74,12
1100204,2020,1200204,1400204,20200,1300204,1500204,68,2,70,4,37,13,5,4,5,20220913,2,7,2,N,N,0,0,24,4,3,117,6.71,2022-03-31,276,6,25,3,20221210,10,77,49
1100205,2015,1200205,1400205,20150,1300205,1500205,64,2,59,5,32,5,10,3,11,20200308,3,1,4,S,N,1,0,25,4,1,34,12.35,2023-05-17,206,10,30,2,20220224,8,10,78
1100206,2012,1200206,1400206,20120,1300206,1500206,62,1,73,8,10,10,12,1,7,20220619,2,7,3,S,N,1,0,26,6,3,90,13.67,2022-04-09,469,4,44,9,20220814,10,77,73
1100207,2021,1200207,1400207,20210,1300207,1500207,68,2,3,10,5,13,7,4,3,20211223,5,4,2,N,N,0,0,21,6,1,77,12.41,2023-07-30,459,4,44,1,20230213,7,96,32
1100208,2022,1200208,1400208,20220,1300208,1500208,89,2,96,5,20,2,2,2,13,20200903,4,2,3,S,N,1,0,30,6,3,95,5.72,2023-01-26,233,6,49,10,20231210,8,17,67
1100209,2023,1200209,1400209,20230,1300209,1500209,86,2,53,4,35,5,15,3,1,20220422,2,3,1,S,N,1,0,20,3,2,149,7.56,2023-03-26,116,3,9,3,20230206,6,87,18
1100210,2024,1200210,1400210,20240,1300210,1500210,73,2,3,4,4,13,20,1,5,20201020,3,3,4,N,N,0,0,19,5,3,118,12.27,2022-01-22,363,8,24,6,20230331,8,20,23
1100211,2021,1200211,1400211,20210,1300211,1500211,43,1,89,4,47,6,3,8,2,20210720,4,2,3,N,N,0,0,27,12,3,179,13.19,2022-08-25,198,8,1,9,20230201,4,100,76
1100212,2014,1200212,1400212,20140,1300212,1500212,31,1,8,6,12,4,7,5,6,20200706,4,1,5,S,N,1,0,30,11,3,61,10.62,2023-11-26,119,6,29,2,20231113,7,95,82
1100213,2013,1200213,1400213,20130,1300213,1500213,49,1,5,3,22,7,3,7,13,20200330,1,4,3,N,N,0,0,20,12,4,179,7.87,2022-06-27,426,8,34,6,20220105,1,8,48
1100214,2020,1200214,1400214,20200,1300214,1500214,50,1,39,7,5,5,1,4,8,20211014,5,4,2,N,N,0,0,29,3,2,47,11.16,2023-12-04,182,6,27,5,20221030,9,99,16
1100215,2024,1200215,1400215,20240,1300215,1500215,32,2,67,4,48,12,4,5,1,20220530,1,6,4,N,N,0,0,20,10,3,72,10.19,2022-02-21,370,4,2,6,20220104,1,81,82
1100216,2016,1200216,1400216,20160,1300216,1500216,66,1,25,8,35,1,17,1,14,20210130,2,1,5,S,N,1,0,24,10,3,64,11.98,2023-12-29,367,5,25,9,20220222,5,49,18
1100217,2011,1200217,1400217,20110,1300217,1500217,84,1,19,2,17,7,19,6,4,20210222,4,4,1,S,N,1,0,25,11,1,176,9.26,2022-11-01,68,7,24,1,20231227,9,55,14
1100218,2012,1200218,1400218,20120,1300218,1500218,46,1,18,7,42,5,20,8,12,20200921,4,6,1,S,N,1,0,25,4,3,133,9.21,2023-08-17,67,5,40,10,20220518,10,42,17
1100219,2019,1200219,1400219,20190,1300219,1500219,54,1,56,4,14,12,15,3,13,20220724,2,7,4,S,N,1,0,18,11,1,124,12.6,2022-01-26,247,8,16,3,20230904,3,68,8
1100220,2019,1200220,1400220,20190,1300220,1500220,26,1,16,6,7,6,1,4,7,20221028,5,7,2,N,N,0,0,22,3,2,151,8.77,2022-09-22,103,2,23,5,20230813,8,24,34
1100221,2013,1200221,1400221,20130,1300221,1500221,98,1,91,6,38,2,20,3,13,20200107,5,4,2,N,N,0,0,29,8,1,108,13.19,2022-01-16,423,4,45,6,20221230,3,47,61
1100222,2023,1200222,1400222,20230,1300222,1500222,83,1,22,5,47,2,4,1,14,20220712,3,1,4,S,N,1,0,26,11,3,63,11.79,2023-02-05,392,5,45,5,20230110,8,74,54
1100223,2023,1200223,1400223,20230,1300223,1500223,1,1,55,6,47,9,5,1,15,20201214,4,7,1,S,N,1,0,21,9,2,117,7.0,2022-10-31,198,5,43,4,20221011,2,100,29
1100224,2016,1200224,1400224,20160,1300224,1500224,37,1,98,4,21,13,19,8,6,20220820,4,3,3,N,N,0,0,20,5,4,153,9.83,2022-03-12,376,3,20,8,20220403,7,27,27
1100225,2018,1200225,1400225,20180,1300225,1500225,37,1,44,3,19,15,5,7,15,20201215,1,5,2,N,N,0,0,20,8,2,179,8.4,2022-10-09,2,9,20,7,20220429,6,3,15
1100226,2012,1200226,1400226,20120,1300226,1500226,47,2,64,7,8,6,6,3,5,20211226,5,4,2,N,N,0,0,23,9,3,124,12.15,2023-07-01,74,7,2,8,20230610,8,72,42
1100227,2024,1200227,1400227,20240,1300227,1500227,80,2,72,3,8,5,10,3,15,20200629,1,2,4,N,N,0,0,27,7,3,171,9.09,2022-05-04,328,6,1,1,20231023,5,36,48
1100228,2018,1200228,1400228,20180,1300228,1500228,9,1,43,4,22,7,6,8,7,20210615,3,3,3,N,N,0,0,27,4,1,162,13.54,2023-08-17,247,8,11,9,20221011,10,39,15
1100229,2010,1200229,1400229,20100,1300229,1500229,67,2,21,7,47,14,19,8,11,20221022,2,4,4,N,N,0,0,28,5,1,158,10.19,2023-03-16,319,8,47,5,20220101,8,47,33
1100230,2021,1200230,1400230,20210,1300230,1500230,42,2,4,3,50,8,16,3,3,20211122,5,2,1,N,N,0,0,24,7,1,98,13.65,2023-12-15,316,2,6,1,20221123,4,61,4
1100231,2022,1200231,1400231,20220,1300231,1500231,94,1,5,8,34,8,16,2,9,20210209,3,1,2,N,N,0,0,28,7,4,67,9.31,2023-11-06,133,2,17,1,20230309,7,13,95
1100232,2020,1200232,1400232,20200,1300232,1500232,1,2,27,9,30,4,20,8,11,20221219,5,7,5,N,N,0,0,26,6,1,128,6.73,2023-05-30,130,6,49,2,20230312,6,89,11
1100233,2024,1200233,1400233,20240,1300233,1500233,54,2,9,4,28,2,16,8,6,20220308,3,2,2,S,N,1,0,20,4,3,144,12.54,2022-08-25,296,1,18,10,20230304,1,21,98
1100234,2014,1200234,1400234,20140,1300234,1500234,29,2,32,1,32,14,14,4,2,20201031,5,2,3,N,N,0,0,18,8,2,176,12.54,2023-02-23,379,8,41,2,20221205,9,32,97
1100235,2013,1200235,1400235,20130,1300235,1500235,55,2,63,5,9,1,13,1,13,20210222,3,1,1,S,N,1,0,20,12,4,111,5.84,2022-11-14,128,2,20,6,20220629,7,60,60
1100236,2015,1200236,1400236,20150,1300236,1500236,20,1,84,1,36,8,14,1,8,20220524,2,1,2,N,N,0,0,22,10,4,134,12.97,2022-01-06,446,6,38,2,20230211,2,14,92
1100237,2020,1200237,1400237,20200,1300237,1500237,1,2,2,10,10,10,19,4,6,20210909,3,1,4,S,N,1,0,19,5,4,144,10.25,2023-04-16,486,8,38,1,20230107,4,81,47
1100238,2010,1200238,1400238,20100,1300238,1500238,6,1,37,4,5,15,7,8,1,20220729,1,4,1,N,N,0,0,28,12,2,58,10.76,2023-11-16,414,7,15,6,20230125,8,2,19
1100239,2019,1200239,1400239,20190,1300239,1500239,83,1,98,8,1,6,4,2,8,20210629,4,4,4,S,N,1,0,18,9,3,80,12.64,2022-08-11,214,7,4,7,20220120,1,55,13
1100240,2014,1200240,1400240,20140,1300240,1500240,25,2,55,7,9,15,11,4,2,20200122,4,7,1,N,N,0,0,29,8,1,127,11.83,2022-08-17,314,10,23,1,20221008,9,24,90
1100241,2018,1200241,1400241,20180,1300241,1500241,30,2,95,8,26,2,5,5,6,20220501,5,5,5,S,N,1,0,22,5,4,111,7.07,2023-07-03,209,9,45,7,20230601,4,96,93
1100242,2018,1200242,1400242,20180,1300242,1500242,12,2,96,4,47,3,17,8,12,20210326,3,2,3,S,N,1,0,18,6,2,127,7.19,2022-03-29,57,6,21,9,20230130,7,60,61
1100243,2019,1200243,1400243,20190,1300243,1500243,47,2,61,3,47,7,15,3,9,20220331,2,7,1,N,N,0,0,22,8,1,76,11.79,2023-09-14,426,7,2,8,20220707,2,96,51
1100244,2022,1200244,1400244,20220,1300244,1500244,41,2,27,7,45,7,11,7,7,20210617,2,6,4,N,N,0,0,30,4,1,83,13.69,2023-03-10,341,10,10,3,20220220,10,81,16
1100245,2022,1200245,1400245,20220,1300245,1500245,56,1,90,4,17,4,11,4,9,20220914,1,2,4,N,N,0,0,25,4,2,143,6.54,2022-11-20,8,1,38,6,20220124,7,89,84
1100246,2010,1200246,1400246,20100,1300246,1500246,12,1,53,6,8,9,17,3,5,20210126,1,5,4,N,N,0,0,18,9,3,72,6.83,2023-06-19,44,7,37,9,20230126,3,66,87
1100247,2021,1200247,1400247,20210,1300247,1500247,8,1,98,7,45,10,13,2,7,20220328,3,3,4,N,N,0,0,30,5,3,135,10.99,2022-07-15,176,8,36,9,20220915,10,53,63
1100248,2012,1200248,1400248,20120,1300248,1500248,41,2,39,7,2,10,20,7,1,20220728,2,5,3,N,N,0,0,28,6,3,104,13.69,2022-12-29,198,5,1,7,20220124,4,3,13
1100249,2019,1200249,1400249,20190,1300249,1500249,4,2,53,5,27,15,15,2,15,20200301,2,3,5,N,N,0,0,30,5,2,133,6.53,2022-10-15,424,3,24,2,20230905,4,28,64
1100250,2017,1200250,1400250,20170,1300250,1500250,98,1,93,5,19,3,9,8,3,20200731,1,7,3,S,N,1,0,23,7,2,76,5.72,2023-05-06,174,6,11,3,20230929,4,45,78
1100251,2014,1200251,1400251,20140,1300251,1500251,61,2,82,6,34,2,18,4,13,20200102,2,5,4,S,N,1,0,30,6,2,107,10.0,2022-08-25,458,3,49,9,20221010,5,60,66
1100252,2024,1200252,1400252,20240,1300252,1500252,98,2,82,2,17,3,1,1,4,20210601,3,4,3,S,N,1,0,18,6,1,155,10.89,2022-01-07,47,2,43,8,20220317,4,2,87
1100253,2013,1200253,1400253,20130,1300253,1500253,83,1,12,5,27,14,15,3,7,20200606,3,5,2,N,N,0,0,27,4,1,168,6.12,2023-12-19,27,5,13,9,20230828,3,37,20
1100254,2012,1200254,1400254,20120,1300254,1500254,39,2,56,4,14,8,1,6,1,20220927,2,5,3,N,N,0,0,20,9,3,140,12.18,2022-06-08,263,8,12,3,20221104,9,56,17
1100255,2012,1200255,1400255,20120,1300255,1500255,91,2,3,9,33,1,10,8,8,20220624,3,2,1,S,S,1,1,30,11,1,112,9.87,2023-02-21,450,1,6,7,20230218,10,2,76
1100256,2024,1200256,1400256,20240,1300256,1500256,21,1,54,9,14,7,7,7,12,20201004,2,3,2,N,N,0,0,23,11,2,70,9.76,2023-05-26,330,6,16,2,20231211,7,26,24
1100257,2014,1200257,1400257,20140,1300257,1500257,53,1,41,1,16,7,13,8,13,20220706,5,2,3,N,N,0,0,26,3,2,57,7.69,2023-01-20,349,6,6,8,20220608,9,36,90
1100258,2018,1200258,1400258,20180,1300258,1500258,97,1,85,3,36,12,8,3,9,20210607,5,5,4,S,N,1,0,23,10,1,127,12.22,2022-01-06,95,8,3,2,20230121,1,9,19
1100259,2010,1200259,1400259,20100,1300259,1500259,79,1,16,7,32,13,8,3,9,20220124,5,1,1,S,N,1,0,28,10,3,47,8.48,2023-09-11,420,3,45,4,20221110,2,59,81
1100260,2016,1200260,1400260,20160,1300260,1500260,40,1,3,5,47,2,18,6,13,20211106,1,5,1,N,N,0,0,27,10,1,162,11.63,2023-11-28,16,8,36,6,20220416,9,98,53
1100261,2023,1200261,1400261,20230,1300261,1500261,90,2,81,10,11,13,16,1,5,20200425,1,1,3,N,N,0,0,25,5,3,102,7.0,2022-08-30,1,7,34,4,20220222,7,45,95
1100262,2010,1200262,1400262,20100,1300262,1500262,36,2,69,1,17,14,18,7,7,20220815,4,7,3,N,N,0,0,26,5,3,97,12.4,2022-05-08,340,3,45,10,20231020,10,38,21
1100263,2018,1200263,1400263,20180,1300263,1500263,15,2,46,3,31,14,15,3,13,20210312,1,5,1,S,N,1,0,30,6,1,93,9.65,2023-01-26,422,1,12,2,20220423,6,27,35
1100264,2014,1200264,1400264,20140,1300264,1500264,32,2,96,7,46,12,8,7,4,20200506,5,6,3,N,N,0,0,27,4,1,92,12.03,2022-11-29,296,7,25,1,20230302,5,79,30
