ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_EXPEDIENTE_ACADEMICO,ID_ASIGNATURA,ID_CONVOCATORIA,ID_PLAN_ESTUDIO,ID_CENTRO,ID_TIPO_ACCESO,ID_GRUPO,ID_TIPO_DOCENCIA,ID_CLASE_ASIGNATURA,ID_TIPO_RECONOCIMIENTO,ID_CALIFICACION,ID_RANGO_NOTA_NUMERICA,ID_ALUMNO,ID_SEXO,ID_CURSO_ACADEMICO_COHORTE,ID_PAIS_NACIONALIDAD,ID_POBLACION_FAMILIAR,ID_FECHA_CALIFICACION,EDAD,NOTA_NUMERICA,CREDITOS,ORDEN_CONVOCATORIA,CONVOCATORIAS_CONSUMIDAS,NUMERO_MATRICULAS,SN_DOCTORADO_VIGENTE,ID_DEDICACION,FLG_COMPENSADA,FLG_TRANSFERIDA,ID_RANGO_NOTA_ADMISION,ID_PLAN_GRUPO_MATRICULA_NK,ID_CENTRO_NK,ID_RAMA_CONOCIMIENTO,CURSO_MAS_ALTO_MATRICULADO,CURSO_IMPARTICION_ASIG,ORDEN_BOE_PLAN,FLG_MOVILIDAD_IN,ID_PLAN_ESTUDIO_NK,FLG_ULTIMA_CONVOCATORIA,ID_CENTRO_IMPARTICION,FLG_MATRICULADA,FLG_SUPERADA,ID_PLAN_GRUPO_MATRICULA,ID_ESTUDIO_NK,NOTA_ADMISION,SN_MOVILIDAD_IN,FLG_RECONOCIDA,ID_FECHA_CARGA,ID_TIPO_ESTUDIO,SN_PROG_MOVILIDAD,ID_CAMPUS_CENTRO,ID_ESTUDIO,FLG_NUEVO_INGRESO,FECHA_CARGA,ID_ESTUDIO_PREVIO,ANYO_ACCESO_SUE,SN_NUEVO_INGRESO,ID_TIPO_CENTRO,ID_CENTRO_IMPARTICION_NK,ID_POBLACION_CENTRO,SN_COMPENSADA,FLG_SUSPENDIDA,ID_EDAD_EST,FLG_CALCULO_TASAS,ID_PAIS_FAMILIAR,FLG_PRESENTADA,SN_CAMBIO_CICLO_GRADO,FLG_EN_PROGRAMA_MOVILIDAD,ID_ASIGNATURA_NK,ID_RANGO_NOTA_EGRACONS,ID_TIPO_ASIGNATURA,ID_PAIS_FAMILIAR_NK,RANGO_NUM_MATRICULAS
2016,231,20160,231,372,1,67,4,9,9,2,5,5,4,1,55,2,20240,49,424,20171029,36,8.85,7.9,3,2,2,N,835,0,0,1.74,626,269,609,1,59,3751/2013,1,10067,0,12,1,1,626,4700,9.05,S,0,20200217,526,N,987,576,0,2021-09-30,209,2013,S,503,1200,227,N,0,9,0,77,1,N,0,372,10.0,255,NGA,2
2021,232,20210,232,142,3,44,1,4,1,1,4,1,2,1,50,2,20130,92,371,20210825,37,2.62,4.1,3,5,1,N,557,0,1,3.97,428,707,188,2,80,6270/2010,0,10044,0,1,1,0,428,2300,8.31,N,0,20200418,541,S,219,569,0,2021-05-04,956,2017,S,827,100,789,N,1,7,1,92,1,N,1,142,7.0,407,ERI,1
2021,233,20210,233,414,4,24,11,4,16,2,4,5,4,1,18,1,20100,8,135,20220823,67,8.57,10.5,1,6,2,N,588,0,1,6.29,999,801,864,2,02,2550/2011,1,10024,1,16,1,1,999,2400,7.08,S,0,20210617,174,S,782,605,0,2021-11-01,514,2015,S,847,1600,552,N,0,7,0,8,1,N,1,414,6.0,555,HTI,2
2023,234,20230,234,85,4,97,43,15,12,3,5,2,2,1,19,1,20130,98,177,20230409,21,0.52,10.8,3,4,1,N,606,0,1,3.96,671,284,717,3,87,1839/2016,1,10097,0,43,1,0,671,3100,2.14,S,1,20231018,142,N,422,201,1,2021-08-29,633,2022,N,235,4300,92,N,1,9,1,98,1,N,0,85,8.0,650,COL,1
2012,235,20120,235,31,4,8,46,1,20,5,5,4,2,1,54,2,20140,33,452,20130131,32,1.56,3.1,2,1,2,S,693,0,0,2.7,42,870,439,1,79,4076/2016,1,10008,0,46,1,0,42,3500,2.39,S,0,20200705,793,N,17,911,1,2022-06-08,500,2012,S,840,4600,225,N,1,3,0,33,1,S,0,31,4.0,259,LBR,2
2015,236,20150,236,159,1,83,49,3,12,3,2,4,2,1,54,2,20180,53,66,20150713,34,0.41,7.9,3,5,3,S,692,0,0,3.98,506,719,57,3,04,5024/2021,0,10083,0,49,1,0,506,3800,9.1,N,0,20210615,373,S,943,73,1,2023-01-06,718,2013,S,963,4900,372,N,1,1,0,53,1,S,1,159,7.0,81,KGZ,3
2020,237,20200,237,164,5,39,24,15,18,5,2,2,2,1,77,1,20150,83,248,20210414,43,3.26,5.5,2,3,1,N,23,0,1,4.97,173,516,290,3,30,9183/2020,0,10039,0,5,1,0,173,1300,7.47,N,1,20220326,410,N,520,737,1,2022-11-20,748,2011,S,282,500,299,N,1,2,0,83,1,S,0,164,7.0,899,BEL,1
2023,238,20230,238,415,5,87,40,11,11,4,2,5,2,1,100,1,20120,63,209,20230322,43,1.88,6.8,2,1,1,S,541,0,0,1.94,430,762,698,1,34,8078/2015,0,10087,0,40,1,0,430,3100,7.4,N,0,20200918,15,N,923,518,1,2023-08-11,815,2013,N,868,4000,870,N,1,10,0,63,1,N,0,415,5.0,922,UZB,1
2022,239,20220,239,495,5,64,23,13,7,3,2,1,2,1,90,1,20190,95,262,20221023,49,3.01,4.9,2,3,3,S,377,0,1,1.72,21,596,273,2,70,6414/2017,1,10064,0,23,1,0,21,2900,1.2,S,1,20221103,933,N,791,733,1,2022-12-01,377,2019,S,588,2300,676,N,1,6,1,63,1,S,0,495,9.0,605,UZB,3
2013,240,20130,240,355,2,47,10,6,10,2,1,5,4,1,72,2,20130,44,353,20140517,20,8.57,5.2,2,2,1,N,648,0,0,7.82,962,661,9,4,94,1162/2010,1,10047,0,10,1,1,962,4200,0.41,S,1,20231025,353,N,257,357,0,2022-06-04,600,2013,N,528,1000,968,N,0,1,0,96,1,N,0,355,1.0,667,SVK,1
2018,241,20180,241,294,5,92,48,3,9,4,1,3,2,1,93,1,20230,42,213,20180807,25,4.76,11.0,1,5,1,N,399,1,0,8.03,953,563,956,2,11,1933/2020,1,10092,0,48,1,0,953,1500,9.65,S,0,20200211,335,N,422,199,0,2021-03-05,422,2011,S,865,4800,434,S,1,9,0,42,1,N,0,294,3.0,493,SWE,1
2019,242,20190,242,493,3,14,12,2,14,5,5,2,2,1,44,2,20230,20,285,20200224,48,1.36,6.2,2,1,2,S,437,0,0,9.21,264,99,114,2,87,4309/2020,0,10014,0,12,1,0,264,4200,5.78,N,0,20210417,706,S,558,695,1,2020-08-21,68,2016,N,526,1200,708,N,1,6,0,20,1,S,1,493,3.0,113,TGO,2
2014,243,20140,243,164,2,61,7,6,2,3,3,1,4,1,34,2,20110,51,251,20151127,33,8.35,7.9,2,4,3,S,232,0,0,4.46,145,156,947,1,24,4262/2022,0,10061,0,7,1,1,145,4500,3.44,N,0,20230801,964,S,516,378,0,2022-05-15,122,2011,N,453,700,855,N,0,3,0,51,1,S,1,164,4.0,146,AND,3
2018,244,20180,244,96,2,23,46,11,13,2,3,3,4,1,39,1,20100,54,313,20180330,38,7.93,9.1,1,2,3,S,580,0,0,6.86,504,792,789,1,92,4913/2012,0,10023,0,47,1,1,504,4200,8.98,N,1,20211129,650,N,384,662,1,2020-12-26,63,2017,N,794,4700,562,N,0,7,0,54,1,N,0,96,5.0,949,MRT,3
2013,245,20130,245,281,1,46,19,6,11,2,4,5,4,1,91,2,20160,56,328,20131204,6,7.3,10.0,3,4,1,S,769,0,0,5.61,13,320,993,2,83,5884/2017,0,10046,0,19,1,1,13,200,1.88,N,0,20210805,675,S,860,54,0,2022-11-08,616,2010,N,318,1900,576,N,0,8,1,57,1,S,1,281,2.0,586,MLI,1
2019,246,20190,246,308,3,2,31,12,18,4,4,5,5,1,11,2,20190,73,293,20201004,38,9.91,8.5,1,6,3,N,837,0,0,7.12,493,770,168,4,56,8995/2016,1,10002,1,31,1,1,493,1300,5.75,S,0,20210817,293,N,771,382,0,2020-08-29,927,2014,S,893,3100,362,N,0,9,1,73,1,N,0,308,4.0,160,GHA,3
2012,247,20120,247,494,1,77,45,11,1,1,2,3,2,1,31,1,20150,44,58,20120803,11,0.91,7.4,2,5,2,N,940,0,1,7.83,525,945,195,2,07,6744/2020,1,10077,0,45,1,0,525,5000,9.71,S,0,20210222,351,N,569,262,0,2020-09-24,470,2011,S,487,4500,789,N,1,4,0,44,1,S,0,494,1.0,83,YEM,2
2018,248,20180,248,418,5,78,26,7,14,5,4,5,2,1,100,1,20100,70,427,20180310,38,3.69,9.7,1,1,1,N,369,0,0,1.39,889,211,478,4,35,4263/2013,1,10078,0,26,1,0,889,3100,9.87,S,1,20231229,10,N,849,20,1,2021-09-16,926,2015,S,808,2600,774,N,1,2,0,70,1,N,0,418,4.0,923,BRN,1
2021,249,20210,249,130,4,27,40,15,13,3,3,2,2,1,79,1,20220,44,182,20221109,35,0.78,7.0,1,6,1,N,434,0,0,0.54,62,882,471,3,38,7907/2010,1,10027,1,40,1,0,62,800,8.97,S,0,20201021,96,N,404,702,0,2020-03-25,766,2019,N,926,4000,719,N,1,6,1,44,1,S,0,130,2.0,97,YEM,1
2018,250,20180,250,280,5,98,22,9,13,5,4,5,2,1,81,2,20190,43,445,20180926,56,1.89,7.7,1,3,1,N,448,0,0,1.47,641,513,404,2,65,6797/2020,0,10098,0,27,1,0,641,1600,5.9,N,0,20210720,949,S,690,439,0,2021-12-08,510,2011,N,458,2700,941,N,1,8,0,43,1,S,1,280,6.0,808,TWN,1
2021,251,20210,251,222,1,55,9,11,1,5,5,1,3,1,71,1,20220,88,140,20210508,36,5.52,3.4,3,6,3,S,659,0,1,7.04,173,469,328,3,12,8093/2022,0,10055,1,9,1,1,173,900,3.35,N,0,20210910,331,N,197,188,1,2020-05-02,116,2010,S,432,900,635,N,0,5,1,88,1,S,0,222,3.0,707,ESP,3
2018,252,20180,252,8,1,91,16,11,9,4,3,2,5,1,45,2,20140,89,206,20190226,59,9.7,11.2,2,3,1,N,508,0,0,6.88,27,11,1,3,41,8377/2012,1,10091,0,16,1,1,27,200,2.15,S,0,20220715,925,N,870,932,1,2023-12-03,206,2014,S,262,1600,281,N,0,10,0,89,1,S,0,8,1.0,919,KEN,1
2019,253,20190,253,442,2,37,22,4,20,4,1,3,2,1,95,2,20200,4,275,20200112,52,1.26,11.6,2,3,3,S,796,0,0,7.18,798,383,242,4,40,2331/2011,0,10037,0,22,1,0,798,4100,7.06,N,1,20210430,962,S,680,267,0,2023-07-05,79,2018,N,276,2200,589,N,1,8,1,34,1,N,1,442,10.0,408,AUS,3
2012,254,20120,254,407,4,65,12,1,19,1,5,5,2,1,58,1,20100,20,158,20130703,54,1.02,10.1,2,4,1,N,302,0,0,6.09,875,336,39,1,95,6766/2016,1,10065,0,37,1,0,875,1800,2.43,S,1,20230524,649,S,473,11,1,2023-05-30,78,2010,N,41,3700,790,N,1,1,0,46,1,S,1,407,7.0,99,MDV,1
2022,255,20220,255,301,1,78,28,11,8,3,1,3,3,1,60,2,20200,10,241,20220519,24,6.23,6.1,1,2,1,S,485,0,0,6.57,898,803,697,2,16,8236/2011,0,10078,0,15,1,1,898,1000,2.35,N,1,20211218,42,N,259,869,0,2020-01-04,871,2017,N,565,1500,141,N,0,10,1,10,1,S,0,301,10.0,350,VCT,1
2018,256,20180,256,27,3,83,16,8,16,3,5,4,2,1,50,2,20130,48,102,20180824,34,1.8,7.2,2,2,1,S,325,0,1,7.43,110,856,7,1,94,3846/2021,1,10083,0,16,1,0,110,1400,6.51,S,0,20210410,631,S,427,799,0,2021-11-20,607,2013,N,731,1600,741,N,1,5,0,48,1,S,1,27,4.0,776,ATG,1
2016,257,20160,257,468,4,35,29,13,9,1,2,2,2,1,74,2,20120,13,183,20160610,50,0.7,3.8,2,5,1,S,110,0,1,7.43,297,658,802,4,11,1611/2010,1,10035,0,11,1,0,297,100,9.79,S,1,20220424,228,N,334,708,0,2022-01-23,153,2011,N,142,1100,50,N,1,4,0,13,1,S,0,468,7.0,218,MCO,1
2014,258,20140,258,10,5,79,2,4,10,5,1,2,2,1,28,2,20160,49,328,20140801,12,0.76,6.1,3,4,2,N,171,0,0,2.64,892,765,794,2,88,1028/2019,0,10079,0,2,1,0,892,1100,6.39,N,1,20210918,930,N,743,357,0,2021-09-09,36,2012,S,69,200,644,N,1,3,0,49,1,S,0,10,1.0,858,BIH,2
2015,259,20150,259,95,5,97,41,3,7,2,3,2,4,1,22,1,20140,66,338,20161230,59,8.31,5.9,1,6,3,S,743,0,0,8.39,859,1000,171,3,65,3509/2010,1,10097,1,41,1,1,859,2600,5.89,S,1,20230505,450,S,292,620,0,2021-10-07,505,2013,S,615,4100,33,N,0,8,1,66,1,N,1,95,6.0,770,CAF,3
2018,260,20180,260,329,2,45,12,2,20,4,1,4,2,1,31,1,20100,56,148,20181015,17,2.94,3.8,1,6,3,S,813,0,1,3.39,229,67,837,3,60,1115/2016,1,10045,1,8,1,0,229,3400,2.3,S,0,20201114,488,S,14,825,0,2020-01-18,916,2017,S,365,800,432,N,1,2,0,56,1,N,1,329,4.0,103,LIE,3
2024,261,20240,261,456,3,2,7,7,7,2,4,1,5,1,58,1,20190,84,138,20250124,66,9.59,8.1,2,1,1,S,483,0,0,8.44,359,484,437,2,56,9084/2013,1,10002,0,7,1,1,359,2700,7.61,S,1,20230711,485,N,944,721,1,2021-09-01,240,2023,N,542,700,880,N,0,5,1,84,1,S,0,456,10.0,873,BWA,1
2012,262,20120,262,478,2,94,5,3,13,3,3,3,2,1,60,2,20170,63,215,20130203,15,2.03,7.6,2,5,2,S,842,0,1,2.61,754,336,323,4,96,4870/2010,1,10094,0,5,1,0,754,4900,6.02,S,1,20230713,179,S,790,222,1,2023-12-23,99,2012,S,732,500,234,N,1,8,1,63,1,N,1,478,7.0,759,UZB,2
2013,263,20130,263,457,1,89,15,4,8,2,4,5,4,1,1,1,20200,95,411,20130625,54,7.75,11.5,3,2,1,S,195,0,0,1.17,622,402,24,4,11,3247/2017,1,10089,0,15,1,1,622,5000,5.41,S,1,20220504,586,S,60,589,0,2020-05-24,945,2010,N,975,1500,145,N,0,3,1,95,1,N,1,457,8.0,600,NLD,1
2014,264,20140,264,145,5,13,35,6,4,3,4,3,2,1,78,2,20120,16,500,20151209,27,4.22,6.7,1,2,3,S,905,0,1,5.17,237,959,824,4,24,5493/2012,1,10013,0,24,1,0,237,2000,0.11,S,1,20220326,178,N,842,124,1,2020-11-18,992,2014,S,508,2400,140,N,1,4,0,16,1,S,0,145,10.0,830,BLR,3
2018,265,20180,265,290,3,91,26,2,10,1,1,5,5,1,59,1,20170,49,36,20181212,16,9.14,9.1,2,5,1,S,869,0,0,4.48,105,541,382,1,41,2145/2014,1,10091,0,26,1,1,105,2000,1.2,S,0,20221216,367,N,224,841,1,2020-03-29,102,2018,S,11,2600,263,N,0,5,1,49,1,S,0,290,9.0,808,BIH,1
2016,266,20160,266,8,2,8,46,15,8,3,4,1,2,1,73,2,20190,7,71,20171015,43,0.78,7.2,1,6,1,S,496,0,1,5.73,738,831,505,1,87,4947/2021,1,10008,1,7,1,0,738,3500,4.36,S,0,20211107,434,S,961,808,1,2023-04-28,822,2015,N,604,700,152,N,1,10,0,2,1,S,1,8,3.0,203,COG,1
2020,267,20200,267,488,1,60,10,3,7,1,2,2,2,1,20,2,20210,71,77,20200418,30,3.72,5.0,3,5,3,S,606,0,0,4.25,514,496,420,4,65,7743/2020,1,10060,0,10,1,0,514,500,6.5,S,1,20200902,136,S,350,706,0,2023-01-13,914,2017,N,554,1000,588,N,1,9,0,71,1,N,1,488,3.0,561,LSO,3
2023,268,20230,268,235,5,21,29,9,15,4,4,5,4,1,85,1,20220,32,201,20240830,56,8.22,3.1,3,6,2,S,63,0,0,6.88,414,321,608,3,11,5699/2020,1,10021,1,29,1,1,414,2400,6.82,S,0,20220223,596,N,863,200,0,2021-06-07,552,2011,S,166,2900,10,N,0,1,1,32,1,S,0,235,2.0,136,THA,2
2020,269,20200,269,408,5,49,22,8,9,2,1,4,2,1,34,2,20180,3,196,20210824,39,1.55,7.8,2,6,3,S,269,0,0,0.9,193,799,696,2,40,9853/2017,0,10049,1,9,1,0,193,3000,7.14,N,1,20231210,268,S,203,82,0,2023-04-23,936,2010,N,109,900,968,N,1,7,0,3,1,S,1,408,9.0,420,ISL,3
2018,270,20180,270,33,2,2,49,1,17,3,2,2,3,1,11,2,20160,38,460,20190829,37,5.85,3.8,3,5,1,N,34,0,1,6.36,169,959,594,1,83,1669/2021,1,10002,0,43,1,1,169,1700,4.96,S,0,20210525,844,S,720,166,1,2022-07-19,623,2015,N,443,4300,914,N,0,10,0,38,1,S,1,33,10.0,67,PAK,1
2022,271,20220,271,293,3,7,19,5,8,2,4,1,4,1,36,2,20220,76,86,20220425,52,8.26,8.1,3,1,1,S,173,0,1,4.33,928,181,183,4,03,9858/2021,0,10007,0,19,1,1,928,2200,5.19,N,1,20220418,620,S,507,574,0,2023-11-01,437,2019,N,286,1900,503,N,0,2,0,76,1,S,1,293,4.0,278,COM,1
2016,272,20160,272,140,1,67,48,9,11,1,4,2,2,1,23,2,20100,65,54,20160319,23,1.33,4.8,1,6,2,N,704,0,1,2.61,702,749,179,4,70,3397/2012,0,10067,1,48,1,0,702,2200,1.85,N,1,20210512,219,S,279,505,0,2022-04-28,925,2011,N,172,4800,698,N,1,4,0,65,1,S,1,140,7.0,986,KOR,2
2023,273,20230,273,172,5,35,8,12,11,2,3,5,2,1,94,2,20140,45,43,20240226,39,2.1,10.2,1,3,2,N,390,0,0,1.41,132,650,615,4,82,9045/2020,1,10035,0,15,1,0,132,600,5.51,S,0,20210723,372,S,964,120,1,2022-09-07,526,2023,N,428,1500,303,N,1,2,1,17,1,N,1,172,6.0,19,URY,2
2011,274,20110,274,88,5,8,7,13,2,2,5,1,5,1,25,1,20150,67,396,20120718,47,9.4,10.7,3,3,3,S,503,0,0,0.29,479,406,252,1,01,5858/2017,1,10008,0,7,1,1,479,3900,4.0,S,0,20221212,352,S,400,293,1,2021-08-07,630,2010,S,488,700,998,N,0,8,0,67,1,N,1,88,10.0,682,SVN,3
2016,275,20160,275,68,2,99,48,6,8,3,5,4,3,1,6,1,20130,66,304,20171210,52,5.09,3.1,2,1,3,S,96,0,0,9.42,323,78,860,2,94,2615/2017,0,10099,0,48,1,1,323,4600,9.08,N,0,20211120,752,S,672,567,1,2022-03-28,285,2016,S,57,4800,508,N,0,5,0,66,1,N,1,68,7.0,677,CAF,3
2017,276,20170,276,203,1,19,29,2,13,5,5,2,2,1,49,1,20110,82,285,20180713,55,4.63,8.0,2,5,3,N,486,1,0,2.73,315,293,839,2,23,7917/2021,0,10019,0,29,1,0,315,2500,7.47,N,1,20230614,46,N,185,140,0,2023-10-03,675,2014,N,385,2900,511,S,1,8,1,82,1,N,0,203,3.0,825,PAN,3
2024,277,20240,277,383,1,45,6,1,9,4,2,1,5,1,57,1,20110,72,16,20251222,37,9.9,4.7,3,2,1,N,750,0,0,1.09,775,175,614,2,29,1894/2010,0,10045,0,6,1,1,775,1900,6.2,N,0,20231128,633,S,838,28,0,2021-09-08,626,2014,N,454,600,547,N,0,9,0,72,1,N,1,383,7.0,145,GNB,1
2021,278,20210,278,11,3,98,19,5,13,5,4,5,3,1,30,2,20240,38,76,20210122,39,6.27,10.2,3,4,1,N,168,0,0,9.75,577,546,219,4,63,3374/2015,0,10098,0,19,1,1,577,5000,5.94,N,1,20200706,886,N,338,221,0,2021-05-20,149,2016,N,259,1900,961,N,0,3,0,38,1,S,0,11,1.0,889,PAK,1
2014,279,20140,279,4,1,34,7,10,12,1,1,2,3,1,47,2,20210,28,14,20150201,37,6.3,7.0,2,4,1,N,931,0,0,2.32,397,171,791,4,84,9603/2014,1,10034,0,7,1,1,397,500,0.55,S,1,20200805,86,S,917,239,1,2022-04-27,198,2014,S,25,700,678,N,0,2,1,28,1,S,1,4,5.0,441,KAZ,1
2014,280,20140,280,276,2,83,2,15,20,5,4,2,3,1,89,1,20120,99,268,20150911,33,5.31,11.3,1,5,1,N,432,0,1,7.5,977,640,638,3,53,3859/2012,0,10083,0,2,1,1,977,3600,5.61,N,1,20210408,640,S,588,801,0,2021-10-30,89,2012,S,132,200,959,N,0,3,0,99,1,S,1,276,4.0,195,KWT,1
2015,281,20150,281,73,3,64,49,8,6,1,2,5,2,1,57,1,20200,26,333,20150108,27,4.1,11.7,1,1,3,S,894,0,1,6.97,572,865,249,3,97,6125/2012,1,10064,0,49,1,0,572,1000,6.61,S,0,20210712,317,N,76,348,0,2023-12-06,767,2010,N,849,4900,794,N,1,8,1,26,1,S,0,73,9.0,958,MNG,3
2012,282,20120,282,35,5,4,5,8,2,4,4,5,5,1,25,1,20180,32,419,20121220,47,9.22,6.9,1,6,3,N,540,0,0,2.82,737,204,192,1,54,8913/2015,1,10004,1,5,1,1,737,1900,6.2,S,1,20210527,903,S,991,374,0,2020-03-21,576,2011,S,104,500,165,N,0,10,1,32,1,S,1,35,10.0,783,THA,3
2022,283,20220,283,356,4,12,11,14,14,3,4,3,2,1,47,2,20110,89,143,20230414,45,3.84,3.9,2,3,2,N,730,0,1,1.26,844,838,656,1,06,4672/2017,1,10012,0,11,1,0,844,3800,3.02,S,1,20211117,289,S,717,35,1,2020-10-14,690,2011,N,854,1100,416,N,1,9,0,89,1,N,1,356,6.0,879,KEN,2
2010,284,20100,284,10,1,67,45,11,1,3,5,5,2,1,64,1,20210,48,292,20110106,26,1.92,6.8,3,5,1,N,762,0,0,4.73,712,911,884,3,89,9547/2019,0,10067,0,45,1,0,712,4700,8.19,N,1,20211125,41,N,930,317,1,2020-06-09,527,2010,S,508,4500,945,N,1,2,1,48,1,N,0,10,9.0,486,ATG,1
2015,285,20150,285,365,2,25,23,14,20,5,3,5,2,1,4,1,20130,67,214,20150916,25,0.47,3.6,2,6,3,N,167,0,0,4.81,268,268,544,2,52,4566/2017,1,10025,1,10,1,0,268,4700,5.69,S,0,20210727,178,N,955,238,1,2023-01-11,543,2014,S,220,1000,885,N,1,7,1,67,1,S,0,365,8.0,125,SVN,3
2015,286,20150,286,67,1,89,45,1,3,2,2,5,3,1,28,2,20150,28,5,20160306,14,5.44,8.1,2,1,1,S,391,0,1,7.55,345,432,13,1,98,4839/2016,0,10089,0,47,1,1,345,2000,1.25,N,0,20230208,632,N,715,984,0,2020-03-27,255,2010,S,446,4700,422,N,0,7,1,28,1,N,0,67,7.0,354,KAZ,1
2024,287,20240,287,222,3,95,1,3,12,4,5,4,2,1,44,2,20240,95,419,20251129,53,0.37,10.2,1,5,2,S,151,0,0,9.57,971,701,385,1,83,1752/2021,0,10095,0,1,1,0,971,3100,3.68,N,0,20220802,564,N,485,862,1,2021-01-30,716,2014,N,630,100,771,N,1,7,1,95,1,N,0,222,1.0,831,NLD,2
2016,288,20160,288,440,1,100,39,13,19,1,5,2,4,1,78,2,20240,54,452,20170823,29,7.68,5.4,3,2,2,N,197,0,1,5.12,92,949,922,4,21,7695/2012,0,10100,0,39,1,1,92,2200,0.46,N,0,20220429,766,S,233,978,1,2022-03-07,163,2015,N,652,3900,346,N,0,10,0,54,1,S,1,440,5.0,51,MRT,2
2017,289,20170,289,495,4,9,30,15,15,3,2,5,2,1,86,1,20230,88,293,20180102,16,4.11,9.4,3,2,3,S,943,0,0,5.65,277,740,29,4,12,2194/2014,1,10009,0,30,1,0,277,1000,5.7,S,1,20210711,347,N,952,821,1,2020-07-16,854,2011,N,126,3000,127,N,1,3,1,88,1,N,0,495,9.0,443,ESP,3
2021,290,20210,290,133,3,21,29,13,16,1,3,1,4,1,18,1,20230,61,173,20211030,66,7.93,11.4,1,3,2,S,652,0,1,3.23,314,357,88,4,52,2920/2014,0,10021,0,29,1,1,314,400,1.19,N,0,20221230,569,S,450,965,1,2020-02-21,817,2017,S,7,2900,543,N,0,5,1,61,1,S,1,133,6.0,246,CHN,2
2011,291,20110,291,455,5,15,37,4,17,4,1,4,5,1,29,1,20230,92,42,20120930,15,9.21,5.7,1,1,1,S,852,0,1,9.7,62,220,441,3,51,1584/2015,0,10015,0,37,1,1,62,3800,2.46,N,0,20230906,430,N,248,93,1,2023-01-22,855,2010,N,446,3700,460,N,0,7,0,92,1,S,0,455,6.0,777,ERI,1
2020,292,20200,292,476,1,40,2,5,13,2,3,4,3,1,98,1,20120,88,373,20211110,35,5.33,4.8,2,4,1,N,628,0,1,0.85,594,45,192,2,72,9903/2013,0,10040,0,2,1,1,594,900,4.45,N,0,20220913,635,N,737,354,0,2021-05-10,534,2010,S,445,200,26,N,0,10,0,88,1,N,0,476,6.0,224,ESP,1
2014,293,20140,293,398,3,40,26,11,17,3,2,2,4,1,41,1,20170,96,483,20140415,19,8.35,11.9,3,3,2,S,299,0,1,5.34,282,682,225,2,23,8308/2017,1,10040,0,26,1,1,282,1900,9.74,S,1,20220801,810,N,897,162,1,2023-03-05,565,2010,N,1000,2600,627,N,0,7,1,96,1,N,0,398,7.0,670,SVK,2
2024,294,20240,294,294,5,10,45,14,19,5,5,3,2,1,1,1,20130,54,35,20240210,65,3.97,7.2,3,5,2,S,353,0,0,3.93,241,713,632,2,93,9072/2020,1,10010,0,9,1,0,241,1200,4.88,S,0,20211220,34,N,794,691,0,2023-11-20,187,2015,S,696,900,763,N,1,7,1,54,1,S,0,294,3.0,679,MRT,2
2016,295,20160,295,36,1,93,41,10,2,2,5,1,2,1,18,1,20220,98,469,20160226,61,3.46,10.7,3,3,2,S,146,0,0,4.12,782,423,596,3,09,8488/2019,0,10093,0,41,1,0,782,3000,1.09,N,0,20210609,941,S,833,539,1,2022-05-23,512,2010,N,601,4100,534,N,1,2,1,98,1,N,1,36,2.0,752,COL,2
2023,296,20230,296,196,2,6,24,12,15,2,4,3,2,1,99,2,20210,24,12,20240731,47,4.34,4.5,2,3,3,N,764,1,0,9.55,14,626,96,2,14,6148/2019,0,10006,0,24,1,0,14,4900,5.22,N,0,20200214,598,S,980,401,0,2020-08-28,385,2017,S,93,2400,227,S,1,3,0,24,1,S,1,196,3.0,132,BLZ,3
2021,297,20210,297,329,4,91,26,12,1,4,2,1,3,1,30,2,20200,28,79,20210821,39,6.72,11.0,2,5,3,N,171,0,0,9.52,929,958,190,3,29,3785/2010,1,10091,0,26,1,1,929,4200,7.32,S,0,20220811,810,S,18,388,0,2022-09-01,322,2016,S,597,2600,893,N,0,2,1,35,1,N,1,329,1.0,612,IRQ,3
2019,298,20190,298,479,4,50,35,6,7,2,3,1,5,1,35,1,20150,38,259,20200327,60,9.68,5.5,2,6,3,S,207,0,1,4.38,95,920,83,3,68,6756/2012,1,10050,1,39,1,1,95,3100,7.53,S,0,20220902,904,N,653,856,0,2022-12-20,152,2016,S,834,3900,58,N,0,4,1,54,1,S,0,479,2.0,960,MRT,3
2015,299,20150,299,384,4,71,24,7,10,3,1,5,2,1,87,1,20160,18,230,20150404,57,1.79,8.1,2,4,3,S,905,0,1,4.55,377,76,516,2,72,7588/2021,1,10071,0,24,1,0,377,3500,3.7,S,0,20211209,52,S,446,700,1,2021-03-01,85,2015,S,466,2400,821,N,1,3,1,35,1,N,1,384,9.0,643,IRQ,3
2015,300,20150,300,45,5,60,31,9,13,2,3,1,2,1,14,2,20190,72,462,20150721,13,2.74,7.3,2,4,2,N,905,0,1,6.52,385,520,379,1,24,1291/2014,0,10060,0,31,1,0,385,1100,1.57,N,1,20220701,817,S,411,645,0,2020-05-17,418,2010,N,795,3100,120,N,1,7,0,72,1,S,1,45,7.0,487,GNB,2
