ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_ALUMNO,ID_EXPEDIENTE_ACADEMICO,ID_TIPO_ABANDONO,ID_TIPO_EGRESO,ID_PLAN_ESTUDIO,ID_CENTRO,ID_CURSO_ACADEMICO_COHORTE,ID_TIPO_ACCESO,ID_TITULACION,ID_POBLACION_FAMILIAR,CURSOS_MATRICULADOS,CURSO_MAS_ALTO_MATRICULADO,CURSOS_EXTRA_GRADUACION,DURACION,DURACION_REAL,CREDITOS_MATRICULADOS,ID_RANGO_CREDITOS_MATRICULADOS,CREDITOS_SUPERADOS,ID_RANGO_CREDITOS_SUPERADOS,CREDITOS_NECESARIOS,ID_RANGO_CREDITOS_NECESARIOS,CALIFICACION_FINAL,ID_RANGO_CALIFICACION_FINAL,SEXO,ID_SEXO,EDAD,ID_FECHA_SOLICITUD_TITULO,ID_FECHA_EGRESO,GRADUADO,TRASLADO,SN_SOLICITA_TITULO,SN_ABANDONO_INICIAL,FLG_SOLICITUD_TITULO,FLG_ABANDONO_INICIAL,FLG_CALCULO_TASA,FLG_GRADUADO_EN_TIEMPO,FECHA_CARGA,SN_GRADUADO_EN_TIEMPO,ABANDONO_GENERICO,ABANDONO_OFICIAL,FLG_PLAN_OFICIAL,CREDITOS_RECONOCIDOS,ID_RANGO_CREDITOS_RECONOCIDOS,SN_CAMBIO_CICLO_GRADO,FLG_DURACION_MEDIA,ID_ESTUDIO_PREVIO,ID_PAIS_NACIONALIDAD,ID_CENTRO_ORIGEN,SN_MULTIPLE_TITULACION,SN_MOVILIDAD_IN,FLG_MULTIPLE_TITULACION,FLG_MOVILIDAD_IN,ID_FECHA_CARGA,ID_TIPO_TITULACION,ID_TIPO_ESTUDIO,ID_ESTUDIO,ID_TIPO_CENTRO,ID_CAMPUS_CENTRO,ID_POBLACION_CENTRO,ID_TIPO_CENTRO_ORI,ID_CAMPUS_CENTRO_ORI,ID_POBLACION_CENTRO_ORI,ID_RAMA_CONOCIMIENTO,ID_PERSONA_NIP_NK,ORDEN_BOE_PLAN,SN_DOCTORADO_VIGENTE,SN_MOVILIDAD_OUT_INTERNACIONAL,SN_MOVILIDAD_OUT_NACIONAL,ID_PAIS_FAMILIAR,ID_PAIS_FAMILIAR_NK,ID_EDAD_EST,ID_ESTUDIO_OTRA_UNIV_DEST,ID_CENTRO_OTRA_UNIV_DEST,SN_UNITA,SN_UNITA_GEMINAE
2022,200058,20220,14,200058,6,1,90,10,20190,11,10,398,6,6,2.0,4,4.60816575268697,320.0,2,294.0,1,279.0,3,7.098,3,M,2,21,20200920,20200726,1,0,S,S,1,1,1,0,2020-02-27,N,0,0,1,27.0,5,S,1,9,21,25,N,S,0,1,20201201,9,2,39,4,5,286,6,2,304,15,87735896,BOE-382-2017,S,N,S,39,HUN,8,1,17,S,S
2022,200059,20220,33,200059,1,4,71,19,20190,7,4,316,7,3,0.0,8,7.985634523074296,271.0,4,267.0,4,222.0,3,0.0,4,H,1,42,20220802,20220117,0,1,N,N,0,0,1,0,2020-11-18,N,0,0,0,9.0,1,S,1,1,81,10,N,S,0,1,20230622,4,9,43,6,2,376,4,5,315,6,49330907,BOE-155-2016,S,S,S,60,RUS,4,4,31,S,S
2022,200060,20220,80,200060,3,6,97,39,20180,3,48,42,1,1,0.0,4,5.305218808399578,280.0,2,236.0,4,234.0,5,8.141,5,H,1,28,20220910,20210121,1,0,S,N,1,0,0,1,2022-11-03,S,0,0,0,12.0,4,S,0,7,54,1,S,S,1,1,20230910,7,6,39,3,6,247,7,4,466,14,68501420,BOE-633-2018,S,N,S,11,GIN,2,13,32,N,S
2022,200061,20220,37,200061,5,6,89,45,20130,7,32,255,2,1,0.0,8,8.970622478476866,309.0,5,272.0,4,254.0,3,6.976,5,H,1,41,20220326,20230505,1,0,N,S,0,1,0,1,2023-12-09,S,0,0,0,25.0,1,N,1,8,48,6,N,N,0,0,20220621,8,5,11,6,2,196,8,3,278,2,17927298,BOE-460-2019,S,N,N,92,ERI,2,43,33,S,S
2015,200062,20150,23,200062,3,3,12,32,20110,11,49,249,4,4,0.0,6,6.25859130555764,247.0,1,232.0,5,218.0,5,9.078,2,M,2,24,20221025,20210726,1,0,S,S,1,1,0,1,2020-10-18,S,0,0,0,4.0,3,N,0,10,18,37,N,N,0,0,20201016,8,7,35,1,4,228,6,2,368,5,21436829,BOE-617-2011,S,S,S,73,GHA,9,3,34,N,S
2019,200063,20190,55,200063,4,6,37,32,20170,10,19,293,2,1,0.0,7,6.730148436268635,238.0,1,223.0,4,205.0,2,9.573,5,M,2,47,20200608,20220207,1,0,N,N,0,0,0,1,2021-02-06,S,0,0,1,8.0,1,S,1,6,8,20,S,N,1,0,20220610,10,10,23,1,4,383,1,9,108,3,59961498,BOE-132-2021,S,N,N,7,AUT,10,14,34,S,N
2018,200064,20180,73,200064,6,4,86,1,20100,4,28,393,1,1,0.0,8,8.535451941842584,269.0,1,264.0,3,267.0,5,0.0,4,M,2,39,20210706,20210901,0,1,N,S,0,1,1,0,2020-11-28,N,0,0,1,11.0,3,N,0,3,74,14,S,S,1,1,20201220,2,3,44,7,4,137,1,9,353,4,15601471,BOE-700-2013,N,N,S,96,SVK,8,48,47,N,S
2019,200065,20190,16,200065,7,4,41,42,20120,3,13,316,3,3,0.0,3,3.178952366446856,339.0,3,334.0,5,284.0,2,6.419,5,H,1,41,20210314,20231022,1,0,N,N,0,0,1,1,2020-12-12,S,0,0,1,17.0,4,N,0,10,1,25,N,S,0,1,20211003,6,4,38,7,2,79,6,2,383,9,92981826,BOE-764-2011,N,S,N,9,ARG,1,34,10,N,S
2018,200066,20180,85,200066,5,3,52,41,20110,1,32,424,7,1,0.0,3,4.2184031217914955,227.0,4,179.0,2,184.0,3,0.0,3,H,1,39,20200903,20210503,0,0,S,S,1,1,0,0,2020-09-22,N,0,0,1,10.0,4,N,1,3,93,32,N,N,0,0,20200519,8,8,10,5,9,310,1,4,400,8,68886959,BOE-111-2015,N,S,S,63,UZB,5,9,34,S,S
2011,200067,20110,80,200067,5,5,90,14,20100,14,48,469,4,4,0.0,5,4.970883511308699,290.0,5,229.0,3,285.0,3,0.0,1,H,1,50,20230909,20210803,0,0,N,N,0,0,0,0,2020-01-01,N,0,0,1,22.0,3,N,1,4,38,38,S,N,1,0,20200722,7,5,46,1,9,339,8,7,483,8,68501420,BOE-805-2016,N,S,N,89,KEN,3,22,10,S,S
2023,200068,20230,9,200068,3,1,43,28,20210,11,28,86,4,2,0.0,4,4.698335455001208,225.0,4,176.0,5,214.0,4,0.0,1,H,1,51,20201116,20201216,0,1,S,N,1,0,1,0,2020-09-28,N,0,0,0,9.0,5,N,0,9,13,24,N,N,0,0,20220808,2,3,10,8,8,345,6,2,277,8,78176558,BOE-702-2011,N,S,N,2,COG,4,24,50,N,S
2011,200069,20110,48,200069,4,4,42,45,20100,11,39,174,5,3,0.0,6,5.733807595001037,332.0,2,242.0,5,278.0,2,0.0,5,H,1,65,20210426,20230819,0,0,N,N,0,0,1,0,2021-05-30,N,1,0,1,15.0,1,N,0,3,50,15,N,S,0,1,20220222,2,8,19,6,2,2,4,9,100,9,89133246,BOE-109-2018,S,S,S,28,KAZ,6,1,44,S,N
2015,200070,20150,66,200070,6,1,51,48,20110,13,16,278,2,1,0.0,6,6.582965305764674,345.0,5,341.0,1,302.0,5,7.454,1,M,2,63,20211116,20201102,1,0,N,N,0,0,1,1,2022-09-19,S,0,0,1,12.0,2,S,0,2,3,26,N,N,0,0,20200406,8,8,30,6,8,33,6,1,244,2,76866717,BOE-502-2010,S,N,S,27,SLV,2,17,34,N,S
2019,200071,20190,21,200071,6,6,53,28,20140,7,6,208,3,1,0.0,8,7.511058753443247,285.0,4,282.0,1,269.0,1,9.575,5,H,1,59,20210210,20211215,1,0,S,N,1,0,1,1,2023-07-20,S,0,0,1,7.0,4,S,0,5,49,2,S,S,1,1,20221110,10,1,22,8,8,258,4,6,240,3,62464258,BOE-620-2015,S,S,N,4,CUB,5,33,4,S,S
2016,200072,20160,6,200072,6,6,96,10,20110,4,33,321,2,2,0.0,6,6.914922139777494,206.0,3,196.0,2,189.0,1,8.143,3,H,1,51,20200819,20220919,1,0,N,N,0,0,1,1,2020-06-04,S,0,0,1,19.0,1,S,1,1,45,20,S,S,1,1,20210727,6,5,26,4,5,5,1,9,245,10,35835371,BOE-735-2015,N,N,N,81,EGY,2,24,34,N,S
2017,200073,20170,37,200073,2,6,27,31,20130,2,7,177,8,5,4.0,8,8.342847730711998,351.0,4,339.0,5,323.0,2,8.97,4,H,1,44,20221025,20210420,1,0,S,N,1,0,1,0,2023-01-30,N,0,0,1,23.0,2,N,1,2,36,34,S,N,1,0,20200222,6,2,6,1,4,62,5,8,264,5,17927298,BOE-300-2010,S,N,N,7,AUT,4,26,43,N,S
2024,200074,20240,71,200074,1,4,18,29,20190,11,3,331,3,2,0.0,4,3.7613238940676075,340.0,2,328.0,2,286.0,4,0.0,3,H,1,45,20220923,20210511,0,1,S,N,1,0,0,0,2021-04-28,N,0,0,0,3.0,2,S,0,4,99,15,S,N,1,0,20230512,8,2,11,3,3,9,4,9,399,15,69839059,BOE-905-2012,N,S,N,80,ETH,8,24,44,S,N
2012,200075,20120,21,200075,4,2,16,15,20110,4,25,291,5,5,0.0,4,4.31985535111218,316.0,2,312.0,4,265.0,1,0.0,5,H,1,61,20220807,20231011,0,0,N,S,0,1,0,0,2022-11-09,N,0,0,0,29.0,2,S,1,2,48,39,S,N,1,0,20221221,2,7,49,4,9,179,3,6,268,9,62464258,BOE-231-2017,S,N,N,41,MOZ,7,18,47,S,N
2017,200076,20170,97,200076,4,4,89,24,20150,7,3,495,6,1,2.0,8,8.212574421248748,348.0,1,325.0,3,310.0,3,5.294,3,M,2,31,20231114,20220627,1,0,N,S,0,1,0,0,2023-10-31,N,0,0,0,11.0,2,N,1,2,64,30,S,S,1,1,20210917,8,9,36,6,2,209,1,8,344,6,34152669,BOE-365-2022,S,N,N,72,GNB,7,20,30,S,S
2021,200077,20210,69,200077,7,2,75,49,20110,4,9,279,2,2,0.0,3,3.9462987674212964,239.0,1,204.0,1,211.0,1,0.0,4,H,1,42,20200720,20231206,0,1,S,N,1,0,1,0,2022-10-10,N,0,0,0,16.0,2,S,1,10,40,40,N,N,0,0,20200925,1,10,38,6,1,331,6,8,51,9,22083803,BOE-537-2018,N,N,S,76,COM,3,30,33,N,N
2017,200078,20170,99,200078,3,6,52,22,20150,2,42,204,3,1,0.0,5,6.480330993207357,301.0,1,267.0,5,299.0,4,0.0,4,M,2,30,20230722,20210627,0,1,S,N,1,0,1,0,2023-03-07,N,0,0,0,24.0,2,N,1,6,37,35,S,N,1,0,20200710,2,10,25,6,7,428,5,4,288,8,29246218,BOE-685-2020,N,S,S,79,NAM,8,38,45,N,S
2013,200079,20130,24,200079,7,1,79,36,20110,7,46,448,5,3,1.0,6,5.99327234154028,263.0,4,250.0,4,245.0,4,7.247,1,H,1,54,20200116,20200708,1,0,N,N,0,0,0,0,2020-05-29,N,0,0,0,26.0,2,S,0,8,12,44,N,N,0,0,20230915,7,9,27,6,1,91,6,5,301,8,54414096,BOE-181-2013,S,S,S,43,TWN,2,1,15,N,N
2020,200080,20200,19,200080,6,4,32,15,20160,7,27,188,6,2,2.0,8,8.730689696758299,248.0,3,219.0,2,216.0,3,8.267,1,H,1,56,20221112,20200319,1,0,S,N,1,0,1,0,2021-09-19,N,0,0,1,13.0,5,N,1,1,17,10,N,N,0,0,20210627,6,6,10,4,9,195,4,5,79,6,89628735,BOE-397-2010,N,S,S,95,NLD,7,15,22,N,S
2014,200081,20140,44,200081,3,5,43,9,20130,3,42,263,4,2,0.0,6,7.333911430045411,282.0,4,224.0,2,276.0,4,0.0,4,M,2,20,20211011,20220626,0,0,N,S,0,1,1,0,2020-02-27,N,1,1,1,11.0,1,N,0,7,88,24,S,N,1,0,20221115,2,1,33,7,3,151,6,2,251,7,94212889,BOE-880-2020,S,S,S,85,NER,8,2,37,S,S
2012,200082,20120,27,200082,4,6,79,49,20100,10,48,82,5,4,1.0,3,3.469502096520914,336.0,4,331.0,3,317.0,4,5.375,4,M,2,42,20210416,20200703,1,0,S,N,1,0,0,0,2023-06-24,N,0,0,0,1.0,2,S,0,9,58,18,N,S,0,1,20220318,7,3,13,6,1,361,7,10,284,10,94429826,BOE-946-2019,N,N,S,13,MCO,10,45,27,S,S
2012,200083,20120,14,200083,6,6,57,28,20110,8,45,497,4,4,0.0,5,5.596009351162318,282.0,4,243.0,2,263.0,4,0.0,2,M,2,27,20221214,20230517,0,0,S,N,1,0,0,0,2020-06-08,N,0,0,0,18.0,2,N,0,6,67,25,S,N,1,0,20230619,1,8,7,8,8,413,6,2,495,8,87735896,BOE-808-2018,N,S,N,59,BRA,9,31,13,S,S
2024,200084,20240,33,200084,3,3,54,15,20150,10,14,475,1,1,0.0,6,5.7038074538022006,291.0,2,280.0,5,231.0,5,0.0,3,H,1,32,20210220,20200823,0,1,S,N,1,0,0,0,2023-01-27,N,0,0,0,15.0,1,S,1,8,7,25,N,N,0,0,20220831,7,10,44,4,9,137,6,2,129,9,49330907,BOE-276-2023,N,S,S,90,TTO,4,4,8,S,S
2020,200085,20200,71,200085,2,2,53,1,20160,14,48,353,7,4,0.0,6,7.457414571951508,366.0,1,308.0,5,326.0,3,0.0,4,H,1,55,20210815,20231123,0,1,N,S,0,1,1,0,2020-08-28,N,0,0,0,3.0,1,S,1,2,76,44,N,N,0,0,20220307,7,10,22,7,4,361,6,5,456,12,69839059,BOE-662-2023,S,S,N,95,NLD,6,30,11,N,S
2021,200086,20210,42,200086,5,4,60,31,20160,6,27,212,4,3,0.0,7,6.935370749893767,385.0,4,362.0,3,339.0,4,6.153,2,H,1,61,20210428,20220823,1,0,S,S,1,1,0,1,2021-01-03,S,0,0,1,5.0,1,N,1,9,32,19,S,N,1,0,20230711,6,10,37,1,4,385,6,2,2,9,50147077,BOE-184-2017,N,S,N,95,NLD,4,43,49,N,S
2011,200087,20110,92,200087,4,3,100,10,20100,12,4,496,4,1,0.0,6,6.704606572647943,317.0,5,308.0,1,274.0,5,5.719,4,H,1,21,20200126,20210605,1,0,S,N,1,0,0,1,2022-12-15,S,0,0,0,25.0,3,S,0,4,10,15,N,S,0,1,20220102,4,10,14,4,5,481,4,9,388,10,90297353,BOE-132-2017,N,S,N,13,MCO,3,30,49,N,N
2023,200088,20230,1,200088,5,5,3,23,20130,9,22,203,3,1,0.0,4,5.3122233185025465,346.0,5,309.0,2,312.0,4,0.0,5,H,1,54,20210611,20200801,0,0,S,N,1,0,0,0,2020-05-02,N,1,1,1,14.0,5,N,0,10,41,11,N,N,0,0,20200219,4,7,23,6,1,277,1,2,195,9,916723,BOE-683-2011,N,S,S,15,CAN,10,41,38,N,N
2022,200089,20220,13,200089,6,1,42,32,20140,15,10,100,2,2,0.0,7,6.8232214568055225,268.0,2,255.0,2,238.0,1,0.0,5,M,2,20,20210221,20231120,0,0,S,S,1,1,1,0,2020-06-09,N,0,0,1,3.0,3,S,1,10,13,12,N,S,0,1,20230722,9,7,40,1,4,487,8,7,286,11,35105069,BOE-619-2023,S,N,S,86,BHR,3,13,47,N,N
2014,200090,20140,48,200090,4,3,83,27,20120,4,27,176,1,1,0.0,6,5.5566679175887375,275.0,2,229.0,1,220.0,1,0.0,2,H,1,22,20200303,20210913,0,1,N,N,0,0,1,0,2020-06-23,N,0,0,1,17.0,3,S,1,3,32,22,S,S,1,1,20221011,6,1,46,3,6,456,6,7,384,2,89133246,BOE-942-2020,S,S,S,74,SRB,6,26,47,N,N
2023,200091,20230,36,200091,6,6,16,14,20140,11,35,67,2,1,0.0,7,7.065759374392964,322.0,3,304.0,1,288.0,5,5.724,1,M,2,38,20220722,20221123,1,0,N,S,0,1,0,1,2021-03-01,S,0,0,0,21.0,3,N,0,9,16,6,S,S,1,1,20220126,4,1,13,1,9,260,8,3,76,7,29410942,BOE-286-2013,S,N,N,95,NLD,3,8,36,N,N
2024,200092,20240,46,200092,2,5,40,47,20130,10,13,258,2,2,0.0,6,6.396116050206237,341.0,5,301.0,4,281.0,1,8.641,1,H,1,25,20221012,20200909,1,0,N,S,0,1,0,1,2022-09-08,S,0,0,0,29.0,3,S,1,10,8,36,S,N,1,0,20230304,6,10,42,7,10,192,6,1,58,4,63193474,BOE-824-2021,S,N,N,98,COL,8,18,27,N,N
2013,200093,20130,91,200093,6,6,58,39,20120,6,8,309,1,1,0.0,7,6.66125727635235,296.0,3,296.0,1,289.0,5,8.849,1,M,2,48,20220214,20210422,1,0,S,N,1,0,0,1,2020-07-25,S,0,0,1,17.0,4,N,1,5,64,8,S,S,1,1,20221118,3,4,2,3,6,378,5,1,39,3,62059365,BOE-635-2011,S,S,N,96,SVK,9,45,34,S,S
2012,200094,20120,8,200094,2,4,83,19,20100,11,34,350,6,2,2.0,5,5.843270438943221,293.0,2,288.0,4,262.0,5,6.856,1,M,2,34,20221224,20210417,1,0,N,N,0,0,1,0,2022-07-29,N,0,0,0,0.0,3,N,0,8,54,41,S,N,1,0,20200518,9,4,48,6,2,2,5,9,146,11,40526484,BOE-887-2020,N,S,N,91,QAT,8,22,50,N,N
2021,200095,20210,47,200095,2,1,60,38,20170,9,47,217,2,2,0.0,3,3.3241003067929036,199.0,4,199.0,5,194.0,1,8.486,4,M,2,55,20220905,20200105,1,0,N,S,0,1,0,1,2020-01-14,S,0,0,1,19.0,2,S,0,2,22,37,N,N,0,0,20200206,6,5,29,8,7,76,6,2,52,2,72144402,BOE-324-2016,S,S,N,23,GTM,7,22,37,N,N
2016,200096,20160,31,200096,3,4,5,44,20130,14,10,452,5,1,1.0,5,6.326303423932775,333.0,2,330.0,3,321.0,1,9.666,5,H,1,30,20210723,20200725,1,0,S,S,1,1,1,0,2021-02-21,N,0,0,0,23.0,3,S,1,9,70,38,N,S,0,1,20200118,9,6,23,6,5,99,8,7,93,1,85726382,BOE-409-2013,S,S,S,88,ESP,3,50,19,N,N
2022,200097,20220,18,200097,5,5,77,48,20100,14,28,452,2,1,0.0,5,5.195321136908224,409.0,1,394.0,1,355.0,1,5.411,3,H,1,64,20200805,20231109,1,0,S,N,1,0,1,1,2021-07-23,S,0,0,1,17.0,1,N,1,6,98,22,S,N,1,0,20210928,2,9,40,6,8,130,6,7,136,8,8338186,BOE-684-2015,S,N,N,39,HUN,6,9,23,S,N
2020,200098,20200,27,200098,6,2,3,49,20110,1,48,410,4,2,0.0,6,7.044369193288331,284.0,1,258.0,3,237.0,1,0.0,1,M,2,40,20220923,20220214,0,1,N,N,0,0,1,0,2023-06-01,N,0,0,1,14.0,1,S,0,8,78,1,N,S,0,1,20200316,7,6,12,6,1,359,7,4,295,8,94429826,BOE-899-2013,N,N,N,38,PAK,6,40,16,N,N
2011,200099,20110,50,200099,3,5,28,31,20100,13,30,124,6,5,0.0,6,7.163172304281214,221.0,4,220.0,1,188.0,5,0.0,4,M,2,25,20201028,20210621,0,1,N,N,0,0,0,0,2020-11-28,N,0,0,1,28.0,2,N,0,9,36,43,S,S,1,1,20200611,9,2,3,1,4,96,3,7,441,9,33214247,BOE-548-2017,S,N,N,62,DMA,8,2,37,N,S
2019,200100,20190,2,200100,4,5,16,29,20170,10,29,440,3,3,0.0,3,2.895480181464933,394.0,1,291.0,1,334.0,3,0.0,1,H,1,47,20200813,20220622,0,1,N,N,0,0,0,0,2020-08-06,N,0,0,1,29.0,1,N,0,7,57,17,S,N,1,0,20210830,3,6,12,3,3,447,6,1,403,8,35002007,BOE-269-2017,N,S,S,77,NGA,2,50,34,N,N
2013,200101,20130,11,200101,5,3,91,8,20100,1,28,43,4,1,0.0,4,4.27111559134886,189.0,2,183.0,4,186.0,2,0.0,1,M,2,25,20210612,20220204,0,0,S,S,1,1,0,0,2022-03-05,N,1,1,1,30.0,3,N,0,3,20,18,N,N,0,0,20200903,2,4,41,5,1,139,7,10,363,9,76890296,BOE-688-2017,S,N,S,34,AUS,4,27,13,S,N
2017,200102,20170,52,200102,6,1,21,28,20110,4,36,93,1,1,0.0,6,6.906170709309316,303.0,1,200.0,2,254.0,5,0.0,2,M,2,55,20221220,20221220,0,1,S,S,1,1,1,0,2023-09-14,N,0,0,0,7.0,1,N,0,8,25,7,S,S,1,1,20201112,1,3,21,8,8,338,1,10,280,9,79968863,BOE-312-2013,S,S,N,15,CAN,8,26,30,N,N
2017,200103,20170,94,200103,3,2,53,40,20150,12,18,161,2,1,0.0,8,8.159242137762709,378.0,5,297.0,2,326.0,2,0.0,1,M,2,56,20230809,20220924,0,0,S,N,1,0,0,0,2021-05-04,N,1,0,0,1.0,5,N,1,9,45,46,N,S,0,1,20200206,7,9,12,6,8,291,5,5,461,12,97077009,BOE-318-2010,N,N,N,16,BLR,2,21,35,N,N
2018,200104,20180,20,200104,6,5,57,34,20100,3,44,291,2,1,0.0,8,8.727615671422045,205.0,3,197.0,1,186.0,2,9.642,1,M,2,59,20220724,20220614,1,0,S,S,1,1,0,1,2021-05-15,S,0,0,0,6.0,4,S,0,4,88,29,N,N,0,0,20220615,7,6,33,5,8,63,3,3,149,6,15867870,BOE-977-2022,N,N,N,6,UKR,3,40,38,N,N
2019,200105,20190,74,200105,2,2,88,42,20140,7,36,21,4,4,0.0,5,5.834897929925105,315.0,5,304.0,3,265.0,3,5.875,1,M,2,40,20230621,20230524,1,0,N,N,0,0,0,1,2022-02-21,S,0,0,0,3.0,5,N,1,5,38,4,N,S,0,1,20210707,1,8,39,7,2,272,3,6,351,15,91307681,BOE-835-2019,S,S,S,2,COG,9,27,31,S,S
2013,200106,20130,93,200106,1,3,47,18,20120,8,9,419,8,5,4.0,7,7.045576825691302,350.0,2,327.0,1,306.0,4,7.506,3,H,1,34,20230102,20210203,1,0,N,S,0,1,1,0,2021-12-04,N,0,0,0,0.0,1,S,0,9,55,33,S,S,1,1,20210801,1,10,12,7,10,151,7,5,342,11,41361818,BOE-661-2021,S,S,N,62,DMA,8,28,37,S,S
2021,200107,20210,77,200107,3,1,99,31,20190,8,4,427,8,1,0.0,4,4.775460188253659,229.0,2,177.0,2,190.0,2,0.0,1,H,1,51,20231219,20231117,0,0,N,S,0,1,1,0,2023-02-14,N,1,1,0,1.0,1,S,1,7,36,1,N,N,0,0,20230818,4,4,38,1,4,231,7,4,213,10,78268756,BOE-518-2011,N,S,S,2,COG,9,28,42,N,N
2024,200108,20240,31,200108,7,6,67,26,20140,15,48,78,4,3,0.0,8,9.076904766063816,250.0,1,223.0,1,190.0,1,9.671,2,H,1,48,20221008,20220308,1,0,S,N,1,0,1,1,2021-02-26,S,0,0,0,0.0,1,S,0,10,74,1,N,N,0,0,20210426,7,4,10,6,1,100,7,4,155,10,85726382,BOE-850-2021,S,S,N,100,VUT,3,5,39,N,S
2014,200109,20140,49,200109,3,5,16,15,20130,4,48,67,7,2,0.0,8,7.969738361363543,210.0,4,192.0,2,202.0,3,0.0,3,H,1,41,20220704,20210915,0,0,S,N,1,0,1,0,2021-06-13,N,0,0,0,15.0,2,S,1,5,65,49,S,S,1,1,20200725,7,1,45,4,9,83,6,1,31,10,29314711,BOE-402-2019,S,N,N,21,VNM,8,9,6,S,N
2015,200110,20150,26,200110,7,1,12,38,20130,10,33,485,1,1,0.0,8,8.990792381772716,235.0,4,174.0,1,220.0,3,0.0,2,H,1,27,20220527,20230312,0,0,N,N,0,0,0,0,2022-01-05,N,1,0,1,25.0,4,S,1,10,85,8,N,S,0,1,20221023,6,2,14,8,7,151,5,1,86,1,67447155,BOE-730-2017,N,S,S,30,HND,6,36,16,N,S
2016,200111,20160,45,200111,2,1,96,8,20130,11,41,314,8,6,4.0,7,7.734149441875225,337.0,5,332.0,3,283.0,4,5.655,2,M,2,49,20210505,20200224,1,0,N,S,0,1,1,0,2021-04-06,N,0,0,0,26.0,4,N,0,2,63,19,N,S,0,1,20211031,1,7,17,5,1,276,6,2,342,3,73717007,BOE-123-2017,S,S,S,54,MRT,5,19,14,N,S
2012,200112,20120,43,200112,7,6,69,6,20110,7,17,192,5,1,1.0,5,6.158691023030494,233.0,4,190.0,5,180.0,2,5.582,3,M,2,30,20220302,20200119,1,0,N,N,0,0,0,0,2021-07-19,N,0,0,0,5.0,4,N,0,2,34,36,N,N,0,0,20200905,4,7,12,8,3,34,6,1,15,8,55813853,BOE-216-2021,N,N,N,9,ARG,3,12,31,N,N
2012,200113,20120,57,200113,6,4,58,33,20100,6,13,388,3,1,0.0,3,3.446162665499643,321.0,2,297.0,3,284.0,1,9.695,5,H,1,53,20230308,20231211,1,0,S,S,1,1,1,1,2023-07-16,S,0,0,1,23.0,2,S,1,7,10,33,N,N,0,0,20210915,6,9,13,7,5,205,7,5,398,2,94457890,BOE-613-2017,N,N,N,50,NZL,9,5,15,N,S
2017,200114,20170,65,200114,6,6,5,4,20160,12,29,411,1,1,0.0,3,3.5824231429098434,222.0,5,221.0,3,219.0,1,8.754,4,M,2,22,20230125,20230513,1,0,S,S,1,1,0,1,2021-06-13,S,0,0,0,15.0,3,N,1,9,72,22,N,S,0,1,20210311,3,4,46,3,6,346,6,7,460,10,27133023,BOE-968-2017,S,N,S,48,ATG,3,6,19,S,N
2014,200115,20140,20,200115,7,4,36,5,20110,11,29,73,4,2,0.0,8,8.71886346132402,271.0,5,263.0,2,217.0,4,6.384,5,M,2,48,20200206,20210507,1,0,S,N,1,0,0,1,2021-09-09,S,0,0,1,26.0,4,N,1,9,59,24,N,N,0,0,20220513,3,2,12,5,1,210,6,2,135,12,15867870,BOE-882-2015,N,S,N,67,SVN,5,8,13,N,N
2012,200116,20120,11,200116,4,5,13,16,20100,9,36,320,1,1,0.0,5,5.218302545535596,249.0,5,249.0,5,246.0,1,5.94,1,M,2,49,20220228,20230327,1,0,S,S,1,1,1,1,2023-07-31,S,0,0,0,8.0,4,N,0,7,65,22,S,N,1,0,20200626,1,7,23,5,3,277,6,7,46,11,76890296,BOE-556-2021,N,S,S,38,PAK,1,6,6,N,N
2018,200117,20180,26,200117,1,1,85,41,20140,15,13,14,1,1,0.0,8,8.883306041915754,326.0,1,324.0,1,321.0,2,8.25,2,H,1,46,20210602,20200417,1,0,S,N,1,0,0,1,2020-07-13,S,0,0,1,24.0,3,N,0,10,23,20,S,N,1,0,20220827,6,3,27,5,9,259,1,9,209,12,67447155,BOE-274-2011,N,N,S,20,TGO,8,41,31,N,S
2011,200118,20110,99,200118,1,3,43,47,20100,15,34,110,1,1,0.0,3,4.210085178609384,189.0,3,187.0,1,182.0,5,6.656,2,M,2,21,20201121,20220117,1,0,N,S,0,1,1,1,2021-03-24,S,0,0,0,19.0,4,N,0,3,27,41,S,N,1,0,20211116,9,3,14,7,10,241,5,9,22,13,29246218,BOE-956-2012,N,N,N,76,COM,10,42,11,S,N
2018,200119,20180,9,200119,1,2,50,40,20170,11,31,311,4,4,0.0,7,7.506756393605009,271.0,3,250.0,2,231.0,5,0.0,1,H,1,25,20220621,20230416,0,1,S,N,1,0,0,0,2021-12-16,N,0,0,1,6.0,2,N,1,10,28,42,S,N,1,0,20220521,5,9,18,6,8,164,7,2,38,7,78176558,BOE-844-2010,S,N,N,35,IRQ,4,6,47,S,S
2024,200120,20240,26,200120,4,3,1,22,20120,13,41,98,6,1,0.0,3,4.260894116717852,258.0,5,246.0,1,225.0,3,0.0,1,H,1,32,20210814,20220311,0,1,S,S,1,1,0,0,2021-03-17,N,0,0,0,1.0,1,S,0,7,15,2,N,N,0,0,20201004,1,1,39,6,7,199,4,6,437,12,67447155,BOE-180-2012,N,S,N,22,FIN,1,26,47,N,S
