ID_CURSO_EGRACONS,ID_CURSO_EGRACONS_NK,ID_CURSO_ACADEMICO_CALIFIC,ID_CURSO_ACADEMICO_CALIFIC_NK,ID_ALUMNO,ID_EXPEDIENTE_ACADEMICO,ID_EXPEDIENTE_ACADEMICO_NK,EXPEDIENTE_ASIGNATURA,ID_TIPO_ESTUDIO,ID_ESTUDIO,ID_PLAN_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_CENTRO,ID_CENTRO_NK,ID_POBLACION_CENTRO,ID_ASIGNATURA,ID_ASIGNATURA_NK,ID_TIPO_ASIGNATURA,ID_CLASE_ASIGNATURA,CREDITOS,NOTA_NUMERICA,ID_CALIFICACION,ID_CALIFICACION_NK,ID_RANGO_NOTA_NUMERICA,ID_RANGO_NOTA_EGRACONS,ID_PLAN_GRUPO_MATRICULA,ID_PLAN_GRUPO_MATRICULA_NK,ID_CENTRO_IMPARTICION,ID_CENTRO_IMPARTICION_NK,ID_ESTUDIO_ASIGNATURA,ID_ESTUDIO_ASIGNATURA_NK,ID_TIPO_ESTUDIO_ASIGNATURA,ID_TIPO_ESTUDIO_ASIGNATURA_NK,ID_RAMA_CONOCIMIENTO_ASIG,ID_RAMA_CONOCIMIENTO_ASIG_NK,ID_ESTUDIO_NK,ID_PROGRAMA_MOVILIDAD,ID_PROGRAMA_MOVILIDAD_NK,FLG_ENTRADA,SN_PROGRAMA_INTERNACIONAL
20100,2010,20240,2024,66,11375,11375,476,3,27,67,5,13,1300,353,33,33,4,3,11.5,8.32,5,SB,1,3,22,22,35,35,135,135,3,3,5,E,2700,1,10,N,S
20130,2013,20140,2014,142,10023,10023,350,3,49,72,5,33,3300,457,426,426,8,5,8.9,7.59,5,SB,2,1,73,73,21,21,54,54,3,3,1,C,4900,6,60,N,N
20140,2014,20220,2022,638,15218,15218,415,3,6,12,3,4,400,440,381,381,8,4,9.4,5.78,5,SB,2,5,87,87,29,29,28,28,3,3,1,B,600,8,80,N,S
20210,2021,20100,2010,243,18387,18387,243,3,22,85,4,9,900,399,181,181,2,2,4.0,6.47,9,RE,4,6,65,65,33,33,107,107,3,3,2,E,2200,4,40,N,N
20200,2020,20120,2012,949,15795,15795,71,5,17,5,2,30,3000,225,33,33,9,2,7.6,8.62,10,AN,4,6,57,57,20,20,73,73,5,5,5,A,1700,6,60,N,N
20210,2021,20240,2024,651,19484,19484,223,5,13,70,4,18,1800,445,32,32,2,2,4.1,1.33,8,AD,2,9,89,89,17,17,148,148,5,5,5,E,1300,7,70,N,N
20140,2014,20180,2018,907,17815,17815,322,2,35,34,4,39,3900,114,163,163,1,4,3.6,5.96,6,MH,4,1,23,23,49,49,200,200,2,2,5,B,3500,6,60,S,N
20130,2013,20170,2017,367,10871,10871,451,3,13,48,3,33,3300,191,154,154,5,1,5.5,0.23,2,SS,3,4,20,20,30,30,111,111,3,3,5,B,1300,2,20,S,N
20230,2023,20120,2012,788,15604,15604,370,5,17,66,1,30,3000,96,205,205,1,4,4.4,6.12,6,MH,3,7,82,82,46,46,65,65,5,5,2,E,1700,10,100,N,N
20110,2011,20170,2017,912,18438,18438,479,5,30,3,2,43,4300,180,305,305,6,1,4.2,4.08,2,SS,3,9,36,36,38,38,158,158,5,5,3,D,3000,3,30,N,N
20200,2020,20100,2010,298,12303,12303,178,1,23,14,3,2,200,452,196,196,9,1,3.2,10.0,1,NP,3,2,41,41,49,49,103,103,1,1,4,C,2300,3,30,S,S
20190,2019,20140,2014,207,11124,11124,17,5,11,98,2,3,300,100,9,9,7,2,9.2,4.55,6,MH,3,1,89,89,36,36,68,68,5,5,3,E,1100,3,30,N,N
20170,2017,20100,2010,900,17723,17723,469,3,35,93,1,47,4700,89,313,313,9,1,3.1,3.67,1,NP,5,8,81,81,13,13,93,93,3,3,3,E,3500,10,100,S,N
20220,2022,20150,2015,636,11995,11995,100,4,40,8,2,37,3700,335,211,211,5,2,6.3,1.3,10,AN,2,4,74,74,6,6,60,60,4,4,4,A,4000,5,50,N,N
20210,2021,20100,2010,71,10079,10079,406,3,42,43,2,31,3100,235,110,110,7,2,9.4,1.39,8,AD,4,5,51,51,12,12,76,76,3,3,5,A,4200,3,30,N,N
20190,2019,20170,2017,570,17361,17361,297,4,1,50,5,14,1400,496,281,281,6,1,5.3,4.57,10,AN,3,9,10,10,11,11,74,74,4,4,5,E,100,7,70,N,S
20200,2020,20200,2020,845,15789,15789,468,2,37,19,3,1,100,7,266,266,10,3,9.0,1.48,10,AN,1,3,46,46,7,7,86,86,2,2,3,A,3700,1,10,N,N
20240,2024,20210,2021,690,14601,14601,33,2,5,51,5,31,3100,119,424,424,6,1,10.9,4.56,4,NT,2,10,75,75,3,3,195,195,2,2,4,A,500,2,20,S,N
20180,2018,20130,2013,127,18444,18444,417,5,37,32,5,35,3500,219,487,487,4,5,11.0,7.46,2,SS,2,5,91,91,10,10,109,109,5,5,1,C,3700,10,100,N,N
20190,2019,20230,2023,608,15704,15704,219,1,25,57,2,3,300,76,342,342,10,3,8.1,5.73,9,RE,2,4,38,38,1,1,17,17,1,1,5,E,2500,5,50,N,N
20220,2022,20110,2011,776,15547,15547,285,1,50,27,1,49,4900,148,221,221,10,3,10.5,4.64,8,AD,4,9,35,35,41,41,167,167,1,1,3,A,5000,4,40,N,N
20180,2018,20200,2020,706,14563,14563,375,3,8,67,5,23,2300,181,76,76,1,2,10.1,5.39,4,NT,4,2,74,74,32,32,152,152,3,3,2,D,800,6,60,S,S
20200,2020,20130,2013,901,13612,13612,147,2,12,42,5,37,3700,161,212,212,4,4,3.7,6.62,9,RE,2,10,28,28,29,29,126,126,2,2,4,E,1200,6,60,N,N
20150,2015,20240,2024,887,15573,15573,480,5,35,90,5,2,200,196,256,256,4,2,6.8,4.76,3,AP,1,8,97,97,39,39,193,193,5,5,3,B,3500,8,80,N,N
20150,2015,20100,2010,810,10157,10157,290,5,17,35,5,19,1900,18,348,348,2,3,11.7,0.27,10,AN,1,10,53,53,33,33,118,118,5,5,2,E,1700,1,10,S,N
20230,2023,20190,2019,727,10832,10832,160,1,49,30,1,27,2700,375,361,361,5,1,8.4,5.9,5,SB,3,6,48,48,39,39,157,157,1,1,2,C,4900,2,20,N,N
20110,2011,20230,2023,182,16815,16815,476,4,4,7,3,8,800,124,86,86,10,3,8.2,5.19,7,CO,4,7,21,21,20,20,123,123,4,4,1,B,400,9,90,N,N
20110,2011,20130,2013,458,14626,14626,454,5,31,30,3,40,4000,173,170,170,7,1,11.6,0.68,1,NP,4,2,60,60,8,8,38,38,5,5,4,A,3100,6,60,S,N
20200,2020,20230,2023,89,19877,19877,232,4,44,68,4,8,800,348,127,127,7,3,6.6,6.42,10,AN,1,6,40,40,20,20,198,198,4,4,5,E,4400,2,20,N,N
20220,2022,20120,2012,192,19365,19365,374,5,19,25,3,1,100,445,215,215,5,5,4.2,1.03,3,AP,2,1,85,85,41,41,169,169,5,5,1,C,1900,2,20,N,N
20170,2017,20210,2021,737,17149,17149,27,2,29,63,4,31,3100,56,281,281,9,1,4.4,4.8,4,NT,5,1,96,96,36,36,169,169,2,2,4,D,2900,7,70,S,N
20160,2016,20180,2018,855,17732,17732,466,5,21,22,1,12,1200,285,378,378,2,5,7.2,2.96,4,NT,3,3,1,1,3,3,103,103,5,5,2,B,2100,3,30,S,S
20160,2016,20160,2016,535,12447,12447,12,1,28,36,5,47,4700,425,15,15,7,3,10.6,2.45,3,AP,5,9,59,59,24,24,158,158,1,1,4,E,2800,3,30,S,N
20230,2023,20130,2013,252,13244,13244,332,2,43,39,1,31,3100,205,26,26,4,5,7.3,5.54,7,CO,3,7,49,49,29,29,167,167,2,2,1,E,4300,4,40,N,S
20110,2011,20200,2020,735,16444,16444,129,1,19,36,1,4,400,293,122,122,5,5,6.4,5.63,4,NT,1,8,25,25,28,28,159,159,1,1,2,C,1900,7,70,N,N
20170,2017,20190,2019,543,18639,18639,203,2,50,92,3,47,4700,256,174,174,9,5,11.9,0.89,7,CO,5,1,8,8,49,49,66,66,2,2,3,E,5000,5,50,N,N
20190,2019,20140,2014,373,10809,10809,226,1,19,54,4,31,3100,355,488,488,5,3,9.4,9.14,5,SB,5,6,41,41,3,3,25,25,1,1,5,A,1900,2,20,S,N
20230,2023,20140,2014,680,18970,18970,463,3,50,35,3,21,2100,225,291,291,1,1,9.2,2.15,7,CO,4,8,31,31,21,21,168,168,3,3,2,A,5000,1,10,N,S
20180,2018,20220,2022,707,18575,18575,112,3,22,54,2,19,1900,450,57,57,9,3,10.1,8.54,10,AN,2,9,23,23,28,28,53,53,3,3,4,B,2200,4,40,N,N
20120,2012,20220,2022,439,10200,10200,331,2,5,27,4,43,4300,454,51,51,9,5,3.1,8.61,8,AD,1,8,32,32,8,8,149,149,2,2,4,A,500,3,30,N,N
20170,2017,20240,2024,905,12829,12829,60,4,8,41,3,50,5000,29,16,16,8,1,7.6,4.64,9,RE,3,3,34,34,38,38,144,144,4,4,2,E,800,2,20,N,S
20150,2015,20240,2024,458,12981,12981,404,1,11,80,2,1,100,107,18,18,3,5,11.8,0.71,3,AP,3,4,28,28,34,34,83,83,1,1,2,A,1100,9,90,N,N
20220,2022,20150,2015,582,14214,14214,464,2,35,30,5,4,400,304,390,390,6,1,11.2,1.75,10,AN,3,10,63,63,39,39,19,19,2,2,3,B,3500,7,70,S,N
20190,2019,20130,2013,74,12106,12106,186,3,1,54,2,29,2900,18,479,479,10,4,5.4,0.23,3,AP,1,10,44,44,17,17,6,6,3,3,3,D,100,8,80,N,N
20200,2020,20210,2021,153,12209,12209,418,4,5,100,4,13,1300,208,475,475,2,5,10.7,3.87,6,MH,5,5,17,17,14,14,168,168,4,4,5,D,500,9,90,S,N
20180,2018,20150,2015,669,10837,10837,23,1,26,20,4,47,4700,195,23,23,7,4,5.8,2.73,7,CO,2,8,76,76,31,31,117,117,1,1,3,D,2600,4,40,S,N
20190,2019,20100,2010,866,15484,15484,450,3,28,55,1,9,900,307,14,14,3,2,10.9,2.79,7,CO,4,10,54,54,28,28,47,47,3,3,3,D,2800,10,100,S,S
20130,2013,20140,2014,655,16645,16645,418,2,12,33,3,30,3000,122,149,149,10,4,4.2,3.11,5,SB,1,2,59,59,17,17,69,69,2,2,5,A,1200,8,80,N,N
20120,2012,20120,2012,159,11613,11613,400,3,3,12,2,13,1300,119,390,390,7,2,3.2,9.61,9,RE,5,6,40,40,13,13,34,34,3,3,1,E,300,10,100,S,S
20180,2018,20190,2019,391,16883,16883,214,5,38,62,5,9,900,356,358,358,4,2,9.0,2.8,10,AN,2,5,76,76,36,36,52,52,5,5,4,B,3800,7,70,S,S
20240,2024,20110,2011,880,11884,11884,119,5,4,76,5,36,3600,417,164,164,10,1,11.6,0.19,6,MH,3,10,75,75,46,46,140,140,5,5,1,B,400,8,80,S,S
20240,2024,20120,2012,785,16343,16343,212,2,20,50,5,28,2800,50,393,393,8,4,9.8,6.88,2,SS,1,10,41,41,26,26,168,168,2,2,1,B,2000,4,40,S,N
20120,2012,20240,2024,291,10430,10430,327,1,49,45,3,30,3000,254,80,80,4,1,9.7,1.66,6,MH,4,8,8,8,22,22,6,6,1,1,4,B,4900,9,90,S,S
20150,2015,20100,2010,200,18861,18861,353,2,30,7,5,42,4200,408,350,350,4,5,10.0,8.49,6,MH,1,2,20,20,46,46,17,17,2,2,3,E,3000,7,70,S,N
20140,2014,20130,2013,768,16214,16214,353,5,13,27,5,35,3500,179,300,300,2,3,5.3,2.75,3,AP,3,2,35,35,14,14,134,134,5,5,4,D,1300,9,90,N,N
20130,2013,20220,2022,126,19209,19209,426,2,35,31,5,26,2600,148,233,233,9,3,10.3,5.98,7,CO,2,2,83,83,29,29,27,27,2,2,1,A,3500,10,100,N,N
20160,2016,20110,2011,337,16871,16871,56,2,14,32,1,18,1800,107,394,394,4,2,3.2,3.42,6,MH,5,9,20,20,24,24,187,187,2,2,5,E,1400,1,10,S,N
20200,2020,20120,2012,690,18653,18653,62,5,4,9,2,6,600,186,220,220,10,4,7.4,6.09,7,CO,4,9,94,94,9,9,84,84,5,5,4,B,400,4,40,N,N
20130,2013,20200,2020,740,12272,12272,55,2,39,76,5,48,4800,491,324,324,1,3,7.5,1.34,4,NT,5,1,34,34,15,15,55,55,2,2,5,E,3900,9,90,N,N
20170,2017,20230,2023,312,12019,12019,104,1,2,76,1,26,2600,159,117,117,4,5,10.3,0.1,8,AD,4,2,10,10,6,6,150,150,1,1,2,E,200,8,80,S,N
20110,2011,20120,2012,922,15152,15152,62,5,34,12,3,26,2600,158,25,25,4,3,8.0,0.82,9,RE,5,7,36,36,41,41,147,147,5,5,2,B,3400,2,20,N,N
20160,2016,20210,2021,734,10687,10687,182,3,2,63,4,16,1600,199,55,55,8,1,9.0,5.29,9,RE,1,10,50,50,41,41,63,63,3,3,1,E,200,2,20,N,N
20210,2021,20170,2017,997,17774,17774,497,4,45,84,4,47,4700,387,191,191,8,2,3.3,8.81,5,SB,4,8,88,88,18,18,162,162,4,4,3,E,4500,5,50,N,N
20200,2020,20160,2016,277,17715,17715,455,4,45,43,2,34,3400,414,13,13,9,1,3.8,0.48,3,AP,4,6,38,38,38,38,13,13,4,4,2,E,4500,10,100,N,N
20150,2015,20230,2023,106,17112,17112,111,3,41,70,1,21,2100,70,205,205,7,1,3.7,3.46,10,AN,2,8,88,88,26,26,195,195,3,3,3,C,4100,1,10,S,N
20220,2022,20120,2012,518,15303,15303,102,3,4,77,1,46,4600,2,326,326,7,4,9.2,5.62,6,MH,4,6,64,64,6,6,164,164,3,3,3,E,400,10,100,S,N
20120,2012,20180,2018,472,16571,16571,45,5,9,1,5,18,1800,202,146,146,5,1,5.4,6.75,7,CO,2,10,5,5,21,21,87,87,5,5,1,A,900,6,60,S,N
20240,2024,20200,2020,168,13897,13897,451,1,15,75,5,31,3100,468,332,332,7,3,5.4,9.57,3,AP,4,6,43,43,18,18,54,54,1,1,4,E,1500,3,30,S,N
20130,2013,20240,2024,555,17759,17759,221,4,39,89,5,44,4400,63,477,477,7,2,10.2,0.36,5,SB,2,8,49,49,13,13,95,95,4,4,5,E,3900,4,40,N,N
20130,2013,20240,2024,740,11234,11234,242,5,46,14,3,16,1600,172,470,470,10,3,10.2,8.84,5,SB,1,9,52,52,22,22,87,87,5,5,4,C,4600,2,20,N,S
20210,2021,20140,2014,795,17620,17620,105,5,24,23,4,15,1500,262,86,86,10,4,9.5,5.14,3,AP,2,4,41,41,10,10,199,199,5,5,4,C,2400,10,100,N,N
20230,2023,20170,2017,199,19374,19374,53,3,10,100,3,5,500,431,115,115,5,2,12.0,8.94,10,AN,3,9,69,69,17,17,55,55,3,3,4,A,1000,3,30,S,S
20210,2021,20100,2010,690,10772,10772,441,5,30,16,5,30,3000,90,473,473,8,1,10.3,4.14,2,SS,4,9,20,20,46,46,45,45,5,5,1,E,3000,7,70,N,N
20130,2013,20120,2012,892,14500,14500,330,3,37,71,1,38,3800,273,224,224,10,5,3.7,7.5,3,AP,4,4,52,52,31,31,106,106,3,3,4,B,3700,5,50,S,S
20240,2024,20160,2016,474,18993,18993,361,4,3,50,1,24,2400,82,246,246,4,3,9.7,6.09,5,SB,2,8,46,46,33,33,134,134,4,4,2,C,300,9,90,S,S
20200,2020,20160,2016,793,17465,17465,461,5,50,36,3,28,2800,325,331,331,5,4,10.4,4.12,3,AP,5,3,74,74,16,16,74,74,5,5,4,C,5000,9,90,N,N
20100,2010,20170,2017,581,15060,15060,476,1,34,8,2,39,3900,194,202,202,9,5,7.8,2.47,1,NP,1,2,17,17,3,3,32,32,1,1,5,B,3400,3,30,N,N
20120,2012,20180,2018,312,16127,16127,126,4,25,35,4,49,4900,110,308,308,6,5,8.7,4.67,7,CO,1,5,2,2,50,50,166,166,4,4,4,C,2500,7,70,S,S
20190,2019,20190,2019,515,13909,13909,58,3,38,55,5,5,500,283,297,297,2,1,8.1,5.16,7,CO,1,6,86,86,39,39,86,86,3,3,5,C,3800,10,100,N,N
20150,2015,20120,2012,588,16042,16042,170,3,33,1,1,24,2400,171,82,82,6,5,7.5,7.73,9,RE,3,10,37,37,41,41,117,117,3,3,1,E,3300,1,10,N,S
20210,2021,20130,2013,716,18893,18893,203,4,34,56,4,44,4400,212,152,152,8,3,8.0,2.23,10,AN,5,2,52,52,7,7,46,46,4,4,1,D,3400,2,20,N,S
20140,2014,20230,2023,929,10855,10855,284,1,7,98,5,41,4100,21,459,459,6,5,3.9,3.32,1,NP,2,8,3,3,20,20,149,149,1,1,2,B,700,1,10,S,S
20100,2010,20130,2013,855,14845,14845,212,1,21,8,2,7,700,438,121,121,6,4,4.9,6.27,1,NP,1,6,20,20,29,29,98,98,1,1,2,A,2100,6,60,N,S
20130,2013,20180,2018,851,16859,16859,436,3,39,37,2,38,3800,136,176,176,10,2,4.0,6.93,4,NT,1,10,50,50,1,1,187,187,3,3,4,C,3900,10,100,N,S
20100,2010,20110,2011,773,16572,16572,310,3,32,48,2,16,1600,238,301,301,10,1,6.2,4.88,6,MH,1,8,8,8,28,28,197,197,3,3,2,A,3200,1,10,S,N
20100,2010,20130,2013,28,13353,13353,453,5,46,53,3,44,4400,415,422,422,3,1,4.2,8.19,5,SB,3,9,77,77,10,10,155,155,5,5,4,E,4600,3,30,S,N
20170,2017,20110,2011,48,12617,12617,51,3,25,27,5,39,3900,431,32,32,2,2,10.5,4.23,5,SB,1,6,11,11,36,36,70,70,3,3,3,D,2500,6,60,N,S
20150,2015,20190,2019,529,10381,10381,141,1,20,63,1,4,400,280,326,326,6,3,4.0,1.12,10,AN,1,4,7,7,41,41,115,115,1,1,1,D,2000,10,100,N,N
20140,2014,20200,2020,336,19280,19280,32,5,10,81,1,38,3800,391,261,261,5,4,10.9,9.07,4,NT,2,5,61,61,19,19,188,188,5,5,5,D,1000,1,10,S,S
20240,2024,20150,2015,995,16662,16662,236,2,28,93,1,29,2900,408,171,171,7,1,8.8,7.39,8,AD,4,8,78,78,25,25,12,12,2,2,1,A,2800,7,70,N,N
20210,2021,20120,2012,353,19194,19194,193,3,16,93,4,41,4100,34,171,171,3,1,3.7,4.27,2,SS,3,4,78,78,23,23,1,1,3,3,5,A,1600,6,60,S,N
20210,2021,20160,2016,819,10860,10860,437,5,21,15,1,35,3500,41,134,134,5,4,9.1,2.41,8,AD,4,7,92,92,9,9,42,42,5,5,2,D,2100,2,20,S,S
20100,2010,20100,2010,794,18318,18318,110,5,28,22,5,22,2200,130,181,181,4,4,11.6,9.67,8,AD,2,5,16,16,15,15,84,84,5,5,4,A,2800,7,70,S,N
20110,2011,20130,2013,260,10158,10158,356,4,45,14,1,28,2800,345,70,70,8,5,10.1,5.12,9,RE,3,10,79,79,1,1,109,109,4,4,2,E,4500,6,60,S,N
20240,2024,20220,2022,797,16762,16762,378,1,13,83,1,39,3900,466,390,390,8,2,6.0,4.43,3,AP,2,2,15,15,25,25,134,134,1,1,5,A,1300,9,90,S,S
20220,2022,20220,2022,880,12784,12784,408,4,7,43,2,36,3600,73,326,326,2,1,4.1,7.18,2,SS,3,9,63,63,27,27,16,16,4,4,3,C,700,4,40,N,N
20110,2011,20150,2015,501,12471,12471,15,4,48,30,1,11,1100,91,201,201,1,2,7.1,1.3,6,MH,3,3,69,69,30,30,67,67,4,4,3,A,4800,10,100,S,N
20100,2010,20230,2023,525,16598,16598,138,2,48,28,5,42,4200,437,231,231,4,5,7.3,1.19,5,SB,3,8,75,75,35,35,30,30,2,2,4,C,4800,6,60,S,N
20150,2015,20180,2018,467,13281,13281,199,2,17,6,5,23,2300,437,138,138,9,3,11.9,2.47,9,RE,2,9,65,65,27,27,105,105,2,2,1,D,1700,5,50,N,N
20180,2018,20230,2023,861,11157,11157,142,3,14,18,2,44,4400,408,115,115,5,3,8.2,0.54,2,SS,4,2,18,18,34,34,177,177,3,3,1,D,1400,10,100,S,S
20190,2019,20180,2018,665,16281,16281,112,3,9,64,4,28,2800,385,245,245,5,2,6.6,6.7,1,NP,5,4,32,32,24,24,19,19,3,3,5,A,900,1,10,N,N
20230,2023,20170,2017,226,15857,15857,278,1,18,4,3,24,2400,185,406,406,3,3,8.6,6.05,4,NT,3,5,24,24,42,42,165,165,1,1,2,C,1800,5,50,S,N
20120,2012,20100,2010,750,18970,18970,428,5,33,70,1,7,700,295,93,93,10,3,7.4,8.2,7,CO,2,1,95,95,25,25,30,30,5,5,3,D,3300,7,70,S,N
20140,2014,20120,2012,821,18650,18650,134,5,49,93,3,33,3300,160,50,50,9,2,7.1,0.46,8,AD,4,8,91,91,20,20,148,148,5,5,4,D,4900,7,70,N,S
20230,2023,20100,2010,98,16507,16507,364,5,40,51,1,28,2800,365,366,366,2,3,9.3,9.62,10,AN,5,5,11,11,19,19,137,137,5,5,4,E,4000,2,20,N,S
20150,2015,20240,2024,936,14489,14489,362,1,44,68,2,46,4600,457,271,271,8,4,7.0,2.16,9,RE,1,7,99,99,35,35,21,21,1,1,2,E,4400,1,10,S,N
20130,2013,20200,2020,604,17821,17821,467,1,13,30,3,3,300,201,265,265,4,1,7.4,3.19,10,AN,3,9,58,58,46,46,22,22,1,1,5,D,1300,1,10,S,N
20130,2013,20150,2015,321,18117,18117,380,3,11,11,1,14,1400,312,192,192,1,5,8.2,8.37,3,AP,1,2,89,89,43,43,135,135,3,3,1,E,1100,4,40,S,N
20190,2019,20150,2015,681,18531,18531,182,3,9,22,2,25,2500,68,273,273,5,3,4.0,1.74,4,NT,4,2,38,38,16,16,18,18,3,3,2,D,900,4,40,S,N
20140,2014,20110,2011,809,14134,14134,348,3,46,24,4,29,2900,266,124,124,2,1,7.7,5.95,9,RE,4,10,41,41,35,35,192,192,3,3,4,B,4600,9,90,S,S
20230,2023,20220,2022,281,17102,17102,76,2,25,61,2,15,1500,302,138,138,9,1,11.7,6.46,1,NP,2,6,35,35,9,9,169,169,2,2,2,A,2500,5,50,N,S
20220,2022,20130,2013,237,17455,17455,131,1,21,30,3,1,100,447,278,278,1,4,6.1,7.77,7,CO,4,10,59,59,30,30,79,79,1,1,1,C,2100,9,90,S,S
20120,2012,20130,2013,734,13893,13893,194,5,16,3,1,42,4200,91,38,38,4,2,3.0,4.21,9,RE,1,5,90,90,46,46,131,131,5,5,5,E,1600,10,100,N,N
20180,2018,20140,2014,824,10691,10691,400,1,36,58,1,24,2400,306,355,355,8,1,8.3,9.77,7,CO,5,10,6,6,6,6,157,157,1,1,5,D,3600,3,30,N,N
20180,2018,20130,2013,50,16152,16152,366,5,20,96,5,23,2300,390,354,354,3,1,5.5,3.59,6,MH,4,5,95,95,42,42,26,26,5,5,5,B,2000,6,60,S,N
20100,2010,20160,2016,124,19554,19554,181,4,50,65,4,34,3400,260,175,175,1,1,4.3,7.78,5,SB,2,8,76,76,11,11,63,63,4,4,2,B,5000,5,50,S,N
20180,2018,20180,2018,699,11416,11416,447,5,13,20,5,27,2700,322,61,61,8,3,7.6,6.31,2,SS,2,2,98,98,20,20,150,150,5,5,5,B,1300,3,30,S,N
20170,2017,20170,2017,977,15486,15486,216,1,8,74,4,14,1400,354,166,166,8,1,3.0,8.25,2,SS,4,8,49,49,36,36,3,3,1,1,4,C,800,8,80,N,S
20170,2017,20150,2015,565,12232,12232,122,4,47,6,2,24,2400,369,33,33,2,3,8.7,3.05,1,NP,3,8,75,75,20,20,60,60,4,4,1,A,4700,2,20,S,N
20220,2022,20120,2012,999,12128,12128,16,1,1,44,1,35,3500,465,11,11,1,2,7.3,2.88,2,SS,1,7,57,57,43,43,42,42,1,1,2,E,100,1,10,N,S
20210,2021,20240,2024,674,17967,17967,344,4,49,12,4,7,700,156,19,19,8,4,6.4,1.49,2,SS,1,1,54,54,8,8,53,53,4,4,4,B,4900,6,60,N,N
20180,2018,20130,2013,109,15306,15306,310,4,28,2,2,36,3600,16,314,314,2,1,11.6,0.3,2,SS,2,1,15,15,15,15,96,96,4,4,3,E,2800,2,20,N,S
20220,2022,20240,2024,876,16600,16600,409,3,48,54,5,40,4000,293,369,369,4,4,4.1,4.17,9,RE,2,2,22,22,6,6,93,93,3,3,2,B,4800,4,40,S,S
20240,2024,20180,2018,76,15698,15698,320,4,41,33,4,7,700,68,247,247,7,3,9.4,3.08,5,SB,3,10,93,93,32,32,96,96,4,4,3,A,4100,4,40,N,N
20200,2020,20220,2022,114,11673,11673,104,5,27,53,5,32,3200,497,323,323,1,4,6.0,8.71,2,SS,3,9,69,69,42,42,25,25,5,5,5,C,2700,10,100,S,N
20230,2023,20240,2024,413,14734,14734,389,4,9,40,5,48,4800,136,392,392,5,4,8.6,4.83,7,CO,3,7,12,12,42,42,88,88,4,4,2,E,900,4,40,S,S
20170,2017,20190,2019,365,17288,17288,42,5,39,26,1,40,4000,9,181,181,2,1,6.7,4.85,7,CO,2,4,23,23,33,33,47,47,5,5,5,E,3900,6,60,N,N
20100,2010,20240,2024,44,17524,17524,20,2,25,22,1,11,1100,74,473,473,1,2,11.9,0.58,6,MH,5,4,33,33,10,10,17,17,2,2,4,C,2500,6,60,S,N
20140,2014,20230,2023,833,19743,19743,332,2,45,76,1,35,3500,448,18,18,10,4,5.4,8.23,8,AD,5,7,99,99,16,16,85,85,2,2,2,D,4500,6,60,S,N
20170,2017,20130,2013,972,18537,18537,256,5,8,75,1,23,2300,81,190,190,6,4,4.9,2.84,6,MH,4,1,69,69,14,14,118,118,5,5,1,B,800,10,100,S,S
20180,2018,20110,2011,471,16929,16929,71,4,14,97,5,26,2600,421,222,222,4,5,4.9,6.55,8,AD,2,4,80,80,12,12,2,2,4,4,4,A,1400,4,40,N,N
20160,2016,20200,2020,657,12272,12272,166,1,45,34,2,9,900,283,60,60,8,3,5.2,9.59,1,NP,5,8,64,64,4,4,15,15,1,1,3,B,4500,5,50,N,N
20170,2017,20230,2023,290,10076,10076,279,2,15,36,3,45,4500,414,391,391,4,2,10.0,7.75,7,CO,1,9,94,94,27,27,98,98,2,2,3,D,1500,7,70,N,N
20110,2011,20200,2020,970,12027,12027,337,3,50,93,1,48,4800,190,225,225,4,4,9.2,9.75,9,RE,4,3,88,88,44,44,199,199,3,3,5,B,5000,6,60,N,N
20210,2021,20180,2018,649,11710,11710,96,5,35,77,1,41,4100,366,217,217,7,5,11.1,8.47,6,MH,4,6,82,82,30,30,92,92,5,5,2,D,3500,10,100,S,N
20240,2024,20210,2021,462,13141,13141,39,2,32,7,2,34,3400,15,429,429,3,5,5.3,1.23,10,AN,3,8,18,18,15,15,92,92,2,2,1,B,3200,9,90,N,N
20220,2022,20210,2021,678,18246,18246,477,4,14,10,2,1,100,475,140,140,8,1,9.1,1.68,5,SB,2,7,22,22,23,23,109,109,4,4,5,B,1400,9,90,N,N
20180,2018,20200,2020,974,16114,16114,380,2,6,83,3,23,2300,348,46,46,1,3,11.8,3.89,1,NP,4,6,37,37,47,47,186,186,2,2,5,C,600,7,70,N,N
20220,2022,20210,2021,924,18373,18373,297,3,25,5,3,45,4500,492,57,57,1,2,8.2,1.63,8,AD,4,7,92,92,19,19,151,151,3,3,4,A,2500,10,100,S,N
20110,2011,20200,2020,645,12261,12261,476,5,12,28,3,20,2000,31,13,13,3,5,6.8,8.26,10,AN,1,6,52,52,50,50,190,190,5,5,2,C,1200,1,10,S,N
20200,2020,20180,2018,159,15909,15909,195,1,16,33,5,37,3700,294,497,497,7,4,11.7,1.67,2,SS,1,4,1,1,44,44,140,140,1,1,5,E,1600,5,50,S,N
20150,2015,20120,2012,740,19757,19757,51,5,23,9,3,25,2500,203,251,251,2,5,8.6,5.42,3,AP,4,2,37,37,8,8,48,48,5,5,3,A,2300,10,100,S,N
20100,2010,20110,2011,641,11734,11734,401,1,11,43,4,17,1700,153,492,492,5,5,10.2,8.16,4,NT,2,3,62,62,32,32,183,183,1,1,5,A,1100,1,10,S,N
