ID_CURSO_ACADEMICO_COHORTE_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO_COHORTE,ID_EXPEDIENTE_ACADEMICO,ID_PLAN_ESTUDIO,ID_CENTRO,ID_ALUMNO,ID_TIPO_ACCESO,ID_SEXO,ID_RANGO_CREDITOS_MATRICULADOS,ID_RANGO_CREDITOS_SUPERADOS,ID_CURSO_ACAD_GRADUACION,ID_CURSO_ACAD_ABANDONO,ID_CURSO_ACAD_TRASLADO,ID_RANGO_CALIFICACION_FINAL,ID_TIPO_ABANDONO,EDAD_INGRESO,DURACION,CREDITOS_NECESARIOS,CREDITOS_MATRICULADOS,CREDITOS_SUPERADOS,CREDITOS_PRESENTADOS,CREDITOS_SUSPENDIDOS,CREDITOS_RECONOCIDOS,CREDITOS_TRANSFERIDOS,GRADUADO,TRASLADO,INGRESO,FLG_NUEVO_INGRESO,FLG_ABANDONO_INICIAL,FLG_GRADUADO_EN_TIEMPO,FECHA_CARGA,SN_GRADUADO_EN_TIEMPO,NOTA_ADMISION,ABANDONO_GENERICO,ABANDONO_OFICIAL,FLG_PLAN_OFICIAL,FLG_TASA_ABANDONO,FLG_TASA_GRADUACION,FLG_CALCULO_TASA,ID_ESTUDIO_PREVIO,ID_PAIS_NACIONALIDAD,ID_POBLACION_FAMILIAR,ID_ESTUDIO,ID_CENTRO_INICIO,FLG_TRASLADO_MISMO_ESTUDIO,ID_FECHA_CARGA,ID_TIPO_ESTUDIO,ID_TIPO_CENTRO,ID_CAMPUS_CENTRO,ID_RAMA_CONOCIMIENTO,ID_POBLACION_CENTRO,ID_PERSONA_NIP_NK,CURSOS_MATRICULADOS,CURSO_MAS_ALTO_MATRICULADO,CURSOS_EXTRA_GRADUACION,CALIFICACION_FINAL,SN_ABANDONO_INICIAL,SN_GRADUADO,SN_ABANDONO_OFICIAL,ID_PAIS_FAMILIAR,ID_PAIS_FAMILIAR_NK,ID_EDAD_EST,FLG_GRADUADO_IDONEO,SN_GRADUADO_IDONEO,FLG_MULTIPLE_TITULACION,SN_MULTIPLE_TITULACION,FLG_C_ABANDONOINI,FLG_C_ABANDONO,FLG_C_IDONEIDAD,FLG_C_GRADUACION,FE_C_ABANDONOINI,FE_C_ABANDONO,FE_C_IDONEIDAD,FE_C_GRADUACION,FECHA_ACTUAL
2018,300064,20180,300064,23,34,76,2,2,5,5,20230.0,,,1.0,6,64,2,243,248,244,270,26,9,17,1,0,1,1,0,1,2021-07-24,S,12.38,0,0,0,0,1,0,8,75,171,82,17,0,20200927,4,7,6,1,308,79717834,4,6,0,9.01,N,S,N,17,URY,9,1,S,1,S,1,0,1,1,2022-04-27,,2020-11-06,2023-05-16,2025-05-24
2020,300065,20200,300065,1,30,5,10,1,3,2,20220.0,,,1.0,7,23,4,255,304,263,290,27,30,12,1,0,1,0,0,0,2021-10-30,N,13.53,0,0,0,0,1,1,1,39,226,45,5,0,20210711,2,8,6,1,227,34152669,5,6,1,9.07,N,S,N,67,SVN,7,0,N,0,N,0,0,0,0,,,,,2025-05-24
2017,300066,20170,300066,16,26,19,15,2,1,3,20240.0,,,3.0,1,42,4,181,222,201,219,18,19,2,1,0,1,1,0,1,2023-05-13,S,12.44,0,0,1,0,1,1,4,98,6,37,33,0,20200725,1,8,5,5,134,4259382,2,2,0,9.49,N,S,N,97,GAB,10,1,S,0,N,0,1,0,1,,2023-09-24,,2023-06-11,2025-05-24
2014,300067,20140,300067,64,50,33,7,2,3,4,,20210.0,,,1,64,8,190,244,213,225,12,25,9,0,0,1,0,0,0,2020-11-13,N,7.55,1,0,1,1,0,0,6,100,316,89,1,0,20200517,5,4,4,5,1,10770971,3,6,0,,N,N,N,82,PAN,7,0,N,1,S,0,0,0,1,,,,2023-09-21,2025-05-24
2010,300068,20100,300068,48,30,31,14,1,2,2,20200.0,,,3.0,3,23,5,316,324,323,327,4,18,0,1,0,1,0,0,0,2021-09-14,N,12.77,0,0,0,0,1,0,9,34,257,34,9,0,20221122,9,5,7,2,135,50666702,5,5,1,5.85,N,S,N,45,NOR,6,0,N,0,N,0,0,1,1,,,2020-01-22,2021-10-02,2025-05-24
2023,300069,20230,300069,34,17,79,14,1,5,3,20240.0,,,1.0,7,50,3,297,300,300,311,11,2,4,1,0,1,1,0,1,2022-08-04,S,6.53,0,0,1,0,1,0,5,100,452,85,19,0,20220316,7,3,6,2,248,80233330,3,1,0,8.22,N,S,N,52,EST,6,1,S,0,N,1,1,0,0,2020-04-02,2020-10-12,,,2025-05-24
2022,300070,20220,300070,49,16,50,12,1,2,3,20230.0,,,2.0,4,51,6,193,222,206,224,18,11,6,1,0,1,0,0,1,2020-08-14,S,10.8,0,0,0,0,1,0,9,4,419,71,19,0,20221025,10,6,1,1,248,40045602,4,5,0,8.94,N,S,N,75,PRY,4,1,S,0,N,1,0,0,1,2023-01-08,,,2023-08-12,2025-05-24
2015,300071,20150,300071,41,37,8,1,1,2,4,20210.0,,,4.0,5,20,3,214,257,251,276,25,8,2,1,0,1,1,0,0,2020-04-23,N,9.67,0,0,1,0,1,0,6,91,110,38,1,0,20200402,10,5,8,8,297,77619624,5,1,1,9.03,N,S,N,66,CAF,4,0,N,1,S,1,0,0,0,2023-09-02,,,,2025-05-24
2017,300072,20170,300072,10,48,77,7,2,1,4,20220.0,,,1.0,3,38,1,190,194,192,208,16,19,20,1,0,1,1,0,1,2023-03-21,S,8.12,0,0,0,0,1,0,3,51,37,4,38,0,20230512,6,8,4,7,181,4506531,4,3,0,6.48,N,S,N,88,ESP,3,1,S,0,N,1,1,1,1,2021-12-28,2021-09-30,2023-10-08,2021-03-08,2025-05-24
2016,300073,20160,300073,24,39,97,3,2,5,2,20210.0,,,5.0,1,45,2,313,344,321,335,14,20,16,1,0,1,1,0,1,2021-10-18,S,9.1,0,0,1,0,1,0,3,8,71,80,30,0,20220705,5,7,3,4,42,77324220,4,2,0,6.61,N,S,N,51,AND,1,1,S,0,N,0,1,0,0,,2023-03-15,,,2025-05-24
2013,300074,20130,300074,13,47,49,2,1,5,4,20200.0,,,2.0,3,53,2,247,302,272,291,19,9,17,1,0,1,1,0,1,2021-06-20,S,8.08,0,0,1,0,1,1,7,48,430,17,32,0,20211209,3,7,10,7,306,3051483,4,1,0,5.44,N,S,N,8,HTI,2,1,S,0,N,0,1,0,1,,2023-05-07,,2022-08-14,2025-05-24
2019,300075,20190,300075,10,25,14,11,1,3,3,20230.0,,,3.0,4,28,2,256,305,293,298,5,20,20,1,0,1,0,0,0,2020-07-04,N,7.0,0,0,1,0,1,1,2,51,359,67,9,0,20200708,2,4,10,9,96,8557710,6,2,2,8.03,N,S,N,54,MRT,5,0,N,1,S,0,1,1,0,,2022-10-21,2022-01-11,,2025-05-24
2018,300076,20180,300076,74,19,88,14,1,4,3,,,20200.0,,3,30,8,344,379,375,396,21,16,4,0,1,1,1,0,0,2023-11-15,N,10.22,0,0,0,0,0,0,10,97,408,15,12,1,20211130,4,5,10,1,414,31452485,2,4,0,,N,N,N,40,TUV,8,0,N,1,S,0,1,0,0,,2020-06-14,,,2025-05-24
2012,300077,20120,300077,40,23,67,5,1,1,2,20230.0,,,2.0,3,26,3,228,243,236,261,25,10,7,1,0,1,1,0,0,2021-05-25,N,7.39,0,0,0,0,1,0,7,3,218,40,3,0,20220816,9,2,4,4,99,4324134,6,4,2,8.97,N,S,N,70,BRN,2,0,N,1,S,0,0,0,0,,,,,2025-05-24
2018,300078,20180,300078,28,14,63,15,2,2,4,20240.0,,,3.0,5,35,7,225,230,225,228,3,6,5,1,0,1,1,0,1,2020-07-28,S,12.77,0,0,1,0,1,0,4,69,245,26,38,0,20200530,9,6,3,3,2,36997080,1,5,0,5.53,N,S,N,51,AND,10,1,S,1,S,1,1,0,0,2020-10-23,2023-09-10,,,2025-05-24
2021,300079,20210,300079,25,46,60,11,1,2,4,,20230.0,,,6,38,6,193,249,229,248,19,5,13,0,0,1,0,1,0,2020-11-15,N,7.27,1,0,0,1,0,1,6,60,130,1,4,0,20200926,2,6,3,5,390,61824078,2,4,0,,S,N,N,36,TUN,5,0,N,0,N,0,1,1,1,,2021-01-25,2021-03-16,2020-09-23,2025-05-24
2016,300080,20160,300080,3,19,22,5,1,1,2,20230.0,,,5.0,5,42,1,231,237,233,243,10,27,20,1,0,1,0,0,0,2023-04-04,N,7.06,0,0,1,0,1,0,8,28,207,55,32,0,20221115,2,4,9,2,3,24156684,5,2,1,5.13,N,S,N,33,LBR,4,0,N,0,N,0,1,1,1,,2021-09-02,2022-01-30,2022-09-25,2025-05-24
2023,300081,20230,300081,73,5,30,5,1,1,3,,20240.0,,,5,35,6,284,294,277,298,21,24,13,0,0,1,1,0,0,2022-03-29,N,7.12,1,1,1,1,0,0,5,95,74,64,14,0,20200504,6,3,5,2,171,60201634,3,4,0,,N,N,S,62,DMA,5,0,N,0,N,0,1,0,0,,2022-05-01,,,2025-05-24
2010,300082,20100,300082,54,31,94,11,2,5,5,20240.0,,,2.0,5,63,6,229,238,230,233,3,7,5,1,0,1,0,0,1,2021-06-30,S,7.17,0,0,1,0,1,1,5,25,495,8,41,0,20200731,4,1,1,2,116,38824283,2,1,0,6.42,N,S,N,18,ZAF,7,1,S,0,N,0,1,0,1,,2020-08-19,,2021-11-07,2025-05-24
2011,300083,20110,300083,76,50,3,3,1,4,4,,,20180.0,,7,56,6,209,261,163,178,15,2,7,0,1,1,0,0,0,2020-07-25,N,11.05,0,0,0,0,0,0,4,72,215,15,23,1,20200412,1,3,9,8,185,2921981,2,2,0,,N,N,N,36,TUN,2,0,N,0,N,1,0,0,1,2021-03-15,,,2020-06-10,2025-05-24
2010,300084,20100,300084,8,33,91,13,1,3,5,,,20210.0,,7,25,2,267,284,209,227,18,14,8,0,1,1,1,0,0,2021-12-07,N,13.57,0,0,0,0,0,1,7,40,296,56,28,0,20231102,3,6,4,6,244,7575790,2,3,0,,N,N,N,39,HUN,1,0,N,0,N,0,1,0,0,,2020-01-28,,,2025-05-24
2021,300085,20210,300085,34,10,8,11,1,4,4,20230.0,,,5.0,1,32,5,202,229,211,227,16,30,3,1,0,1,1,0,0,2023-06-20,N,10.41,0,0,1,0,1,0,10,3,28,100,48,0,20211225,10,5,8,6,465,77619624,5,5,1,7.92,N,S,N,54,MRT,10,0,N,0,N,0,1,1,1,,2021-04-18,2022-03-25,2020-04-06,2025-05-24
2022,300086,20220,300086,58,31,61,11,1,3,3,,,20230.0,,3,47,1,284,330,253,260,7,28,4,0,1,1,0,0,0,2020-06-23,N,5.89,0,0,1,0,0,0,8,47,98,50,45,0,20220417,3,1,5,2,30,46460773,3,5,0,,N,N,N,75,PRY,8,0,N,1,S,0,1,1,0,,2020-09-05,2023-12-02,,2025-05-24
2015,300087,20150,300087,27,8,81,15,2,4,1,20170.0,,,2.0,5,34,2,334,338,336,360,24,17,14,1,0,1,0,0,0,2021-08-04,N,6.94,0,0,0,0,1,1,4,49,156,40,47,0,20220620,8,7,4,7,262,94393484,6,5,2,5.91,N,S,N,85,NER,2,0,N,0,N,1,0,1,1,2020-10-24,,2022-02-19,2023-12-10,2025-05-24
2021,300088,20210,300088,12,40,19,4,2,5,1,20220.0,,,3.0,2,21,8,340,375,361,364,3,21,2,1,0,1,1,0,0,2022-04-21,N,7.74,0,0,1,0,1,1,8,41,297,37,26,0,20230824,2,2,3,7,258,4259382,5,4,1,9.9,N,S,N,75,PRY,6,0,N,1,S,1,1,0,0,2023-02-10,2020-12-02,,,2025-05-24
2020,300089,20200,300089,15,22,67,3,1,3,5,20210.0,,,4.0,6,41,8,332,336,334,363,29,29,3,1,0,1,1,0,1,2023-06-19,S,10.21,0,0,0,0,1,0,4,55,329,92,50,0,20211026,3,3,3,7,77,4324134,4,4,0,5.88,N,S,N,37,SLB,7,1,S,1,S,0,0,0,0,,,,,2025-05-24
2016,300090,20160,300090,52,32,35,2,2,3,1,20190.0,,,1.0,6,35,1,359,381,362,383,21,14,7,1,0,1,1,0,1,2020-06-22,S,11.9,0,0,1,0,1,0,10,25,378,57,20,0,20220922,7,6,8,9,201,88824290,1,4,0,8.34,N,S,N,78,GNQ,10,1,S,1,S,1,1,0,0,2020-10-17,2020-01-06,,,2025-05-24
2019,300091,20190,300091,100,21,87,10,1,1,1,20200.0,,,4.0,4,35,8,309,317,317,344,27,23,13,1,0,1,0,0,1,2020-01-30,S,7.82,0,0,0,0,1,1,4,46,414,25,41,0,20210512,9,3,2,8,335,58916591,2,5,0,5.06,N,S,N,46,MDV,8,1,S,0,N,1,1,1,1,2023-09-06,2020-03-29,2021-08-27,2023-07-27,2025-05-24
2021,300092,20210,300092,61,18,56,14,1,4,3,,,,,3,24,3,274,324,275,288,13,2,1,0,0,1,1,0,0,2022-06-19,N,9.63,0,0,1,0,0,0,3,100,367,5,12,0,20200613,9,6,7,1,125,71394920,3,1,0,,N,N,N,21,VNM,4,0,N,1,S,1,0,0,0,2021-05-03,,,,2025-05-24
2022,300093,20220,300093,81,19,56,2,1,4,3,,20240.0,,,7,65,6,238,270,260,260,0,0,12,0,0,1,1,0,0,2020-08-24,N,8.8,1,1,1,1,0,1,6,57,29,84,31,0,20210605,5,5,9,4,185,71394920,5,3,0,,N,N,S,9,ARG,4,0,N,0,N,1,0,1,0,2022-12-15,,2020-09-17,,2025-05-24
2020,300094,20200,300094,5,12,50,4,1,5,5,,,,,4,33,4,212,217,212,239,27,21,2,0,0,1,0,0,0,2022-10-11,N,10.43,0,0,0,0,0,1,2,87,303,19,27,0,20210916,9,3,7,7,52,40045602,2,4,0,,N,N,N,23,GTM,4,0,N,0,N,1,1,0,0,2021-06-07,2021-12-24,,,2025-05-24
2016,300095,20160,300095,8,16,80,3,1,5,3,20220.0,,,1.0,5,37,3,274,307,280,286,6,4,8,1,0,1,1,0,1,2023-01-10,S,7.22,0,0,1,0,1,1,2,65,448,7,10,0,20221023,3,4,10,5,132,90197485,2,2,0,8.87,N,S,N,77,NGA,3,1,S,1,S,0,1,1,0,,2020-11-08,2021-08-08,,2025-05-24
2011,300096,20110,300096,88,15,32,2,2,2,5,,20240.0,,,1,65,8,187,202,180,189,9,12,1,0,0,1,1,1,0,2020-07-23,N,9.69,1,0,1,1,0,1,4,70,265,77,23,0,20221112,7,8,7,6,459,50418290,1,5,0,,S,N,N,77,NGA,8,0,N,0,N,0,1,1,1,,2022-09-09,2023-12-21,2022-09-22,2025-05-24
2020,300097,20200,300097,93,17,52,15,2,4,5,20210.0,,,4.0,4,40,5,331,362,362,372,10,20,6,1,0,1,0,0,1,2021-05-24,S,5.17,0,0,1,0,1,0,1,56,409,68,18,0,20220204,5,6,2,8,296,90395620,4,6,0,6.23,N,S,N,33,LBR,7,1,S,1,S,1,1,1,1,2020-01-16,2021-08-22,2023-04-24,2023-10-03,2025-05-24
2022,300098,20220,300098,36,49,30,13,1,3,3,,,20230.0,,2,25,1,354,369,354,371,17,7,2,0,1,1,0,0,0,2020-02-06,N,7.26,0,0,1,0,0,0,8,55,224,73,28,0,20220116,10,8,3,2,213,60201634,6,1,0,,N,N,N,99,KWT,5,0,N,0,N,0,0,1,1,,,2023-08-28,2022-04-07,2025-05-24
2022,300099,20220,300099,73,41,76,7,2,3,3,,,20230.0,,1,21,4,232,262,242,243,1,3,8,0,1,1,1,0,0,2021-12-05,N,13.94,0,0,1,0,0,1,5,4,229,37,43,0,20210809,10,5,7,3,213,79717834,2,6,0,,N,N,N,83,BEL,8,0,N,0,N,1,1,1,1,2022-10-19,2022-03-21,2022-10-18,2023-05-24,2025-05-24
2016,300100,20160,300100,53,17,93,9,2,2,4,20220.0,,,1.0,6,33,4,337,386,374,385,11,22,10,1,0,1,0,0,0,2022-07-26,N,6.89,0,0,0,0,1,0,8,89,162,5,24,0,20230621,4,5,2,3,415,67631755,5,4,1,9.42,N,S,N,97,GAB,1,0,N,1,S,0,0,0,1,,,,2020-02-11,2025-05-24
2023,300101,20230,300101,58,18,82,14,2,5,4,,,,,1,49,3,360,396,307,326,19,10,15,0,0,1,0,0,0,2023-02-06,N,8.68,0,0,0,0,0,1,10,34,418,46,5,0,20220111,10,6,2,5,91,6533225,3,1,0,,N,N,N,49,BIH,2,0,N,1,S,0,1,1,1,,2020-10-07,2021-08-15,2021-03-17,2025-05-24
2022,300102,20220,300102,48,22,20,5,2,4,1,,,,,2,42,7,281,331,230,253,23,29,9,0,0,1,1,0,0,2022-02-10,N,7.53,0,0,1,0,0,1,3,61,373,78,12,0,20220425,8,8,9,1,380,38532662,3,2,0,,N,N,N,21,VNM,5,0,N,0,N,0,1,1,0,,2022-05-29,2020-03-14,,2025-05-24
2017,300103,20170,300103,25,15,68,7,2,5,4,20220.0,,,1.0,4,39,7,311,343,340,343,3,19,19,1,0,1,0,0,1,2020-05-30,S,9.48,0,0,0,0,1,0,1,89,81,1,5,0,20221010,3,4,5,6,18,88610233,1,5,0,9.02,N,S,N,33,LBR,8,1,S,0,N,0,1,1,0,,2023-02-13,2020-06-02,,2025-05-24
2021,300104,20210,300104,66,9,2,3,2,2,2,,20220.0,,,2,50,8,283,299,284,286,2,30,18,0,0,1,0,0,0,2020-04-30,N,5.18,1,1,0,1,0,0,8,33,236,94,38,0,20220212,2,4,6,1,188,97077009,6,5,0,,N,N,S,35,IRQ,6,0,N,0,N,0,1,1,0,,2023-04-28,2020-01-08,,2025-05-24
2015,300105,20150,300105,63,40,44,13,2,1,1,20170.0,,,4.0,2,63,2,272,331,274,301,27,17,8,1,0,1,1,0,1,2022-05-13,S,10.79,0,0,0,0,1,1,7,20,135,94,40,0,20200721,4,2,2,8,378,70980044,1,4,0,7.03,N,S,N,9,ARG,6,1,S,0,N,0,1,1,1,,2022-04-17,2020-04-30,2023-11-15,2025-05-24
2010,300106,20100,300106,13,22,87,5,1,4,5,20230.0,,,2.0,5,48,4,194,236,236,253,17,27,12,1,0,1,0,0,1,2022-02-08,S,8.7,0,0,0,0,1,1,3,21,231,2,44,0,20200420,1,8,9,7,483,58916591,3,4,0,7.4,N,S,N,24,BLZ,9,1,S,1,S,1,1,0,0,2020-12-10,2021-10-25,,,2025-05-24
2011,300107,20110,300107,37,2,36,6,2,1,5,,,20200.0,,3,55,3,353,399,357,361,4,27,18,0,1,1,0,0,0,2021-05-24,N,11.95,0,0,1,0,0,0,7,21,280,42,4,0,20220123,10,2,9,5,49,72383656,4,2,0,,N,N,N,93,CHL,9,0,N,1,S,1,1,1,1,2022-02-06,2022-02-16,2022-04-07,2021-02-21,2025-05-24
2020,300108,20200,300108,98,47,51,14,1,5,3,,,20230.0,,3,49,4,341,384,375,376,1,27,4,0,1,1,0,0,0,2021-04-04,N,8.39,0,0,1,0,0,1,5,82,94,16,29,0,20200406,7,1,3,9,123,62143331,2,1,0,,N,N,N,40,TUV,2,0,N,0,N,1,1,0,1,2021-03-15,2022-10-30,,2021-12-12,2025-05-24
2010,300109,20100,300109,6,36,6,3,1,3,3,20210.0,,,5.0,6,22,6,212,250,218,243,25,26,19,1,0,1,1,0,1,2020-11-01,S,5.34,0,0,1,0,1,1,6,4,281,86,39,0,20210202,8,4,9,7,53,404729,4,1,0,7.12,N,S,N,87,MWI,4,1,S,0,N,0,1,1,0,,2023-12-11,2020-10-26,,2025-05-24
2018,300110,20180,300110,21,29,58,12,1,3,4,,20230.0,,,2,18,7,248,280,252,261,9,9,17,0,0,1,1,0,0,2021-11-19,N,5.68,1,0,1,1,0,0,2,3,199,64,25,0,20220422,6,4,5,6,147,30824989,5,6,0,,N,N,N,75,PRY,1,0,N,1,S,0,1,1,1,,2021-04-19,2022-07-26,2021-04-15,2025-05-24
2012,300111,20120,300111,94,6,41,2,2,4,2,20190.0,,,2.0,6,53,4,218,250,247,258,11,2,8,1,0,1,1,0,1,2022-06-07,S,12.25,0,0,1,0,1,0,2,97,110,62,26,0,20211214,5,5,10,7,18,23954324,2,3,0,5.75,N,S,N,19,CMR,9,1,S,1,S,0,0,0,0,,,,,2025-05-24
2020,300112,20200,300112,2,42,43,11,2,4,4,,,20230.0,,2,17,4,196,215,202,204,2,17,3,0,1,1,0,0,0,2020-09-15,N,5.5,0,0,0,0,0,0,7,78,321,66,3,1,20200209,6,5,4,8,440,52755436,3,4,0,,N,N,N,91,QAT,3,0,N,0,N,0,0,0,0,,,,,2025-05-24
2011,300113,20110,300113,24,24,31,11,1,4,2,20200.0,,,3.0,7,32,8,215,225,215,223,8,6,9,1,0,1,0,0,1,2020-09-19,S,10.83,0,0,0,0,1,0,9,87,108,36,24,0,20200305,7,7,3,10,298,50666702,2,4,0,6.32,N,S,N,64,FSM,8,1,S,0,N,1,0,0,0,2020-06-25,,,,2025-05-24
2014,300114,20140,300114,94,50,72,14,1,5,1,20190.0,,,1.0,3,51,7,188,230,200,214,14,2,1,1,0,1,1,0,0,2023-06-26,N,12.58,0,0,1,0,1,0,10,63,477,59,18,0,20231030,8,3,1,5,117,32301683,6,2,2,8.85,N,S,N,4,CUB,5,0,N,1,S,0,0,0,1,,,,2021-06-07,2025-05-24
2012,300115,20120,300115,63,4,16,9,2,2,4,,20130.0,,,1,43,4,244,246,231,243,12,18,20,0,0,1,1,0,0,2020-09-21,N,9.14,1,1,1,1,0,1,7,30,156,41,7,0,20210308,10,3,4,6,482,8087373,3,3,0,,N,N,S,73,GHA,7,0,N,0,N,0,1,1,1,,2020-11-22,2020-07-19,2021-06-04,2025-05-24
2020,300116,20200,300116,77,37,16,6,2,1,1,20230.0,,,2.0,7,48,1,254,282,260,276,16,25,20,1,0,1,1,0,0,2022-08-19,N,8.12,0,0,0,0,1,1,3,89,365,99,6,0,20211127,6,6,6,4,273,8087373,6,2,2,6.29,N,S,N,28,KAZ,8,0,N,1,S,0,1,0,0,,2020-11-16,,,2025-05-24
2020,300117,20200,300117,33,10,1,13,2,2,5,,,20220.0,,3,20,3,228,259,185,191,6,2,10,0,1,1,0,0,0,2020-02-14,N,7.24,0,0,1,0,0,0,2,58,332,41,13,1,20200209,3,8,4,7,252,41361818,4,1,0,,N,N,N,68,GRC,3,0,N,1,S,0,0,0,1,,,,2020-02-27,2025-05-24
2022,300118,20220,300118,3,20,29,15,1,2,3,,20230.0,,,1,27,3,194,242,201,202,1,18,9,0,0,1,0,0,0,2021-08-21,N,5.07,1,0,1,1,0,1,5,88,131,49,47,0,20200620,3,3,4,4,180,51335545,3,1,0,,N,N,N,58,BGR,7,0,N,0,N,0,1,1,1,,2020-06-11,2021-08-10,2020-01-08,2025-05-24
2015,300119,20150,300119,63,46,78,7,1,2,5,20190.0,,,3.0,4,19,5,185,196,192,216,24,28,2,1,0,1,0,0,0,2022-02-09,N,6.65,0,0,0,0,1,0,4,43,391,85,26,0,20210218,1,3,5,4,379,59920305,6,3,2,9.9,N,S,N,37,SLB,9,0,N,1,S,0,0,1,1,,,2020-03-23,2022-10-03,2025-05-24
2018,300120,20180,300120,44,28,50,2,1,1,3,,,20210.0,,6,31,5,320,331,311,316,5,14,2,0,1,1,0,0,0,2022-06-21,N,11.3,0,0,1,0,0,0,10,98,340,88,17,0,20220113,3,5,4,5,246,40045602,3,5,0,,N,N,N,13,MCO,9,0,N,0,N,1,0,0,0,2023-08-02,,,,2025-05-24
2014,300121,20140,300121,48,8,42,3,2,5,2,,,,,5,18,6,259,297,277,292,15,12,5,0,0,1,1,0,0,2021-09-16,N,10.26,0,0,1,0,0,1,2,37,321,34,4,0,20200416,3,4,5,3,154,72109613,2,3,0,,N,N,N,44,YEM,5,0,N,0,N,0,0,1,1,,,2020-05-15,2022-11-07,2025-05-24
2015,300122,20150,300122,2,43,59,14,1,1,2,,,20180.0,,4,53,5,355,379,377,384,7,23,15,0,1,1,0,0,0,2021-08-07,N,8.72,0,0,0,0,0,0,3,75,251,2,43,0,20221005,9,2,1,9,470,33220503,5,5,0,,N,N,N,75,PRY,2,0,N,1,S,0,0,1,0,,,2021-12-24,,2025-05-24
2020,300123,20200,300123,74,44,34,5,1,1,1,,,,,4,19,2,288,310,266,278,12,7,13,0,0,1,1,0,0,2021-04-09,N,6.11,0,0,1,0,0,1,5,94,352,77,40,0,20221114,5,8,9,5,106,91634516,3,1,0,,N,N,N,76,COM,5,0,N,1,S,1,1,1,0,2023-11-28,2023-02-02,2023-08-01,,2025-05-24
2016,300124,20160,300124,43,36,9,10,2,5,5,20180.0,,,1.0,2,46,2,350,359,353,356,3,30,10,1,0,1,0,0,1,2022-07-28,S,12.22,0,0,0,0,1,1,4,61,331,76,30,0,20220427,8,7,10,3,280,9801857,4,1,0,5.34,N,S,N,11,GIN,7,1,S,0,N,1,1,0,1,2020-11-02,2022-12-09,,2023-05-25,2025-05-24
2019,300125,20190,300125,92,11,14,2,1,3,3,20240.0,,,3.0,5,48,5,193,205,205,224,19,0,15,1,0,1,0,0,0,2023-09-03,N,10.3,0,0,0,0,1,0,3,29,53,79,45,0,20221026,2,1,7,10,106,8557710,6,3,2,7.04,N,S,N,8,HTI,8,0,N,1,S,0,1,0,1,,2021-07-31,,2023-05-25,2025-05-24
2015,300126,20150,300126,57,26,53,10,1,5,5,20170.0,,,4.0,7,63,7,316,356,319,326,7,25,4,1,0,1,0,0,1,2022-07-03,S,11.52,0,0,1,0,1,1,3,49,181,88,48,0,20200406,7,1,5,4,263,96515159,1,3,0,6.07,N,S,N,54,MRT,10,1,S,1,S,0,1,1,1,,2020-05-17,2020-01-17,2021-01-05,2025-05-24
2019,300127,20190,300127,67,36,27,4,1,1,1,20240.0,,,1.0,2,22,4,186,241,196,222,26,23,3,1,0,1,1,0,0,2020-11-01,N,12.11,0,0,0,0,1,0,7,53,452,96,2,0,20200329,10,8,2,1,63,56420024,5,5,1,8.83,N,S,N,57,MLI,8,0,N,0,N,0,0,1,1,,,2020-04-03,2020-02-16,2025-05-24
2016,300128,20160,300128,61,39,26,10,2,5,4,20230.0,,,5.0,3,21,1,185,192,192,217,25,26,9,1,0,1,1,0,1,2020-06-17,S,10.97,0,0,0,0,1,0,8,86,17,58,6,0,20220901,7,8,7,4,57,86688655,2,5,0,5.2,N,S,N,87,MWI,4,1,S,0,N,1,1,0,0,2022-10-13,2021-06-09,,,2025-05-24
2023,300129,20230,300129,14,17,65,1,1,4,4,,,20240.0,,1,36,7,207,228,194,215,21,10,10,0,1,1,1,0,0,2021-01-10,N,11.97,0,0,0,0,0,0,10,9,303,86,15,1,20210211,6,8,6,1,395,97311066,6,1,0,,N,N,N,18,ZAF,6,0,N,0,N,1,1,1,1,2023-05-13,2021-08-16,2021-03-16,2022-06-25,2025-05-24
2013,300130,20130,300130,15,6,14,5,1,5,3,,,20150.0,,2,57,1,261,275,208,232,24,13,6,0,1,1,1,0,0,2021-09-07,N,9.82,0,0,1,0,0,0,4,15,461,88,41,0,20230506,4,4,7,9,121,8557710,2,6,0,,N,N,N,61,CHN,5,0,N,0,N,0,0,0,0,,,,,2025-05-24
2015,300131,20150,300131,85,5,58,2,1,4,4,20220.0,,,1.0,6,57,4,223,264,223,235,12,0,20,1,0,1,0,0,0,2022-09-09,N,6.36,0,0,0,0,1,1,10,95,6,87,32,0,20231217,8,8,8,6,476,30824989,5,1,1,9.59,N,S,N,68,GRC,8,0,N,0,N,1,0,0,0,2022-11-07,,,,2025-05-24
2022,300132,20220,300132,94,33,2,1,2,4,5,,,20230.0,,3,46,1,192,244,208,209,1,2,11,0,1,1,1,0,0,2022-01-12,N,13.97,0,0,0,0,0,1,8,92,90,48,12,1,20230329,8,7,8,2,344,97077009,3,4,0,,N,N,N,33,LBR,3,0,N,1,S,1,0,1,1,2021-10-23,,2023-02-03,2023-09-26,2025-05-24
