ID_CURSO_ACADEMICO_NK,ID_ACUERDO_BILATERAL_NK,ID_AREA_ESTUDIOS_NK,ID_NIVEL_ESTUDIOS_NK,ID_CURSO_ACADEMICO,ID_ACUERDO_BILATERAL,ID_AREA_ESTUDIOS_MOVILIDAD,ID_NIVEL_ESTUDIOS_MOVILIDAD,IN_OUT,ID_UNIVERSIDAD_ACUERDO,ID_PAIS_UNIVERSIDAD_ACUERDO,ID_COLECTIVO_MOVILIDAD,ID_CURSO_INICIO_VIGENCIA,ID_CURSO_FIN_VIGENCIA,ID_FECHA_REFERENCIA,DURACION_ESTANCIA_ALUMNOS,DURACION_ESTANCIA_DOCENTES,HORAS_CLASE_SEMANA,FECHA_CARGA,ID_PROGRAMA_MOVILIDAD,ID_IDIOMA_NIVEL_PRINCIPAL,ID_IDIOMA_NIVEL_SECUNDARIO,ID_CENTRO,ID_FECHA_CARGA,ID_COLECTIVO_NK,ID_PROGRAMA_MOVILIDAD_NK,ID_UNIVERSIDAD_DESTINO_NK,ID_CURSO_ACADEMICO_INICIO_NK,ID_CURSO_ACADEMICO_FIN_NK,ENTRADA_SALIDA,COD_PLAZA_OFERTADA,COLECTIVO_OFERTA,ID_CENTRO_NK,ID_IDIOMA_1_NK,ID_NIVEL_IDIOMA_1_NK,ID_IDIOMA_2_NK,ID_NIVEL_IDIOMA_2_NK,ID_ALUMNO,ID_ALUMNO_NIP_NK,FLG_OFERTA_ALUMNOS,FLG_OFERTA_DOCENTES,FECHA_REFERENCIA,FLG_PLAZA_FICTICIA
2013,2012-6718,5,OTHER,20130,17,5,8,IN,54,78,1,20200,20200,20240915,6,2,13,2025-06-16 19:14:05.079997,7,9,18,31,20250616,ST,70,540,2020,2020,E,PLAZA-70-803,PAS,3100,2,3,3,6,144,97925,0,0,2024-09-15 19:14:05.079997,1
2011,2013-7054,19,MASTER,20110,18,19,2,OUT,73,60,2,20130,20160,20250226,10,4,11,2025-06-16 19:14:05.084997,9,2,8,26,20250616,TE,90,730,2013,2016,S,PLAZA-90-791,PDI,2600,1,2,2,2,241,14599,0,1,2025-02-26 19:14:05.084997,0
2014,2019-9666,9,GRADO,20140,20,9,1,OUT,5,35,3,20240,20240,20250108,6,3,2,2025-06-16 19:14:05.105999,10,9,9,17,20250616,TR,100,50,2024,2024,S,PLAZA-100-976,PAS,1700,2,3,2,3,789,76741,0,0,2025-01-08 19:14:05.105999,1
2016,2015-2188,6,GRADO1,20160,14,6,4,IN,31,25,3,20170,20240,20240719,5,5,6,2025-06-16 19:14:05.111996,3,11,19,22,20250616,TR,30,310,2017,2024,E,PLAZA-30-880,MIXTO,2200,2,5,4,1,271,89309,1,1,2024-07-19 19:14:05.111996,0
2020,2013-1958,20,POSGR,20200,2,20,6,IN,73,49,1,20220,20230,20241015,9,1,1,2025-06-16 19:14:05.117996,3,2,18,34,20250616,ST,30,730,2022,2023,E,PLAZA-30-481,MIXTO,3400,1,2,3,6,11,48908,1,1,2024-10-15 19:14:05.116995,1
2012,2023-4044,9,GRADO2,20120,6,9,5,IN,63,44,3,20210,20230,20241116,10,3,1,2025-06-16 19:14:05.123997,9,11,6,40,20250616,TR,90,630,2021,2023,E,PLAZA-90-360,PDI,4000,2,5,1,6,77,49640,0,1,2024-11-16 19:14:05.123997,1
2012,2012-8179,15,OTHER,20120,19,15,8,OUT,97,7,2,20220,20220,20240709,10,2,5,2025-06-16 19:14:05.129998,5,4,11,7,20250616,TE,50,970,2022,2022,S,PLAZA-50-126,PAS,700,1,4,2,5,20,90318,0,0,2024-07-09 19:14:05.129998,0
2022,2013-1958,10,OTHER,20220,2,10,8,OUT,9,47,4,20220,20240,20250411,12,4,18,2025-06-16 19:14:05.136995,8,6,17,15,20250616,RE,80,90,2022,2024,S,PLAZA-80-959,PDI,1500,1,6,3,5,996,65917,0,1,2025-04-11 19:14:05.135997,1
2020,2013-1958,18,DOCTO,20200,2,18,3,IN,79,10,3,20240,20240,20241213,12,5,16,2025-06-16 19:14:05.144009,4,10,17,39,20250616,TR,40,790,2024,2024,E,PLAZA-40-426,ESTUDIANTES,3900,2,4,3,5,57,76435,1,0,2024-12-13 19:14:05.143004,0
2015,2013-1958,7,POSGR,20150,2,7,6,IN,98,25,3,20140,20170,20240827,10,1,2,2025-06-16 19:14:05.150997,2,4,2,20,20250616,TR,20,980,2014,2017,E,PLAZA-20-466,PDI,2000,1,4,1,2,271,25987,0,1,2024-08-27 19:14:05.150997,1
2015,2016-9565,10,POSGR,20150,10,10,6,OUT,24,3,4,20120,20230,20240916,12,2,9,2025-06-16 19:14:05.156998,9,2,1,21,20250616,RE,90,240,2012,2023,S,PLAZA-90-106,MIXTO,2100,1,2,1,1,169,32596,1,1,2024-09-16 19:14:05.156998,1
2013,2014-4346,18,OTHER,20130,11,18,8,IN,34,80,2,20110,20140,20250313,6,3,3,2025-06-16 19:14:05.162999,7,11,11,8,20250616,TE,70,340,2011,2014,E,PLAZA-70-463,PDI,800,2,5,2,5,731,91227,0,1,2025-03-13 19:14:05.162999,1
2016,2012-4111,12,POSGR,20160,1,12,6,IN,61,67,2,20110,20170,20241001,10,4,19,2025-06-16 19:14:05.168998,10,13,3,8,20250616,TE,100,610,2011,2017,E,PLAZA-100-535,PDI,800,3,1,1,3,525,94675,0,1,2024-10-01 19:14:05.168998,1
2017,2019-1651,3,SHORT,20170,9,3,7,OUT,64,9,3,20190,20210,20240719,6,5,6,2025-06-16 19:14:05.174999,9,6,12,28,20250616,TR,90,640,2019,2021,S,PLAZA-90-557,PDI,2800,1,6,2,6,772,93674,0,1,2024-07-19 19:14:05.174999,1
2012,2012-4111,1,SHORT,20120,1,1,7,OUT,77,79,1,20140,20150,20240813,10,5,16,2025-06-16 19:14:05.180599,1,19,8,33,20250616,ST,10,770,2014,2015,S,PLAZA-10-247,PDI,3300,4,1,2,2,653,76303,0,1,2024-08-13 19:14:05.180599,1
2016,2014-4346,13,GRADO,20160,11,13,1,OUT,68,53,1,20160,20230,20250608,9,1,6,2025-06-16 19:14:05.186600,10,2,7,19,20250616,ST,100,680,2016,2023,S,PLAZA-100-561,PDI,1900,1,2,2,1,496,80808,0,1,2025-06-08 19:14:05.186600,0
2011,2012-4111,7,GRADO,20110,1,7,1,OUT,54,42,4,20130,20200,20250106,5,3,5,2025-06-16 19:14:05.193600,4,15,4,14,20250616,RE,40,540,2013,2020,S,PLAZA-40-550,MIXTO,1400,3,3,1,4,534,39066,1,1,2025-01-06 19:14:05.192599,1
2011,2016-2964,1,SHORT,20110,8,1,7,OUT,50,83,1,20140,20170,20250601,12,4,4,2025-06-16 19:14:05.198603,8,1,11,22,20250616,ST,80,500,2014,2017,S,PLAZA-80-657,PDI,2200,1,1,2,5,621,71479,0,1,2025-06-01 19:14:05.198603,1
2015,2010-9320,20,OTHER,20150,5,20,8,IN,1,8,1,20120,20130,20250317,12,4,13,2025-06-16 19:14:05.204601,10,1,12,37,20250616,ST,100,10,2012,2013,E,PLAZA-100-220,PAS,3700,1,1,2,6,306,85971,0,0,2025-03-17 19:14:05.204601,1
2012,2012-5915,12,MASTER,20120,13,12,2,OUT,37,22,2,20130,20190,20241024,10,4,17,2025-06-16 19:14:05.210600,1,1,15,34,20250616,TE,10,370,2013,2019,S,PLAZA-10-896,MIXTO,3400,1,1,3,3,943,59677,1,1,2024-10-24 19:14:05.210600,1
2011,2013-1958,2,GRADO,20110,2,2,1,IN,31,91,1,20200,20240,20250124,5,2,6,2025-06-16 19:14:05.216600,8,4,5,37,20250616,ST,80,310,2020,2024,E,PLAZA-80-823,PDI,3700,1,4,1,5,206,56010,0,1,2025-01-24 19:14:05.216600,0
2019,2023-4044,4,POSGR,20190,6,4,6,IN,32,39,4,20100,20110,20250115,5,2,10,2025-06-16 19:14:05.222603,5,14,7,27,20250616,RE,50,320,2010,2011,E,PLAZA-50-377,MIXTO,2700,3,2,2,1,754,16685,1,1,2025-01-15 19:14:05.222603,1
2014,2014-4346,10,SHORT,20140,11,10,7,OUT,41,2,4,20240,20240,20250522,5,3,3,2025-06-16 19:14:05.238601,7,4,17,46,20250616,RE,70,410,2024,2024,S,PLAZA-70-113,PDI,4600,1,4,3,5,52,29264,0,1,2025-05-22 19:14:05.238601,1
2021,2018-4492,12,POSGR,20210,16,12,6,IN,35,70,4,20190,20190,20250427,12,2,18,2025-06-16 19:14:05.244603,4,16,13,24,20250616,RE,40,350,2019,2019,E,PLAZA-40-819,ESTUDIANTES,2400,3,4,3,1,966,89289,1,0,2025-04-27 19:14:05.244603,1
2010,2019-1651,15,GRADO1,20100,9,15,4,OUT,57,40,1,20180,20230,20240911,10,4,5,2025-06-16 19:14:05.250595,4,6,1,38,20250616,ST,40,570,2018,2023,S,PLAZA-40-672,MIXTO,3800,1,6,1,1,980,92914,1,1,2024-09-11 19:14:05.250595,0
2024,2012-6718,18,POSGR,20240,17,18,6,OUT,39,53,3,20140,20190,20241007,9,4,9,2025-06-16 19:14:05.256602,7,19,8,40,20250616,TR,70,390,2014,2019,S,PLAZA-70-484,PAS,4000,4,1,2,2,171,21286,0,0,2024-10-07 19:14:05.256602,1
2010,2014-4346,17,POSGR,20100,11,17,6,OUT,47,37,4,20100,20210,20240919,9,1,20,2025-06-16 19:14:05.262598,2,16,1,43,20250616,RE,20,470,2010,2021,S,PLAZA-20-134,PAS,4300,3,4,1,1,880,25493,0,0,2024-09-19 19:14:05.262598,0
2010,2013-1958,2,SHORT,20100,2,2,7,IN,20,22,3,20190,20230,20250430,5,2,2,2025-06-16 19:14:05.268598,10,17,17,17,20250616,TR,100,200,2019,2023,E,PLAZA-100-597,ESTUDIANTES,1700,3,5,3,5,764,37620,1,0,2025-04-30 19:14:05.268598,1
2012,2018-4492,14,MASTER,20120,16,14,2,IN,48,3,4,20180,20220,20250530,6,3,15,2025-06-16 19:14:05.275344,4,6,13,37,20250616,RE,40,480,2018,2022,E,PLAZA-40-891,PAS,3700,1,6,3,1,625,29038,0,0,2025-05-30 19:14:05.275344,1
2012,2012-6718,3,SHORT,20120,17,3,7,OUT,44,1,4,20100,20170,20241117,6,2,8,2025-06-16 19:14:05.280861,4,8,2,7,20250616,RE,40,440,2010,2017,S,PLAZA-40-951,ESTUDIANTES,700,2,2,1,2,958,80175,1,0,2024-11-17 19:14:05.280861,0
2017,2013-5351,15,OTHER,20170,12,15,8,OUT,76,26,2,20160,20210,20241106,6,4,11,2025-06-16 19:14:05.285922,2,17,3,28,20250616,TE,20,760,2016,2021,S,PLAZA-20-527,PAS,2800,3,5,1,3,873,27990,0,0,2024-11-06 19:14:05.285922,1
2019,2017-2638,2,DOCTO,20190,15,2,3,OUT,51,75,2,20120,20240,20240619,12,5,18,2025-06-16 19:14:05.292861,4,7,7,35,20250616,TE,40,510,2012,2024,S,PLAZA-40-484,ESTUDIANTES,3500,2,1,2,1,425,61424,1,0,2024-06-19 19:14:05.291862,1
2018,2010-9320,15,POSGR,20180,5,15,6,OUT,2,43,2,20140,20140,20240717,6,4,20,2025-06-16 19:14:05.297473,2,3,15,18,20250616,TE,20,20,2014,2014,S,PLAZA-20-728,PAS,1800,1,3,3,3,446,92149,0,0,2024-07-17 19:14:05.297473,0
2021,2018-4492,5,SHORT,20210,16,5,7,OUT,47,97,1,20180,20180,20240630,5,2,18,2025-06-16 19:14:05.303457,1,16,20,38,20250616,ST,10,470,2018,2018,S,PLAZA-10-927,PAS,3800,3,4,4,2,886,18463,0,0,2024-06-30 19:14:05.303457,0
2013,2010-9320,16,GRADO2,20130,5,16,5,IN,73,72,3,20230,20230,20250311,6,2,9,2025-06-16 19:14:05.309461,8,7,18,22,20250616,TR,80,730,2023,2023,E,PLAZA-80-852,MIXTO,2200,2,1,3,6,169,56480,1,1,2025-03-11 19:14:05.308458,0
2023,2010-8811,18,POSGR,20230,4,18,6,OUT,12,7,3,20110,20210,20250325,6,4,17,2025-06-16 19:14:05.314457,10,16,20,11,20250616,TR,100,120,2011,2021,S,PLAZA-100-226,MIXTO,1100,3,4,4,2,716,69526,1,1,2025-03-25 19:14:05.314457,1
2024,2021-6138,19,DOCTO,20240,3,19,3,OUT,28,70,2,20210,20230,20250327,9,3,4,2025-06-16 19:14:05.320462,9,9,17,45,20250616,TE,90,280,2021,2023,S,PLAZA-90-483,PAS,4500,2,3,3,5,846,32987,0,0,2025-03-27 19:14:05.320462,1
2012,2016-2964,20,POSGR,20120,8,20,6,IN,98,20,4,20210,20240,20240712,10,1,11,2025-06-16 19:14:05.326457,3,3,13,42,20250616,RE,30,980,2021,2024,E,PLAZA-30-374,PAS,4200,1,3,3,1,20,33581,0,0,2024-07-12 19:14:05.326457,1
2019,2010-9320,4,GRADO,20190,5,4,1,IN,86,22,2,20180,20230,20240910,6,1,2,2025-06-16 19:14:05.333460,2,2,10,17,20250616,TE,20,860,2018,2023,E,PLAZA-20-388,PAS,1700,1,2,2,4,243,34484,0,0,2024-09-10 19:14:05.333460,0
2014,2015-2188,9,DOCTO,20140,14,9,3,IN,1,94,4,20220,20240,20250215,6,2,11,2025-06-16 19:14:05.340458,2,13,16,47,20250616,RE,20,10,2022,2024,E,PLAZA-20-548,PAS,4700,3,1,3,4,410,95631,0,0,2025-02-15 19:14:05.340458,0
2010,2014-4346,15,OTHER,20100,11,15,8,OUT,75,25,4,20110,20150,20240724,9,5,20,2025-06-16 19:14:05.347466,7,6,2,15,20250616,RE,70,750,2011,2015,S,PLAZA-70-520,ESTUDIANTES,1500,1,6,1,2,883,93521,1,0,2024-07-24 19:14:05.347466,1
2019,2010-8811,15,GRADO1,20190,4,15,4,IN,24,43,3,20190,20220,20241217,10,4,2,2025-06-16 19:14:05.354459,4,2,12,11,20250616,TR,40,240,2019,2022,E,PLAZA-40-755,MIXTO,1100,1,2,2,6,173,26254,1,1,2024-12-17 19:14:05.354459,1
2011,2012-5915,5,DOCTO,20110,13,5,3,OUT,86,13,1,20210,20210,20240921,10,2,6,2025-06-16 19:14:05.360457,2,3,11,23,20250616,ST,20,860,2021,2021,S,PLAZA-20-324,PDI,2300,1,3,2,5,673,29222,0,1,2024-09-21 19:14:05.360457,0
2023,2014-4346,2,GRADO,20230,11,2,1,OUT,10,68,2,20110,20110,20250501,6,1,18,2025-06-16 19:14:05.366458,2,4,15,31,20250616,TE,20,100,2011,2011,S,PLAZA-20-917,PAS,3100,1,4,3,3,942,62959,0,0,2025-05-01 19:14:05.366458,1
2013,2018-4492,20,SHORT,20130,16,20,7,IN,48,9,4,20100,20150,20241122,5,1,9,2025-06-16 19:14:05.373065,3,6,10,14,20250616,RE,30,480,2010,2015,E,PLAZA-30-328,ESTUDIANTES,1400,1,6,2,4,805,47969,1,0,2024-11-22 19:14:05.373065,1
2013,2019-1651,7,MASTER,20130,9,7,2,IN,19,66,4,20160,20210,20240817,12,5,20,2025-06-16 19:14:05.379063,1,5,7,1,20250616,RE,10,190,2016,2021,E,PLAZA-10-540,PDI,100,1,5,2,1,201,66070,0,1,2024-08-17 19:14:05.379063,0
2012,2010-8811,8,DOCTO,20120,4,8,3,IN,89,80,4,20170,20210,20250430,12,1,1,2025-06-16 19:14:05.386062,8,17,14,1,20250616,RE,80,890,2017,2021,E,PLAZA-80-516,PAS,100,3,5,3,2,549,73710,0,0,2025-04-30 19:14:05.386062,0
2023,2019-1651,17,GRADO,20230,9,17,1,OUT,70,82,3,20210,20210,20250309,9,5,19,2025-06-16 19:14:05.394062,2,12,7,50,20250616,TR,20,700,2021,2021,S,PLAZA-20-580,PDI,5000,2,6,2,1,502,74834,0,1,2025-03-09 19:14:05.394062,0
2022,2010-9320,10,GRADO2,20220,5,10,5,OUT,24,60,2,20120,20130,20250509,10,3,19,2025-06-16 19:14:05.400706,2,5,2,33,20250616,TE,20,240,2012,2013,S,PLAZA-20-338,ESTUDIANTES,3300,1,5,1,2,265,35801,1,0,2025-05-09 19:14:05.400706,1
2014,2019-9666,2,POSGR,20140,20,2,6,IN,58,39,2,20220,20240,20241204,5,3,6,2025-06-16 19:14:05.407196,3,11,20,35,20250616,TE,30,580,2022,2024,E,PLAZA-30-887,MIXTO,3500,2,5,4,2,584,47108,1,1,2024-12-04 19:14:05.407196,1
2014,2012-5915,20,SHORT,20140,13,20,7,OUT,73,55,1,20120,20200,20241207,10,5,7,2025-06-16 19:14:05.412923,10,15,2,23,20250616,ST,100,730,2012,2020,S,PLAZA-100-649,MIXTO,2300,3,3,1,2,184,92481,1,1,2024-12-07 19:14:05.412923,1
2020,2017-2638,9,OTHER,20200,15,9,8,IN,39,82,3,20150,20210,20250405,5,3,17,2025-06-16 19:14:05.418923,10,10,4,42,20250616,TR,100,390,2015,2021,E,PLAZA-100-483,ESTUDIANTES,4200,2,4,1,4,454,87258,1,0,2025-04-05 19:14:05.418923,1
2022,2013-1958,2,SHORT,20220,2,2,7,OUT,93,34,2,20150,20240,20240828,6,5,13,2025-06-16 19:14:05.424922,1,14,8,46,20250616,TE,10,930,2015,2024,S,PLAZA-10-541,MIXTO,4600,3,2,2,2,601,64862,1,1,2024-08-28 19:14:05.424922,0
2021,2013-7054,13,DOCTO,20210,18,13,3,OUT,90,75,4,20230,20240,20240728,5,3,18,2025-06-16 19:14:05.430923,7,14,6,32,20250616,RE,70,900,2023,2024,S,PLAZA-70-161,PDI,3200,3,2,1,6,140,88321,0,1,2024-07-28 19:14:05.430923,0
2022,2012-8179,20,OTHER,20220,19,20,8,OUT,31,75,2,20120,20180,20240730,10,4,4,2025-06-16 19:14:05.437932,5,11,14,39,20250616,TE,50,310,2012,2018,S,PLAZA-50-223,PDI,3900,2,5,3,2,679,97499,0,1,2024-07-30 19:14:05.437932,1
2023,2012-6718,13,POSGR,20230,17,13,6,OUT,42,91,1,20120,20170,20250203,5,4,13,2025-06-16 19:14:05.444929,2,5,1,22,20250616,ST,20,420,2012,2017,S,PLAZA-20-619,MIXTO,2200,1,5,1,1,136,34463,1,1,2025-02-03 19:14:05.444929,1
2020,2017-2638,8,GRADO1,20200,15,8,4,IN,43,81,2,20240,20240,20250331,6,3,6,2025-06-16 19:14:05.455927,10,18,12,18,20250616,TE,100,430,2024,2024,E,PLAZA-100-700,PDI,1800,3,6,2,6,33,28659,0,1,2025-03-31 19:14:05.455927,0
2021,2010-8811,16,GRADO1,20210,4,16,4,OUT,59,16,4,20100,20190,20240713,5,3,3,2025-06-16 19:14:05.461923,3,13,13,40,20250616,RE,30,590,2010,2019,S,PLAZA-30-503,MIXTO,4000,3,1,3,1,445,89522,1,1,2024-07-13 19:14:05.460926,1
2022,2018-4492,17,GRADO2,20220,16,17,5,IN,54,77,2,20120,20180,20240624,5,3,4,2025-06-16 19:14:05.467923,4,3,3,39,20250616,TE,40,540,2012,2018,E,PLAZA-40-975,MIXTO,3900,1,3,1,3,840,56352,1,1,2024-06-24 19:14:05.467923,1
2021,2012-8179,19,MASTER,20210,19,19,2,OUT,28,62,4,20130,20190,20240831,10,2,4,2025-06-16 19:14:05.473922,3,16,8,32,20250616,RE,30,280,2013,2019,S,PLAZA-30-595,MIXTO,3200,3,4,2,2,960,85572,1,1,2024-08-31 19:14:05.473922,0
2011,2019-2113,19,GRADO1,20110,7,19,4,IN,90,48,3,20140,20230,20250116,6,5,11,2025-06-16 19:14:05.479922,5,4,19,33,20250616,TR,50,900,2014,2023,E,PLAZA-50-284,ESTUDIANTES,3300,1,4,4,1,677,84557,1,0,2025-01-16 19:14:05.479922,0
2018,2019-2113,10,MASTER,20180,7,10,2,IN,19,24,4,20150,20160,20250614,6,4,5,2025-06-16 19:14:05.485922,5,8,8,27,20250616,RE,50,190,2015,2016,E,PLAZA-50-640,PAS,2700,2,2,2,2,108,94233,0,0,2025-06-14 19:14:05.485922,0
2021,2010-8811,5,DOCTO,20210,4,5,3,OUT,41,29,1,20230,20230,20241214,9,5,1,2025-06-16 19:14:05.493922,3,4,8,46,20250616,ST,30,410,2023,2023,S,PLAZA-30-588,ESTUDIANTES,4600,1,4,2,2,919,35401,1,0,2024-12-14 19:14:05.493922,1
2014,2021-6138,6,GRADO1,20140,3,6,4,IN,93,86,1,20150,20190,20250401,9,4,9,2025-06-16 19:14:05.499924,10,9,19,47,20250616,ST,100,930,2015,2019,E,PLAZA-100-740,ESTUDIANTES,4700,2,3,4,1,808,95681,1,0,2025-04-01 19:14:05.499924,0
2022,2019-1651,1,GRADO2,20220,9,1,5,OUT,57,99,1,20240,20240,20250504,10,2,20,2025-06-16 19:14:05.506923,3,12,18,44,20250616,ST,30,570,2024,2024,S,PLAZA-30-511,PDI,4400,2,6,3,6,990,27206,0,1,2025-05-04 19:14:05.506923,0
2019,2018-4492,16,OTHER,20190,16,16,8,IN,85,42,4,20140,20150,20240801,5,3,7,2025-06-16 19:14:05.512922,7,4,15,8,20250616,RE,70,850,2014,2015,E,PLAZA-70-383,ESTUDIANTES,800,1,4,3,3,101,34454,1,0,2024-08-01 19:14:05.511923,0
2017,2012-6718,3,SHORT,20170,17,3,7,IN,93,43,2,20120,20210,20240713,12,5,20,2025-06-16 19:14:05.517922,2,20,5,21,20250616,TE,20,930,2012,2021,E,PLAZA-20-846,ESTUDIANTES,2100,4,2,1,5,76,74854,1,0,2024-07-13 19:14:05.517922,0
2021,2019-9666,15,MASTER,20210,20,15,2,IN,68,11,3,20160,20240,20240619,6,3,2,2025-06-16 19:14:05.522925,4,14,2,41,20250616,TR,40,680,2016,2024,E,PLAZA-40-731,ESTUDIANTES,4100,3,2,1,2,68,75349,1,0,2024-06-19 19:14:05.522925,1
2011,2019-2113,3,OTHER,20110,7,3,8,IN,81,96,4,20150,20170,20240731,10,2,7,2025-06-16 19:14:05.528923,8,12,9,13,20250616,RE,80,810,2015,2017,E,PLAZA-80-968,ESTUDIANTES,1300,2,6,2,3,992,90384,1,0,2024-07-31 19:14:05.528923,1
2021,2017-2638,17,DOCTO,20210,15,17,3,OUT,14,28,2,20100,20180,20250217,6,4,1,2025-06-16 19:14:05.533922,9,13,16,2,20250616,TE,90,140,2010,2018,S,PLAZA-90-139,MIXTO,200,3,1,3,4,34,79308,1,1,2025-02-17 19:14:05.533922,0
2011,2018-4492,4,OTHER,20110,16,4,8,OUT,91,97,2,20240,20240,20241105,10,2,6,2025-06-16 19:14:05.548926,3,1,2,41,20250616,TE,30,910,2024,2024,S,PLAZA-30-204,ESTUDIANTES,4100,1,1,1,2,470,24129,1,0,2024-11-05 19:14:05.548926,0
2016,2013-7054,12,GRADO1,20160,18,12,4,IN,37,87,2,20150,20200,20241227,12,2,14,2025-06-16 19:14:05.555927,7,6,5,23,20250616,TE,70,370,2015,2020,E,PLAZA-70-949,PDI,2300,1,6,1,5,293,80868,0,1,2024-12-27 19:14:05.555927,0
2015,2015-2188,4,GRADO,20150,14,4,1,OUT,19,77,3,20100,20130,20240911,5,4,3,2025-06-16 19:14:05.561928,5,6,14,24,20250616,TR,50,190,2010,2013,S,PLAZA-50-235,PDI,2400,1,6,3,2,205,34434,0,1,2024-09-11 19:14:05.561928,0
2014,2017-2638,3,OTHER,20140,15,3,8,OUT,39,100,2,20170,20230,20250226,5,4,6,2025-06-16 19:14:05.567924,4,19,18,23,20250616,TE,40,390,2017,2023,S,PLAZA-40-114,ESTUDIANTES,2300,4,1,3,6,405,67335,1,0,2025-02-26 19:14:05.567924,1
2011,2017-2638,5,GRADO2,20110,15,5,5,OUT,15,44,2,20170,20200,20240916,12,4,19,2025-06-16 19:14:05.573921,3,2,15,46,20250616,TE,30,150,2017,2020,S,PLAZA-30-222,ESTUDIANTES,4600,1,2,3,3,514,78693,1,0,2024-09-16 19:14:05.573921,0
2011,2012-4111,17,GRADO1,20110,1,17,4,IN,38,3,1,20220,20240,20241119,5,1,12,2025-06-16 19:14:05.580515,4,17,7,43,20250616,ST,40,380,2022,2024,E,PLAZA-40-135,ESTUDIANTES,4300,3,5,2,1,973,94673,1,0,2024-11-19 19:14:05.580515,0
2013,2016-9565,15,POSGR,20130,10,15,6,OUT,47,71,3,20160,20180,20250408,12,3,3,2025-06-16 19:14:05.585520,9,20,12,4,20250616,TR,90,470,2016,2018,S,PLAZA-90-209,MIXTO,400,4,2,2,6,877,95739,1,1,2025-04-08 19:14:05.585520,0
2020,2021-6138,20,DOCTO,20200,3,20,3,OUT,67,16,2,20100,20150,20250220,9,1,1,2025-06-16 19:14:05.592516,5,13,13,6,20250616,TE,50,670,2010,2015,S,PLAZA-50-172,PDI,600,3,1,3,1,758,77590,0,1,2025-02-20 19:14:05.592516,0
2017,2012-8179,16,POSGR,20170,19,16,6,IN,31,60,2,20140,20200,20240826,9,4,11,2025-06-16 19:14:05.598515,5,9,13,12,20250616,TE,50,310,2014,2020,E,PLAZA-50-820,MIXTO,1200,2,3,3,1,979,34575,1,1,2024-08-26 19:14:05.598515,0
2010,2018-4492,10,POSGR,20100,16,10,6,IN,63,97,2,20220,20220,20250308,10,1,13,2025-06-16 19:14:05.605519,9,20,4,10,20250616,TE,90,630,2022,2022,E,PLAZA-90-200,PDI,1000,4,2,1,4,872,69017,0,1,2025-03-08 19:14:05.605519,0
2024,2015-2188,19,POSGR,20240,14,19,6,IN,37,20,1,20190,20230,20250112,12,4,4,2025-06-16 19:14:05.612516,6,4,7,6,20250616,ST,60,370,2019,2023,E,PLAZA-60-560,PAS,600,1,4,2,1,367,10372,0,0,2025-01-12 19:14:05.612516,1
2014,2010-8811,7,GRADO1,20140,4,7,4,OUT,84,82,1,20170,20220,20240723,10,1,5,2025-06-16 19:14:05.618516,6,2,12,39,20250616,ST,60,840,2017,2022,S,PLAZA-60-292,ESTUDIANTES,3900,1,2,2,6,219,66397,1,0,2024-07-23 19:14:05.618516,1
2023,2012-8179,19,DOCTO,20230,19,19,3,OUT,59,29,4,20100,20150,20240929,10,1,1,2025-06-16 19:14:05.625516,8,14,8,35,20250616,RE,80,590,2010,2015,S,PLAZA-80-172,ESTUDIANTES,3500,3,2,2,2,199,40021,1,0,2024-09-29 19:14:05.625516,0
2022,2010-9320,8,MASTER,20220,5,8,2,IN,66,57,1,20170,20240,20241020,12,4,7,2025-06-16 19:14:05.631516,10,9,1,30,20250616,ST,100,660,2017,2024,E,PLAZA-100-476,MIXTO,3000,2,3,1,1,827,10552,1,1,2024-10-20 19:14:05.631516,1
2010,2023-4044,10,OTHER,20100,6,10,8,OUT,93,95,1,20170,20230,20250616,9,3,16,2025-06-16 19:14:05.636517,3,15,18,39,20250616,ST,30,930,2017,2023,S,PLAZA-30-164,MIXTO,3900,3,3,3,6,403,67835,1,1,2025-06-16 19:14:05.636517,1
2011,2023-4044,12,GRADO1,20110,6,12,4,OUT,43,96,1,20120,20210,20240626,10,2,8,2025-06-16 19:14:05.643514,9,2,3,2,20250616,ST,90,430,2012,2021,S,PLAZA-90-261,PDI,200,1,2,1,3,173,17010,0,1,2024-06-26 19:14:05.643514,0
2015,2010-8811,5,POSGR,20150,4,5,6,IN,32,35,3,20190,20230,20240710,10,2,12,2025-06-16 19:14:05.651517,6,18,18,11,20250616,TR,60,320,2019,2023,E,PLAZA-60-946,MIXTO,1100,3,6,3,6,628,41610,1,1,2024-07-10 19:14:05.651517,1
2015,2017-2638,17,POSGR,20150,15,17,6,IN,29,52,2,20190,20190,20250120,9,1,18,2025-06-16 19:14:05.658516,3,3,6,13,20250616,TE,30,290,2019,2019,E,PLAZA-30-375,MIXTO,1300,1,3,1,6,120,98215,1,1,2025-01-20 19:14:05.658516,1
2019,2013-7054,7,OTHER,20190,18,7,8,IN,45,81,4,20120,20120,20241231,12,1,6,2025-06-16 19:14:05.664516,2,1,8,15,20250616,RE,20,450,2012,2012,E,PLAZA-20-459,MIXTO,1500,1,1,2,2,150,46648,1,1,2024-12-31 19:14:05.664516,1
