ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_ALUMNO,ID_EXPEDIENTE_ACADEMICO,ID_PLAN_ESTUDIO,ID_CENTRO,ID_PAIS_NACIONALIDAD,ID_ASIGNATURA,ID_CLASE_ASIGNATURA,ID_TIPO_ACCESO,ID_CURSO_ACADEMICO_COHORTE,ID_POBLACION_FAMILIAR,ID_FECHA_MATRICULA,SEXO,ID_SEXO,EDAD,CREDITOS,CURSO_ORDEN,CURSO_MAS_ALTO_MATRICULADO,NUMERO_MATRICULAS,ID_MODALIDAD_PLAN_NK,ID_GRUPO,FLG_CAMBIO_CICLO_GRADO,FLG_TRASLADO_MISMO_ESTUDIO,ID_TIPO_ESTUDIO_NK,ID_PROGRAMA_MOVILIDAD_NK,SN_COORDINADOR,ID_UNIVERSIDAD_ORIGEN,SN_PROGRAMA_INTERNACIONAL,ID_PAIS_BACH_PROCEDENCIA_NK,ID_TIPO_ESTUDIO,NUM_REGS_GRANO,ID_PAIS_BACH_PROCEDENCIA,FECHA_CARGA,ID_ESTUDIO_PREVIO,ID_TIPO_CENTRO,SN_NUEVO_INGRESO,ID_POBLACION_CENTRO,ID_UNIVERSIDAD_ORIGEN_NK,ID_DETALLE_CUPO_GENERAL_NK,ID_ASIGNATURA_NK,SN_DOCTORADO_VIGENTE,ID_DEDICACION,SN_MULTIPLE_TITULACION,ID_TITULO_PREVIO_MASTER_NK,ID_PLAN_GRUPO_MATRICULA_NK,ID_CENTRO_NK,ID_DEDICACION_NK,ID_PLAN_ESTUDIO_ANO_DATOS,FLG_MOVILIDAD_IN,FLG_ESTUDIANTE_INTERNACIONAL,SN_ESTUDIANTE_INTERNACIONAL,ID_RANGO_NOTA_CRUE,FLG_COORDINADOR,ID_PLAN_GRUPO_MATRICULA,FLG_EQUIVALENTE_TC_SIIU_MOV,SN_PROG_MOVILIDAD,COD_POSTAL_CURSO,FLG_NUEVO_ACCESO_SUE,SN_CAMBIO_CICLO_GRADO_NUEVO,ANYO_ACCESO_SUE,ID_CENTRO_IMPARTICION_NK,FLG_EQUIVALENTE_TC_SIIU,ID_EDAD_EST,ID_PAIS_FAMILIAR,SN_MASTER_HABILITANTE,SN_DISCAPACIDAD,ID_RAMA_CONOCIMIENTO,SN_TRASLADO_MISMO_ESTUDIO,ORDEN_BOE_PLAN,ID_ESTUDIO_NK,COD_POSTAL_FAMILIAR,SN_MOVILIDAD_IN,FLG_INTERUNIVERSITARIO,ID_FECHA_CARGA,ID_DETALLE_CUPO_GENERAL,ID_CAMPUS_CENTRO,ID_ESTUDIO,FLG_NUEVO_INGRESO,SN_NUEVO_ACCESO_SUE,ID_TIPO_ACCESO_NK,ID_PAIS_UNIVERSIDAD_ORIGEN,FLG_DISCAPACIDAD,ID_TIPO_ASIGNATURA,ID_PAIS_FAMILIAR_NK,FLG_MULTIPLE_TITULACION,ID_TITULO_PREVIO_MASTER,ID_PLAN_ESTUDIO_NK,CURSO_IMPARTICION_ASIG,ID_PERSONA_NIP_NK,NUM_REGS_GRANO_MOV,SUPER_EXPEDIENTE,ID_PAIS_UNIVERSIDAD_ORIGEN_NK,SN_CAMBIO_CICLO_GRADO,FLG_EN_PROGRAMA_MOVILIDAD,ID_MODALIDAD_PLAN,SN_INTERUNIVERSITARIO,RANGO_NUM_MATRICULAS
2018,44,20180,73,44,25,27,24,435,5,10,20180,205,20190706,M,2,45,6.9,3,2,2,VIR,2,0,1,10,,S,,,BLZ,10,1,24,2023-03-31,8,5,S,206,,DC07,435,S,3,N,,80,27,3,12,0,1,S,3,1,74,0.0,N,45323,1,N,2013,27,0.0,1,24,N,N,13,S,BOE-2016-034,41,20551,N,1,20230331,7,8,41,1,S,PAU,,0,7,BLZ,0,,25,3,15601471,0,719774,,N,0,3,S,2
2010,45,20100,92,45,77,32,56,361,2,7,20150,111,20110627,H,1,42,11.5,2,3,1,PRE,6,0,0,8,20.0,N,44.0,S,LIE,8,1,56,2022-04-27,8,5,N,146,440.0,DC03,361,N,3,N,,40,32,3,32,0,1,S,2,0,44,0.0,S,08152,1,N,2010,32,1.0,5,13,N,S,4,N,BOE-2016-130,43,36989,N,0,20220427,3,2,43,0,N,PAU,47.0,1,5,MCO,0,,77,2,90297353,0,841618,PRT,N,1,1,N,1
2010,46,20100,88,46,48,7,22,1,5,1,20220,3,20110811,H,1,5,11.6,2,4,1,VIR,20,0,0,7,100.0,N,62.0,S,FIN,7,1,22,2020-12-28,2,1,N,96,620.0,DC06,1,N,5,N,,79,7,5,3,1,0,N,4,0,25,0.62,S,21231,0,N,2010,7,0.0,1,22,N,S,10,N,BOE-2018-200,21,12597,S,0,20201228,6,3,21,0,S,PAU,85.0,1,5,FIN,0,,48,2,75686878,1,790474,NER,N,1,3,N,1
2021,47,20210,97,47,76,7,67,47,3,15,20220,270,20220518,M,2,26,5.9,4,2,2,PRE,19,1,1,10,70.0,S,28.0,S,SVN,10,1,67,2020-02-18,5,7,S,52,280.0,DC09,47,N,5,S,,23,7,5,24,0,1,S,5,1,96,0.0,S,41379,0,S,2010,7,0.0,9,67,N,S,11,S,BOE-2010-025,37,15796,N,0,20200218,9,9,37,1,S,PAU,54.0,1,9,SVN,1,,76,4,34152669,0,660245,MRT,S,1,1,N,2
2021,48,20210,41,48,10,46,27,254,2,10,20190,328,20220216,H,1,27,11.3,1,2,3,PRE,1,1,0,1,,N,,,SLV,1,1,27,2020-04-01,5,7,S,177,,DC02,254,N,2,S,,53,46,2,4,1,1,S,4,0,89,0.88,N,11540,1,S,2020,46,0.0,8,27,S,N,15,N,BOE-2013-250,40,27407,S,1,20200401,2,7,40,1,S,PAU,,0,1,SLV,1,,10,1,81300905,1,983566,,S,0,1,S,3
2015,49,20150,22,49,95,17,88,367,4,5,20120,275,20160505,H,1,59,10.4,2,1,3,SEM,2,0,0,5,,N,,,ESP,5,1,88,2020-08-11,3,5,S,31,,DC03,367,S,1,N,,99,17,1,48,1,1,S,4,0,77,0.68,N,49487,1,N,2013,17,0.0,6,88,S,N,13,N,BOE-2015-023,19,19338,S,0,20200811,3,9,19,1,N,PAU,,0,10,ESP,0,,95,2,41178850,1,860123,,N,0,2,N,3
2013,50,20130,43,50,85,47,57,13,4,2,20230,432,20140115,M,2,15,11.7,1,1,3,PRE,13,0,0,10,90.0,S,67.0,S,MLI,10,1,57,2020-03-19,8,5,N,37,670.0,DC10,13,N,5,N,,88,47,5,42,1,0,N,5,1,83,0.82,S,22179,0,N,2010,47,1.0,9,57,S,S,3,N,BOE-2021-122,16,30725,S,1,20200319,10,5,16,0,S,PAU,41.0,1,9,MLI,0,,85,1,55813853,1,571514,MOZ,N,1,1,S,3
2024,51,20240,21,51,48,48,3,222,3,3,20230,22,20250107,H,1,64,4.9,4,4,2,SEM,5,1,1,7,80.0,N,74.0,S,ISL,7,1,3,2021-11-22,5,4,S,310,740.0,DC03,222,N,4,N,,14,48,4,14,1,1,S,2,0,51,0.94,S,04010,1,S,2018,48,1.0,10,3,N,S,3,S,BOE-2023-320,30,05307,S,0,20211122,3,8,30,1,N,PAU,53.0,1,9,ISL,0,,48,4,62464258,1,414908,KGZ,S,1,2,N,2
2020,52,20200,73,52,99,10,83,206,5,13,20110,411,20200109,M,2,46,9.9,4,3,3,VIR,11,0,0,3,,S,,,BEL,3,1,83,2020-04-18,2,6,N,362,,DC05,206,N,4,N,T76304,58,10,4,35,0,1,S,3,1,80,0.0,N,31797,0,N,2012,10,0.0,5,83,S,S,4,N,BOE-2012-149,13,30412,N,1,20200418,5,10,13,0,N,PAU,,1,7,BEL,0,11.0,99,4,15601471,0,837781,,N,0,3,S,3
2020,53,20200,19,53,57,7,97,21,2,15,20150,196,20200311,H,1,18,11.4,2,4,1,HYB,6,1,0,7,90.0,N,77.0,S,GAB,7,1,97,2020-12-28,10,3,S,177,770.0,DC07,21,N,1,N,,33,7,1,14,1,1,S,5,0,54,0.63,S,17358,1,S,2019,7,1.0,5,97,S,N,10,N,BOE-2010-251,31,15977,S,1,20201228,7,6,31,1,S,PAU,37.0,0,8,GAB,0,,57,2,89628735,1,645712,SLB,S,1,5,S,1
2010,54,20100,95,54,74,2,39,195,2,15,20240,241,20110516,M,2,43,10.7,4,4,3,PRE,3,1,1,7,,S,,,HUN,7,1,39,2021-07-30,3,5,S,94,,DC01,195,S,4,S,T75509,48,2,4,48,0,0,N,1,1,32,0.0,N,32926,0,S,2010,2,1.0,6,39,S,S,6,S,BOE-2022-122,25,44326,N,0,20210730,1,3,25,1,S,PAU,,1,1,HUN,1,95.0,74,4,2921981,0,699689,,S,0,1,N,3
2024,55,20240,96,55,11,12,12,368,1,1,20130,222,20240708,M,2,26,4.7,2,4,3,DIS,8,1,0,4,40.0,N,25.0,S,ITA,4,1,12,2022-11-05,3,1,N,83,250.0,DC05,368,N,1,N,,51,12,1,46,1,1,S,3,0,97,0.87,S,03491,0,S,2022,12,0.0,6,12,N,N,7,N,BOE-2016-260,44,05376,S,0,20221105,5,3,44,0,S,PAU,75.0,0,4,ITA,0,,11,2,53143336,1,730775,PRY,S,1,4,N,3
2010,56,20100,80,56,97,28,11,346,4,1,20170,382,20101117,H,1,41,5.4,3,4,2,VIR,1,1,1,2,30.0,N,42.0,N,GIN,2,1,11,2023-01-23,3,6,S,17,420.0,DC04,346,N,5,N,,41,28,5,6,1,0,N,4,0,54,0.61,S,04094,1,S,2010,28,1.0,5,50,N,N,11,S,BOE-2015-008,44,28671,S,0,20230123,4,3,44,1,S,PAU,37.0,0,6,NZL,0,,97,3,68501420,1,518820,SLB,S,1,3,N,2
2012,57,20120,39,57,71,18,30,98,4,10,20110,371,20120809,H,1,32,11.7,1,3,3,HYB,16,0,0,7,70.0,S,15.0,S,HND,7,1,30,2022-05-02,3,3,S,16,150.0,DC04,98,N,4,N,,3,18,4,26,1,0,N,3,1,73,0.78,S,24681,1,N,2011,18,0.0,3,20,N,N,11,N,BOE-2013-108,32,13621,S,1,20220502,4,2,32,1,N,PAU,64.0,0,7,TGO,0,,71,1,20560218,1,537256,FSM,N,1,5,S,3
2015,58,20150,66,58,13,25,97,76,5,6,20190,42,20151202,M,2,53,10.1,3,2,2,PRE,17,0,0,8,60.0,N,6.0,S,GAB,8,1,97,2021-12-30,1,5,N,100,60.0,DC05,76,N,1,N,T48679,32,25,1,21,0,1,S,2,0,68,0.0,S,27321,0,N,2011,25,0.0,8,97,S,N,8,N,BOE-2023-006,34,03898,N,1,20211230,5,5,34,0,N,PAU,98.0,0,8,GAB,0,75.0,13,3,76866717,0,834680,COL,N,1,1,S,2
2017,59,20170,98,59,41,7,36,234,3,4,20190,362,20181024,H,1,32,4.1,3,4,2,HYB,17,1,0,8,40.0,S,54.0,S,TUN,8,1,36,2021-10-25,3,3,N,83,540.0,DC03,234,N,5,N,,92,7,5,15,1,0,N,2,1,14,0.75,S,23675,0,S,2017,7,0.0,8,36,S,N,3,N,BOE-2015-183,39,20301,S,1,20211025,3,3,39,0,S,PAU,87.0,0,5,TUN,0,,41,3,404729,1,891317,MWI,S,1,5,S,2
2024,60,20240,34,60,30,16,8,331,5,1,20150,27,20240125,M,2,43,11.5,2,3,2,SEM,18,0,1,4,70.0,N,68.0,S,HTI,4,1,8,2023-10-03,7,1,S,195,680.0,DC03,331,N,1,S,,81,16,1,2,1,0,N,2,0,20,0.6,S,48466,1,N,2024,16,1.0,4,8,N,N,4,S,BOE-2018-192,42,38025,S,1,20231003,3,1,42,1,S,PAU,37.0,0,8,HTI,1,,30,2,82493631,1,378550,SLB,N,1,2,S,2
2011,61,20110,6,61,50,7,96,478,2,4,20240,389,20111208,H,1,47,8.1,3,2,3,DIS,1,0,0,5,20.0,N,37.0,S,SVK,5,1,96,2021-02-26,10,5,N,14,370.0,DC08,478,N,3,N,,7,7,3,29,0,0,N,1,0,1,0.0,S,32876,0,N,2011,7,1.0,4,96,S,N,8,N,BOE-2014-228,37,06434,N,1,20210226,8,10,37,0,S,PAU,32.0,0,4,SVK,0,,50,3,35835371,0,100009,THA,N,1,4,S,3
2010,62,20100,16,62,39,10,34,234,2,2,20100,471,20110212,H,1,32,7.1,3,3,1,DIS,3,0,0,1,,N,,,AUS,1,1,34,2023-10-20,10,3,S,23,,DC06,234,S,1,S,,91,10,1,40,0,0,N,1,0,85,0.0,N,13048,0,N,2010,10,0.0,8,34,S,N,2,N,BOE-2022-137,41,31997,N,0,20231020,6,5,41,1,S,PAU,,0,8,AUS,1,,39,3,92981826,0,312544,,N,0,4,N,1
2015,63,20150,59,63,61,35,21,192,3,12,20240,283,20160908,H,1,14,6.3,3,3,1,VIR,14,1,1,3,20.0,N,12.0,S,VNM,3,1,21,2021-06-02,4,6,S,149,120.0,DC02,192,S,4,S,,65,35,4,7,0,1,S,4,0,11,0.0,S,38853,0,S,2012,35,0.0,2,21,S,N,3,S,BOE-2011-295,35,16266,N,1,20210602,2,2,35,1,S,PAU,41.0,0,6,VNM,1,,61,3,10482769,0,644807,MOZ,S,1,3,S,1
2016,64,20160,89,64,97,7,29,328,4,3,20110,428,20161029,H,1,34,5.2,4,3,1,HYB,11,0,0,4,,S,,,ZWE,4,1,29,2020-09-04,1,2,N,19,,DC08,328,N,4,S,T36724,48,7,4,29,0,1,S,5,1,39,0.0,N,06178,1,N,2013,7,1.0,8,29,N,S,3,N,BOE-2019-302,45,42092,N,1,20200904,8,7,45,0,N,PAU,,1,1,ZWE,1,87.0,97,4,7749299,0,549339,,N,0,5,S,1
2018,65,20180,99,65,13,28,89,301,5,15,20240,180,20190911,M,2,42,7.3,1,1,1,DIS,18,1,1,8,10.0,S,33.0,S,KEN,8,1,89,2022-08-19,5,7,N,195,330.0,DC04,301,S,1,S,,33,28,1,31,0,1,S,5,1,50,0.0,S,03494,0,S,2018,28,0.0,1,89,N,S,8,S,BOE-2018-252,44,35996,N,1,20220819,4,1,44,0,N,PAU,92.0,1,1,KEN,1,,13,1,29246218,0,832133,ERI,S,1,4,S,1
2016,66,20160,100,66,96,42,23,396,4,1,20180,155,20160122,H,1,36,3.9,2,2,3,DIS,17,1,1,4,20.0,N,29.0,S,GTM,4,1,23,2023-12-21,6,8,N,114,290.0,DC09,396,S,2,N,T26478,18,42,2,29,1,1,S,4,0,52,0.63,S,11210,0,S,2010,42,0.0,1,23,N,S,12,S,BOE-2011-293,12,26432,S,0,20231221,9,4,12,0,N,PAU,81.0,1,6,GTM,0,87.0,96,2,77619624,1,269864,EGY,S,1,4,N,3
2021,67,20210,90,67,51,1,48,31,5,13,20110,7,20210412,H,1,48,5.9,2,4,1,VIR,2,1,1,9,70.0,S,17.0,S,ATG,9,1,48,2020-12-19,4,1,N,208,170.0,DC05,31,N,3,S,T84676,6,1,3,5,0,1,S,3,1,53,0.0,S,11815,1,S,2020,1,0.0,5,48,S,S,15,S,BOE-2013-344,8,43420,N,1,20201219,5,7,8,0,N,PAU,51.0,1,5,ATG,1,9.0,51,2,75000490,0,129009,AND,S,1,3,S,1
2019,68,20190,4,68,54,5,72,44,2,13,20190,329,20190404,H,1,29,5.7,3,3,2,VIR,11,0,1,6,80.0,S,33.0,S,GNB,6,1,72,2023-11-17,6,7,S,167,330.0,DC02,44,S,3,N,T32613,87,5,3,20,1,1,S,3,1,25,0.84,S,43468,0,N,2015,5,0.0,4,19,N,N,8,S,BOE-2019-218,3,32489,S,1,20231117,2,9,3,1,S,PAU,92.0,0,5,CMR,0,89.0,54,3,31611127,1,376729,ERI,N,1,3,S,2
2024,69,20240,83,69,64,24,32,201,4,12,20180,139,20250717,M,2,47,5.3,4,4,1,HYB,16,1,1,8,,N,,,THA,8,1,32,2023-04-10,8,6,N,156,,DC02,201,N,2,N,,50,24,2,19,1,0,N,5,0,14,0.77,N,31662,0,S,2014,24,1.0,7,32,N,N,5,S,BOE-2012-063,37,21548,S,0,20230410,2,7,37,0,N,PAU,,0,9,THA,0,,64,4,60858653,1,246514,,S,0,5,N,1
2019,70,20190,93,70,36,19,56,124,2,4,20130,317,20200512,H,1,27,8.3,2,2,2,DIS,10,0,0,10,,N,,,LIE,10,1,56,2020-09-12,1,6,N,6,,DC07,124,S,2,N,,75,19,2,16,1,1,S,2,0,86,0.87,N,28420,1,N,2013,19,1.0,6,56,S,N,3,N,BOE-2013-119,39,51763,S,1,20200912,7,7,39,0,S,PAU,,0,5,LIE,0,,36,2,41361818,1,567838,,N,0,4,S,2
2017,71,20170,65,71,79,25,57,311,2,6,20150,74,20170125,M,2,33,5.0,3,4,2,DIS,12,0,1,2,50.0,S,97.0,S,MLI,2,1,57,2023-11-06,2,7,N,104,970.0,DC07,311,S,2,S,,35,25,2,15,1,0,N,4,1,33,0.91,S,48664,1,N,2016,25,0.0,4,57,N,S,13,S,BOE-2012-087,46,40181,S,1,20231106,7,4,46,0,N,PAU,88.0,1,10,MLI,1,,79,3,27133023,1,601775,ESP,N,1,4,S,2
2011,72,20110,68,72,33,29,20,151,2,14,20210,224,20110830,H,1,14,5.1,1,1,3,VIR,9,1,1,3,40.0,S,96.0,S,TGO,3,1,20,2020-02-05,6,7,N,134,960.0,DC07,151,S,3,N,,3,29,3,42,0,0,N,2,1,99,0.0,S,40680,0,S,2010,29,1.0,2,70,S,N,3,S,BOE-2012-086,18,47112,N,0,20200205,7,9,18,0,S,PAU,54.0,0,4,BRN,0,,33,1,20112846,0,512935,MRT,S,1,3,N,3
2019,73,20190,97,73,6,5,49,70,1,5,20150,236,20190731,M,2,23,6.2,4,3,3,DIS,11,1,0,8,,S,,,BIH,8,1,49,2020-05-30,5,7,S,166,,DC05,70,S,5,S,T79060,26,5,5,15,0,0,N,3,1,4,0.0,N,41248,1,S,2016,5,0.0,1,49,N,S,8,N,BOE-2022-327,34,50120,N,1,20200530,5,8,34,1,N,PAU,,1,7,BIH,1,99.0,6,4,34152669,0,556694,,S,0,4,S,3
2017,74,20170,92,74,60,24,27,238,2,7,20180,492,20170311,H,1,48,7.2,4,4,1,VIR,20,1,0,4,100.0,S,56.0,S,SLV,4,1,27,2021-12-22,8,2,S,14,560.0,DC04,238,S,3,S,T39215,45,24,3,24,1,0,N,4,1,43,0.52,S,01017,1,S,2013,24,1.0,4,27,S,S,6,N,BOE-2015-027,4,29460,S,1,20211222,4,8,4,1,S,PAU,84.0,1,3,SLV,1,90.0,60,4,90297353,1,398767,BWA,S,1,3,S,1
2019,75,20190,50,75,36,26,29,22,1,5,20120,7,20190309,M,2,36,6.8,3,2,1,SEM,9,0,1,4,,S,,,ZWE,4,1,29,2021-03-24,10,4,N,474,,DC01,22,S,4,S,T83860,72,26,4,14,1,0,N,3,1,61,0.89,N,46559,1,N,2011,26,1.0,6,15,S,N,13,S,BOE-2020-168,9,02444,S,0,20210324,1,10,9,0,N,PAU,,0,7,CAN,1,1.0,36,3,33214247,1,762201,,N,0,2,N,1
2016,76,20160,7,76,76,20,33,55,2,9,20100,115,20170930,M,2,47,6.3,4,4,3,HYB,7,0,0,4,60.0,N,93.0,S,LBR,4,1,33,2022-09-12,8,3,S,139,930.0,DC06,55,N,1,S,,56,20,1,37,0,1,S,4,0,76,0.0,S,20705,0,N,2012,20,1.0,10,20,N,S,12,N,BOE-2019-085,15,08590,N,1,20220912,6,7,15,1,N,PAU,89.0,1,8,TGO,1,,76,4,44241559,0,355051,KEN,N,1,5,S,3
2020,77,20200,20,77,7,1,61,91,1,3,20190,150,20200420,M,2,30,3.9,1,1,3,HYB,6,0,1,6,,S,,,CHN,6,1,61,2021-07-01,8,2,N,80,,DC10,91,N,1,S,,13,1,1,26,1,0,N,5,1,34,0.91,N,34124,0,N,2014,1,0.0,7,61,N,S,3,S,BOE-2014-017,24,29420,S,0,20210701,10,9,24,0,S,PAU,,1,10,CHN,1,,7,1,15867870,1,822502,,N,0,5,N,3
2017,78,20170,20,78,91,10,5,41,1,10,20110,449,20181022,M,2,28,5.5,3,3,3,PRE,11,1,1,3,10.0,N,69.0,S,SWZ,3,1,5,2023-09-30,8,8,N,186,690.0,DC09,41,S,2,N,T77213,18,10,2,42,0,0,N,4,0,91,0.0,S,41385,0,S,2016,10,1.0,7,5,N,S,3,S,BOE-2015-291,8,26441,N,1,20230930,9,8,8,0,N,PAU,51.0,1,2,SWZ,0,63.0,91,3,15867870,0,790387,AND,S,1,1,S,3
2012,79,20120,54,79,5,50,2,324,3,12,20170,176,20130410,M,2,32,4.8,2,3,3,PRE,9,0,1,6,30.0,N,64.0,N,COG,6,1,2,2023-04-25,10,1,S,198,640.0,DC08,324,N,1,S,T34297,84,50,1,22,0,0,N,2,0,58,0.0,S,01700,0,N,2012,50,0.0,3,2,S,S,8,S,BOE-2019-131,40,41024,N,0,20230425,8,5,40,1,N,PAU,87.0,1,6,COG,1,11.0,5,2,70532309,0,800901,MWI,N,1,1,N,3
2023,80,20230,70,80,54,2,65,445,3,13,20170,308,20230323,H,1,18,10.0,2,4,3,DIS,6,0,0,1,,S,,,KOR,1,1,65,2021-11-04,5,4,S,142,,DC04,445,N,5,N,,27,2,5,17,1,1,S,3,1,54,0.54,N,24554,1,N,2021,2,1.0,2,65,N,S,11,N,BOE-2022-148,43,26180,S,0,20211104,4,7,43,1,S,PAU,,1,8,KOR,0,,54,2,44039203,1,202345,,N,0,4,N,3
2011,81,20110,65,81,99,50,69,239,5,2,20210,247,20111217,M,2,27,4.6,2,3,3,DIS,17,0,0,10,,S,,,TZA,10,1,69,2020-11-24,7,2,N,24,,DC05,239,S,3,N,T43342,28,50,3,12,0,0,N,4,1,14,0.0,N,27406,0,N,2011,50,1.0,8,69,N,N,13,N,BOE-2020-248,43,07575,N,0,20201124,5,7,43,0,N,PAU,,0,5,TZA,0,63.0,99,2,27133023,0,751244,,N,0,4,N,3
2019,82,20190,46,82,3,43,48,333,3,7,20120,384,20190909,H,1,59,7.7,1,2,2,SEM,12,0,0,6,100.0,S,91.0,S,ATG,6,1,48,2021-10-01,7,2,S,25,910.0,DC10,333,N,2,N,T76608,64,43,2,30,1,1,S,1,1,68,0.97,S,06566,1,N,2012,43,1.0,5,48,N,S,14,N,BOE-2010-014,1,49301,S,0,20211001,10,2,1,1,N,PAU,47.0,1,8,ATG,0,84.0,3,1,63193474,1,526635,PRT,N,1,2,N,2
2013,83,20130,75,83,11,15,7,142,3,14,20110,390,20130312,M,2,20,11.1,1,3,2,HYB,19,1,0,9,100.0,N,78.0,S,AUT,9,1,7,2020-07-12,3,5,N,77,780.0,DC08,142,S,5,N,,81,15,5,45,0,1,S,2,0,84,0.0,S,37446,0,S,2011,15,1.0,10,7,S,S,11,N,BOE-2021-363,36,13246,N,0,20200712,8,2,36,0,N,PAU,12.0,1,2,AUT,0,,11,1,27568520,0,329027,ITA,S,1,5,N,2
2020,84,20200,50,84,25,34,38,177,2,7,20210,499,20210813,M,2,38,9.4,3,4,1,DIS,1,0,1,7,100.0,S,17.0,S,PAK,7,1,38,2021-01-12,5,5,N,158,170.0,DC02,177,S,3,N,T92160,92,34,3,7,0,0,N,1,1,74,0.0,S,37087,0,N,2016,34,0.0,3,38,S,S,4,S,BOE-2011-175,38,38827,N,1,20210112,2,4,38,0,S,PAU,51.0,1,10,PAK,0,93.0,25,3,33214247,0,533435,AND,N,1,4,S,1
2016,85,20160,46,85,25,43,85,125,4,8,20160,486,20160524,H,1,56,3.6,1,4,3,PRE,7,1,0,7,,N,,,NER,7,1,85,2021-08-03,5,5,S,119,,DC01,125,N,1,N,,62,43,1,13,1,0,N,2,0,58,0.69,N,09497,1,S,2010,43,0.0,1,52,S,N,7,N,BOE-2017-113,18,06698,S,0,20210803,1,5,18,1,N,PAU,,0,1,EST,0,,25,1,63193474,1,268252,,S,0,1,N,3
2011,86,20110,73,86,14,16,37,130,2,13,20160,491,20110422,M,2,37,11.6,3,4,3,HYB,20,1,0,9,,N,,,SLB,9,1,37,2021-09-19,2,3,S,1,,DC04,130,N,4,S,,32,16,4,9,0,0,N,4,0,61,0.0,N,47277,1,S,2010,16,1.0,3,72,N,N,9,N,BOE-2015-183,43,02140,N,0,20210919,4,4,43,1,N,PAU,,0,10,GNB,1,,14,3,15601471,0,999464,,S,0,5,N,3
2016,87,20160,69,87,95,5,14,349,5,8,20100,368,20170918,H,1,50,3.1,4,1,2,SEM,4,0,1,4,,S,,,DEU,4,1,14,2020-08-31,4,4,S,10,,DC08,349,N,3,S,,65,5,3,7,0,0,N,4,1,43,0.0,N,32510,0,N,2011,5,1.0,4,46,N,S,2,S,BOE-2014-001,9,21526,N,0,20200831,8,2,9,1,N,PAU,,1,4,MDV,1,,95,4,22083803,0,703638,,N,0,2,N,2
2010,88,20100,94,88,23,13,27,102,2,5,20110,236,20100625,M,2,25,6.3,3,4,1,HYB,6,1,1,8,,N,,,SLV,8,1,27,2022-02-06,2,3,N,186,,DC09,102,S,1,N,,92,13,1,8,0,0,N,4,0,30,0.0,N,33942,0,S,2010,13,1.0,4,27,S,S,2,S,BOE-2012-305,4,29231,N,0,20220206,9,5,4,0,N,PAU,,1,4,SLV,0,,23,3,97077009,0,575062,,S,0,5,N,1
2022,89,20220,69,89,60,6,75,60,2,15,20110,28,20230605,H,1,56,9.4,2,1,3,HYB,5,0,0,9,,N,,,PRY,9,1,75,2023-05-27,5,8,N,167,,DC05,60,S,4,N,T19766,6,6,4,29,0,0,N,3,0,71,0.0,N,20937,0,N,2018,6,0.0,6,75,S,N,15,N,BOE-2023-106,15,15376,N,1,20230527,5,3,15,0,N,PAU,,0,2,PRY,0,30.0,60,2,22083803,0,991546,,N,0,5,S,3
2010,90,20100,98,90,2,50,4,397,1,14,20190,415,20101228,H,1,24,3.7,2,4,1,DIS,20,0,0,1,70.0,N,35.0,S,CUB,1,1,4,2021-10-02,3,6,S,191,350.0,DC10,397,N,2,S,T68377,41,50,2,4,0,1,S,3,0,65,0.0,S,24661,0,N,2010,50,0.0,2,4,S,S,13,N,BOE-2018-223,47,37837,N,0,20211002,10,1,47,1,S,PAU,60.0,1,2,CUB,1,27.0,2,2,404729,0,142344,RUS,N,1,4,N,1
2016,91,20160,73,91,16,16,53,77,3,9,20180,117,20170224,M,2,43,6.4,1,1,3,DIS,2,1,0,6,,S,,,KGZ,6,1,53,2023-05-18,2,6,S,44,,DC04,77,N,3,S,,51,16,3,21,0,1,S,1,1,35,0.0,N,16561,0,S,2016,16,0.0,4,53,N,N,14,N,BOE-2018-003,21,02465,N,0,20230518,4,2,21,1,S,PAU,,0,1,KGZ,1,,16,1,15601471,0,682791,,S,0,4,N,3
2013,92,20130,20,92,87,5,19,357,4,10,20230,348,20130326,M,2,23,5.2,4,2,2,PRE,6,0,1,3,,S,,,CMR,3,1,19,2022-08-04,6,5,S,41,,DC08,357,N,4,N,,30,5,4,9,1,1,S,3,1,6,0.73,N,39349,0,N,2013,5,0.0,1,19,S,N,5,S,BOE-2020-096,19,33312,S,0,20220804,8,7,19,1,N,PAU,,0,9,CMR,0,,87,4,15867870,1,669868,,N,0,1,N,2
2021,93,20210,65,93,67,12,36,170,2,8,20110,313,20220825,M,2,38,11.9,3,2,1,VIR,15,1,0,1,,S,,,TUN,1,1,36,2021-10-07,10,1,N,164,,DC02,170,S,3,S,,70,12,3,28,1,1,S,4,1,68,0.66,N,22087,0,S,2011,12,0.0,2,31,S,S,11,N,BOE-2019-047,45,15628,S,0,20211007,2,2,45,0,S,PAU,,1,6,MUS,1,,67,3,27133023,1,352807,,S,0,3,N,1
